27060	(2373, 3)
19150	(2642, 3)
21147	(3299, 2)
27562	(112, 1)
33105	(833, 1)
31662	(973, 3)
33897	(2062, 2)
19864	(1639, 2)
27740	(932, 1)
25681	(2635, 2)
30342	(2076, 4)
16972	(864, 2)
15751	(2647, 3)
35077	(1974, 4)
27125	(4630, 3)
30459	(1049, 2)
27396	(2010, 2)
29882	(1023, 2)
18453	(754, 2)
32624	(1657, 2)
33025	(1290, 2)
35131	(3389, 4)
15883	(218, 1)
19037	(457, 2)
19560	(1444, 3)
28223	(2311, 2)
24896	(1590, 3)
15933	(1220, 2)
16767	(2386, 2)
32242	(103, 1)
17402	(3690, 5)
18030	(1405, 1)
29070	(529, 2)
34247	(1555, 3)
32513	(74, 1)
16276	(352, 1)
27599	(79, 1)
25847	(7511, 6)
28688	(752, 2)
25512	(79, 1)
16517	(1087, 2)
20008	(1345, 2)
16291	(1340, 2)
28513	(1026, 2)
34416	(3034, 4)
33974	(3045, 5)
35383	(1274, 3)
14725	(1401, 3)
34368	(434, 2)
30872	(849, 2)
32807	(595, 2)
34083	(1385, 3)
32984	(2118, 3)
17412	(1088, 1)
21128	(3299, 5)
33907	(408, 1)
31456	(443, 2)
35020	(641, 2)
35247	(1986, 2)
29300	(612, 2)
16886	(5454, 4)
33026	(1149, 2)
33863	(3436, 6)
16512	(1035, 2)
16419	(1320, 2)
33772	(1342, 2)
32597	(1982, 4)
25960	(2648, 5)
16159	(1626, 3)
15222	(538, 2)
34252	(227, 1)
35117	(840, 2)
30855	(595, 1)
34821	(747, 2)
32602	(323, 1)
15419	(567, 1)
29880	(1429, 2)
26515	(199, 1)
31036	(606, 2)
33014	(1207, 3)
34362	(6711, 6)
16246	(1990, 4)
18021	(1479, 2)
32188	(364, 1)
26537	(629, 1)
14541	(1917, 3)
32358	(505, 2)
20847	(265, 1)
28165	(994, 2)
15141	(539, 2)
33754	(792, 2)
16522	(1388, 3)
27661	(1229, 2)
34238	(5625, 3)
26576	(1210, 1)
34367	(910, 2)
30075	(942, 2)
34312	(1269, 2)
29376	(2002, 4)
32756	(954, 1)
18625	(652, 2)
33832	(4316, 4)
30105	(2694, 4)
30034	(522, 1)
28551	(757, 2)
27363	(4015, 4)
26610	(1268, 3)
15912	(241, 1)
20009	(4692, 2)
19017	(1623, 3)
29558	(768, 1)
18391	(1101, 2)
15081	(3008, 4)
28565	(3091, 6)
30818	(156, 1)
20983	(632, 2)
18322	(424, 1)
28687	(462, 2)
31094	(319, 1)
30026	(3782, 4)
32368	(3150, 4)
27666	(2618, 4)
33076	(1340, 2)
35179	(2317, 3)
34174	(1576, 3)
31888	(168, 1)
21656	(2349, 4)
31137	(4070, 5)
34973	(2052, 1)
20697	(278, 1)
32258	(355, 1)
16277	(3003, 4)
19212	(157, 1)
28934	(544, 2)
17298	(2033, 2)
35168	(1393, 2)
28432	(1408, 3)
34929	(4316, 5)
33144	(1350, 2)
24899	(990, 1)
28030	(1408, 1)
28681	(524, 2)
17120	(1482, 2)
32745	(440, 2)
21677	(470, 2)
31397	(140, 1)
29725	(1446, 2)
29981	(440, 2)
34098	(1674, 2)
34966	(8178, 4)
25100	(3319, 6)
34147	(2847, 4)
