30909	(585, 2)
33406	(662, 2)
39835	(435, 1)
38506	(2531, 2)
24895	(2268, 3)
39526	(1322, 1)
31574	(1100, 2)
33937	(1442, 2)
16422	(666, 3)
29235	(4802, 5)
30724	(995, 1)
39253	(919, 1)
29974	(496, 1)
28775	(526, 2)
20193	(7395, 5)
28668	(2287, 2)
33392	(1700, 2)
27217	(1793, 2)
32682	(540, 2)
30632	(436, 2)
26757	(887, 2)
25568	(683, 1)
34851	(3453, 4)
15068	(377, 1)
15856	(372, 1)
38414	(1804, 2)
38863	(2086, 2)
39790	(2627, 4)
20379	(2076, 3)
32874	(1686, 2)
18984	(1683, 2)
15031	(1032, 2)
26763	(1662, 2)
32615	(1651, 2)
19263	(135, 1)
39768	(1577, 2)
14776	(808, 2)
32115	(3556, 6)
38443	(1740, 1)
31254	(678, 1)
31402	(1594, 2)
32770	(6970, 4)
17290	(615, 1)
32593	(2895, 2)
28891	(4140, 4)
25857	(305, 1)
32689	(2255, 1)
39425	(674, 1)
35327	(2093, 3)
33742	(1019, 2)
16815	(1423, 1)
39598	(1765, 1)
34210	(452, 1)
38656	(1641, 2)
35338	(841, 3)
35355	(4356, 4)
33281	(584, 2)
39441	(455, 1)
38527	(1780, 2)
32693	(775, 1)
31973	(894, 1)
31578	(1915, 2)
34957	(6206, 6)
38818	(569, 2)
35376	(3540, 5)
20313	(1305, 3)
28754	(2115, 4)
39894	(1482, 4)
38108	(1372, 2)
27905	(3195, 4)
27000	(1699, 2)
32336	(2714, 3)
33876	(2408, 2)
39867	(7557, 5)
26903	(1599, 4)
29168	(1015, 2)
20209	(196, 1)
27526	(1565, 1)
32641	(1109, 1)
14985	(342, 1)
38375	(1059, 2)
34970	(637, 2)
29756	(1578, 2)
27130	(3901, 4)
34361	(5763, 5)
38599	(2144, 2)
38460	(1510, 2)
33546	(6001, 6)
39319	(4349, 3)
28156	(3774, 2)
38383	(1084, 2)
34032	(2756, 3)
25561	(769, 2)
39466	(705, 1)
34209	(4402, 4)
32560	(337, 1)
33635	(270, 2)
39743	(550, 2)
39533	(2392, 2)
15131	(2358, 2)
17265	(2095, 2)
28612	(1382, 2)
32516	(2806, 5)
34063	(1326, 2)
33615	(734, 2)
26749	(931, 2)
29721	(3412, 2)
18890	(2974, 5)
39922	(4339, 4)
30734	(812, 1)
39842	(4006, 5)
39536	(2196, 3)
28973	(391, 2)
