39262	(434, 1)
38725	(374, 1)
20196	(929, 1)
39418	(1402, 2)
30435	(518, 1)
31304	(1525, 2)
26087	(2859, 4)
38697	(155, 1)
38258	(680, 2)
27500	(870, 2)
14672	(836, 2)
35234	(969, 2)
32909	(1687, 3)
17622	(795, 2)
15117	(641, 1)
39429	(1118, 2)
35091	(1513, 1)
38438	(1346, 4)
32358	(841, 1)
39475	(3503, 2)
30477	(1804, 2)
31789	(2037, 4)
39200	(1290, 1)
31515	(351, 1)
30847	(4516, 3)
29422	(1759, 2)
34132	(901, 1)
34075	(1812, 3)
30029	(341, 1)
19397	(9229, 6)
20634	(2764, 2)
15211	(1150, 1)
14926	(341, 1)
19717	(881, 2)
38561	(1580, 2)
32172	(623, 1)
20349	(1703, 2)
28807	(1262, 2)
38488	(4708, 6)
39751	(1183, 3)
34249	(1011, 1)
35276	(1032, 1)
29361	(2303, 3)
38310	(3458, 6)
33907	(1644, 2)
28159	(1190, 2)
35138	(760, 2)
19911	(3125, 2)
30589	(869, 2)
38861	(662, 2)
19881	(746, 2)
26375	(1216, 2)
25966	(355, 1)
27285	(2432, 3)
31417	(2286, 2)
32965	(3404, 2)
38636	(522, 1)
39438	(790, 2)
39584	(804, 2)
31147	(1213, 2)
30745	(1027, 1)
15548	(2416, 3)
27196	(340, 2)
16421	(1092, 1)
26496	(916, 1)
31519	(982, 2)
15030	(1564, 2)
27163	(2182, 2)
32961	(3140, 4)
19722	(3325, 4)
19028	(1361, 2)
38726	(1066, 2)
32655	(3433, 4)
39431	(5836, 3)
27289	(2509, 2)
25411	(1287, 3)
27738	(600, 1)
29389	(1159, 2)
39473	(1151, 1)
25398	(1198, 2)
26086	(3482, 2)
33336	(1564, 2)
33303	(1613, 2)
38509	(1259, 2)
28291	(198, 1)
32509	(2660, 2)
39351	(657, 2)
17636	(442, 2)
18317	(3891, 3)
14886	(703, 3)
32592	(2278, 4)
33404	(3188, 2)
33977	(1247, 2)
19804	(986, 2)
39816	(5314, 7)
38471	(3546, 7)
32828	(1278, 3)
28674	(399, 1)
34246	(2830, 5)
29049	(1227, 1)
38771	(197, 1)
30340	(5951, 4)
28617	(2646, 2)
38958	(1376, 3)
39022	(3301, 6)
34009	(3340, 3)
30914	(332, 1)
16270	(229, 1)
28520	(2022, 2)
