39012	(4176, 4)
35269	(185, 1)
21051	(4424, 3)
30839	(2056, 2)
14725	(897, 2)
39693	(979, 2)
18959	(1041, 2)
29793	(2132, 2)
30729	(4389, 3)
38190	(3081, 4)
28267	(584, 2)
15550	(4170, 2)
31186	(2821, 1)
27554	(1056, 2)
29429	(232, 1)
15406	(3404, 4)
29690	(3298, 2)
27367	(530, 2)
25524	(3690, 4)
28518	(710, 1)
15101	(803, 1)
19490	(2211, 3)
20550	(4774, 3)
39926	(1697, 1)
25206	(3941, 3)
35013	(4384, 3)
14595	(696, 2)
27951	(497, 2)
29336	(362, 1)
39223	(1151, 1)
16906	(1791, 2)
19891	(1033, 1)
32289	(3061, 4)
38531	(3617, 4)
27922	(598, 2)
28857	(833, 2)
38201	(652, 1)
31090	(1348, 1)
35388	(622, 1)
26419	(405, 1)
30399	(4396, 6)
21373	(728, 1)
35224	(400, 2)
31435	(367, 1)
17231	(1100, 1)
39422	(813, 2)
15648	(610, 1)
32514	(688, 2)
16503	(1040, 2)
25194	(1056, 2)
38760	(750, 2)
16174	(240, 1)
38082	(528, 2)
21529	(1037, 2)
19295	(897, 2)
39127	(1889, 2)
35196	(6935, 4)
38901	(695, 1)
16103	(7338, 4)
38191	(2043, 3)
31096	(407, 2)
39805	(1944, 2)
31146	(1456, 1)
38477	(1952, 2)
38353	(369, 1)
26933	(2212, 2)
19699	(566, 2)
39506	(2217, 2)
34406	(2296, 2)
25147	(4285, 2)
33765	(1695, 2)
24735	(1149, 2)
15430	(358, 1)
31223	(1292, 2)
14708	(3995, 4)
18910	(2862, 5)
17156	(1214, 2)
17616	(1769, 1)
35336	(2249, 4)
34914	(1486, 2)
30057	(2501, 3)
16502	(882, 1)
39914	(1777, 3)
32764	(3592, 3)
29056	(1654, 2)
39889	(4493, 2)
33173	(688, 2)
18261	(4738, 6)
18150	(1156, 2)
20907	(875, 1)
28223	(712, 2)
38845	(784, 2)
30389	(661, 2)
20532	(446, 2)
38746	(1862, 4)
19007	(2318, 2)
39480	(1744, 2)
26401	(3794, 4)
32026	(1647, 1)
39139	(672, 1)
26954	(221, 1)
34419	(1960, 4)
38738	(782, 2)
33904	(840, 2)
39819	(1630, 2)
20839	(521, 1)
25337	(1170, 2)
17992	(3737, 4)
31281	(1890, 2)
25992	(2600, 2)
32441	(757, 2)
17390	(1748, 3)
30996	(5144, 6)
39178	(1866, 1)
39141	(5625, 5)
31996	(1452, 2)
18481	(514, 2)
33668	(190, 1)
39380	(772, 1)
27449	(407, 1)
30153	(923, 1)
31341	(382, 1)
16958	(4521, 4)
29433	(666, 2)
19397	(3262, 4)
39632	(966, 4)
15631	(669, 2)
26363	(1935, 2)
38710	(582, 2)
32359	(1268, 2)
30321	(2040, 3)
35020	(4008, 4)
39511	(2619, 2)
39552	(2257, 3)
31243	(1164, 3)
35176	(501, 2)
38661	(3136, 4)
28401	(1946, 2)
30427	(1444, 2)
