33858	(859, 2)
25044	(3395, 3)
35228	(5648, 3)
30357	(1733, 1)
17282	(670, 3)
34385	(759, 2)
31969	(409, 1)
34238	(1477, 2)
30222	(878, 2)
35106	(4978, 8)
30302	(1181, 3)
27152	(999, 1)
31438	(2302, 3)
26858	(1450, 2)
32928	(1376, 3)
32759	(682, 1)
25765	(1211, 1)
31150	(1412, 2)
33073	(1432, 2)
15433	(533, 2)
15801	(2143, 4)
30519	(423, 2)
28804	(212, 1)
32361	(1410, 2)
18004	(1000, 2)
32889	(548, 1)
32087	(228, 1)
15553	(1005, 2)
15205	(2116, 3)
27666	(867, 1)
32825	(631, 2)
31479	(587, 2)
26643	(1535, 1)
35305	(2464, 3)
33168	(1441, 3)
29409	(760, 2)
17620	(213, 1)
19011	(1486, 2)
34250	(757, 2)
24995	(950, 1)
16599	(4076, 2)
26790	(699, 1)
34820	(498, 2)
35586	(977, 1)
20701	(169, 1)
26582	(2291, 3)
32302	(336, 1)
30870	(6185, 6)
16237	(253, 1)
26842	(2517, 2)
33618	(287, 1)
21707	(339, 2)
32965	(76, 1)
31283	(725, 3)
21358	(1464, 2)
28312	(2167, 3)
30328	(2985, 3)
25038	(1604, 2)
32031	(681, 3)
31410	(322, 1)
17092	(374, 2)
34332	(2169, 4)
35150	(1491, 2)
35063	(272, 1)
34033	(839, 2)
27925	(1675, 4)
33423	(542, 2)
25388	(1555, 4)
32828	(883, 2)
15751	(506, 1)
27325	(1549, 2)
33023	(1075, 1)
34910	(2877, 4)
27209	(3023, 3)
30264	(2146, 2)
18651	(768, 2)
31659	(1494, 2)
35038	(1662, 3)
35136	(383, 1)
30818	(1166, 2)
32981	(1221, 2)
33811	(1344, 2)
31643	(1145, 1)
32744	(1490, 1)
33116	(4334, 5)
18143	(2219, 5)
32042	(497, 1)
32829	(1302, 1)
30713	(2378, 2)
31812	(399, 1)
24845	(773, 1)
28452	(2728, 3)
15699	(369, 1)
30839	(1159, 2)
18958	(981, 2)
33853	(2383, 4)
16948	(516, 1)
29101	(164, 1)
30838	(2760, 2)
25414	(529, 1)
16127	(119, 1)
15578	(1697, 4)
21496	(120, 1)
14895	(1035, 2)
14975	(2214, 4)
20827	(4012, 2)
34235	(2600, 2)
34970	(500, 1)
34145	(780, 2)
33830	(1202, 1)
15826	(931, 2)
30789	(1156, 3)
14957	(3933, 2)
33852	(1125, 2)
28432	(2418, 2)
33883	(1341, 2)
25342	(980, 2)
35296	(1751, 3)
29694	(2820, 2)
26907	(768, 2)
26080	(1079, 3)
31313	(2090, 4)
27172	(293, 1)
26932	(1200, 2)
35062	(394, 1)
30706	(4395, 7)
29046	(1519, 3)
29370	(974, 2)
27776	(525, 1)
32584	(484, 2)
27592	(2138, 3)
28391	(749, 2)
18385	(1022, 3)
28309	(327, 2)
31782	(1273, 3)
34959	(5596, 6)
24940	(170, 1)
16069	(1973, 2)
27545	(1086, 2)
30432	(2938, 4)
31166	(169, 1)
34169	(389, 1)
26625	(3254, 4)
35302	(1198, 2)
19679	(463, 1)
28394	(1158, 2)
19487	(781, 1)
33967	(786, 2)
27001	(842, 3)
31346	(1078, 2)
28194	(616, 1)
35472	(3059, 3)
28417	(714, 1)
33125	(601, 1)
32394	(368, 1)
29012	(401, 2)
26068	(436, 1)
29094	(304, 1)
19022	(745, 1)
14996	(1388, 2)
16214	(976, 2)
34183	(1327, 2)
29721	(1103, 2)
30217	(896, 2)
33211	(924, 1)
29742	(1150, 3)
18925	(5497, 5)
16294	(637, 2)
34359	(1167, 1)
17038	(1396, 2)
27891	(934, 1)
27026	(172, 1)
30720	(714, 2)
15695	(1308, 3)
34410	(2676, 2)
35006	(1035, 2)
29376	(1411, 1)
28091	(827, 1)
28048	(2469, 2)
31530	(320, 1)
24933	(115, 1)
16637	(1424, 1)
18523	(3704, 4)
30243	(6513, 3)
18219	(885, 2)
30954	(3613, 5)
28317	(1005, 2)
20907	(1546, 2)
30836	(1467, 2)
25083	(1652, 3)
34909	(692, 2)
34048	(7062, 6)
31548	(2326, 4)
26540	(1370, 2)
30484	(213, 1)
18951	(2483, 2)
18743	(3367, 3)
30396	(902, 2)
33026	(515, 2)
30956	(4898, 3)
15029	(794, 2)
26548	(489, 2)
20876	(740, 2)
32209	(1924, 3)
19598	(387, 1)
30182	(7148, 6)
24854	(368, 1)
28878	(3598, 2)
17021	(600, 1)
35375	(5344, 5)
25022	(1301, 2)
34191	(647, 2)
19295	(1427, 2)
28875	(1130, 2)
15495	(846, 2)
32216	(539, 2)
20847	(1488, 2)
25149	(200, 1)
25317	(1176, 2)
29904	(796, 1)
27527	(1544, 2)
34978	(4977, 7)
31303	(1180, 2)
35031	(1628, 3)
16084	(1599, 1)
19911	(2415, 3)
34960	(2950, 5)
33772	(257, 2)
32026	(909, 1)
18995	(8023, 5)
30791	(876, 1)
21031	(245, 1)
19397	(628, 2)
35203	(2739, 6)
35108	(5207, 4)
15797	(666, 3)
31582	(1339, 5)
29851	(3604, 4)
31440	(1077, 3)
33937	(2400, 3)
34996	(882, 2)
19962	(1409, 4)
19870	(2023, 3)
19826	(728, 1)
25638	(988, 1)
32945	(2200, 2)
34081	(3886, 2)
28829	(791, 2)
30213	(809, 2)
31672	(2239, 3)
32374	(1607, 3)
15502	(284, 1)
27196	(1512, 2)
16923	(183, 1)
32179	(615, 2)
27743	(530, 2)
27739	(2955, 3)
30638	(2994, 2)
25436	(2799, 5)
25337	(5451, 7)
28517	(298, 1)
16172	(6981, 2)
31650	(1812, 2)
29863	(410, 1)
30352	(1523, 1)
15824	(1778, 4)
20094	(1222, 2)
34149	(3014, 5)
28630	(3487, 3)
31485	(1632, 1)
29769	(1474, 2)
32060	(2009, 1)
35316	(5798, 5)
33172	(2221, 5)
31271	(946, 1)
33087	(227, 1)
31263	(847, 1)
30539	(1561, 2)
28178	(741, 2)
20310	(184, 1)
35251	(4065, 6)
31902	(325, 1)
26045	(1790, 2)
27442	(1223, 3)
17332	(1644, 2)
34290	(227, 1)
17708	(983, 1)
32378	(4048, 4)
16834	(1864, 2)
25079	(3089, 2)
27836	(1191, 1)
17436	(1206, 2)
35389	(1928, 3)
31028	(4402, 3)
33915	(985, 2)
31378	(1793, 2)
32316	(606, 1)
32449	(2021, 1)
32967	(222, 1)
35109	(808, 2)
30601	(4709, 4)
35234	(1766, 2)
33622	(1211, 2)
26121	(3120, 2)
27154	(381, 2)
34163	(2767, 2)
34260	(1818, 2)
30297	(1189, 2)
35096	(193, 1)
29776	(1452, 2)
30522	(624, 2)
29951	(2847, 2)
32944	(4022, 3)
16826	(858, 2)
30616	(646, 2)
30734	(2931, 3)
17918	(2443, 2)
35330	(3977, 4)
35048	(1288, 2)
34211	(1221, 1)
33105	(1564, 2)
20793	(354, 1)
26674	(3012, 2)
25653	(396, 1)
33467	(1054, 3)
32624	(969, 1)
30673	(373, 2)
27991	(4846, 5)
25108	(985, 2)
35366	(1787, 2)
26900	(842, 2)
34268	(3765, 2)
33957	(2573, 4)
29931	(1152, 2)
34821	(1664, 2)
17767	(1813, 2)
30091	(574, 2)
35049	(1656, 2)
16825	(155, 1)
28682	(397, 1)
25402	(1046, 1)
15479	(2190, 2)
18323	(2255, 2)
18321	(362, 1)
15726	(591, 2)
16242	(2708, 4)
30754	(2009, 4)
30525	(711, 2)
28818	(943, 2)
32493	(615, 2)
27369	(1309, 2)
34390	(2827, 2)
15352	(661, 2)
30144	(1277, 2)
27438	(467, 1)
20720	(872, 2)
18678	(190, 1)
34361	(1288, 3)
28187	(1565, 2)
33905	(2467, 4)
31963	(2776, 4)
31662	(879, 1)
21370	(346, 1)
33653	(1933, 2)
28890	(806, 2)
27656	(930, 3)
30452	(640, 2)
30120	(4232, 3)
21663	(1058, 2)
33931	(3770, 4)
33863	(1281, 4)
20230	(2179, 4)
33850	(1688, 2)
25625	(1009, 2)
19840	(1451, 2)
33139	(902, 2)
30758	(5859, 4)
25617	(1901, 2)
27620	(400, 1)
32235	(1851, 2)
32952	(2119, 4)
31653	(812, 2)
30671	(3016, 4)
21169	(371, 1)
25866	(2902, 2)
33164	(1225, 2)
16243	(287, 1)
18919	(2642, 1)
35050	(4348, 4)
17467	(2100, 3)
34089	(519, 2)
15969	(176, 1)
17716	(1545, 2)
27747	(1183, 2)
20349	(632, 2)
21643	(462, 2)
33978	(1553, 2)
19976	(1308, 1)
19245	(646, 2)
30333	(648, 1)
18479	(963, 2)
30493	(4272, 5)
31670	(1049, 2)
28772	(1854, 4)
30344	(893, 1)
17521	(231, 1)
30867	(372, 2)
35380	(1142, 1)
26415	(901, 2)
33784	(1853, 2)
32117	(1033, 1)
28330	(281, 1)
35213	(4879, 6)
17834	(630, 2)
15557	(3204, 4)
30249	(225, 1)
15000	(1787, 2)
20156	(800, 2)
33545	(1677, 2)
32139	(2074, 3)
32927	(2106, 2)
24772	(3524, 3)
28574	(1710, 2)
35069	(5849, 7)
19775	(645, 2)
27244	(727, 2)
17141	(635, 1)
35600	(2044, 4)
17733	(548, 2)
32081	(348, 1)
34042	(2392, 4)
30469	(1426, 2)
26686	(955, 2)
33347	(1633, 2)
29756	(973, 2)
25121	(1252, 2)
31466	(2769, 3)
34255	(2650, 3)
27262	(1357, 2)
17865	(910, 2)
32819	(2967, 2)
26478	(964, 1)
21648	(862, 2)
32709	(1408, 2)
32864	(886, 1)
30123	(981, 2)
35577	(1412, 1)
20380	(257, 2)
34135	(812, 2)
18050	(4632, 6)
20707	(292, 1)
30982	(739, 2)
18213	(1586, 3)
32114	(1172, 4)
21185	(1037, 1)
14559	(1999, 2)
18880	(3682, 2)
14743	(2373, 2)
33753	(1966, 4)
30934	(1981, 2)
33147	(2700, 2)
20930	(776, 1)
32171	(717, 2)
15005	(416, 2)
30951	(999, 2)
16876	(729, 1)
29154	(2607, 4)
25901	(366, 1)
30841	(285, 1)
18998	(593, 1)
32854	(2901, 2)
29930	(2058, 2)
16114	(673, 1)
30696	(916, 2)
19964	(440, 2)
33648	(689, 2)
34022	(2980, 3)
18692	(1055, 2)
33757	(1673, 2)
21450	(1125, 1)
35245	(6767, 7)
25582	(681, 1)
15268	(481, 1)
17226	(1428, 4)
27655	(1311, 4)
34294	(323, 1)
32619	(1259, 3)
34293	(1813, 4)
14763	(528, 1)
