35042	(5891, 4)
25598	(944, 3)
28919	(1437, 3)
28204	(2104, 4)
17791	(1423, 1)
35105	(3504, 6)
21543	(1628, 3)
34379	(2255, 1)
34297	(10136, 6)
35377	(1040, 2)
30928	(700, 3)
35369	(1953, 4)
15670	(3105, 3)
25983	(1974, 2)
20330	(661, 2)
18893	(450, 2)
21338	(1413, 4)
17334	(292, 1)
32041	(2145, 3)
35189	(1286, 1)
33460	(1755, 3)
15528	(679, 1)
28715	(1832, 4)
33344	(607, 2)
35239	(3070, 4)
20271	(1410, 3)
32576	(1152, 3)
33761	(1122, 4)
27709	(4571, 8)
26667	(726, 1)
33897	(3756, 3)
35319	(1492, 4)
32787	(450, 1)
19386	(1062, 1)
29922	(2090, 2)
18723	(1488, 3)
29853	(2585, 3)
35242	(1183, 2)
34005	(465, 1)
34225	(3336, 5)
32811	(2556, 1)
32167	(703, 1)
32356	(258, 1)
35066	(3967, 3)
21292	(2384, 2)
34338	(2030, 2)
33991	(1704, 5)
21525	(1332, 4)
27590	(1092, 3)
30792	(7987, 6)
33002	(1386, 2)
32657	(283, 1)
25329	(1622, 2)
35297	(1227, 1)
31172	(1533, 3)
17011	(3014, 3)
34313	(1444, 3)
19564	(1094, 2)
25449	(1935, 2)
17934	(2336, 2)
30952	(687, 2)
26671	(1161, 2)
30312	(2308, 2)
20227	(3748, 4)
17730	(881, 2)
27070	(1703, 2)
34998	(3140, 4)
35032	(826, 2)
15621	(233, 1)
33066	(1947, 3)
30434	(3225, 4)
34033	(2844, 6)
30039	(1301, 3)
15587	(147, 1)
31290	(1877, 2)
35234	(1313, 1)
35285	(4873, 4)
15137	(299, 1)
32059	(1411, 2)
31377	(2104, 4)
29424	(594, 1)
26734	(1710, 2)
21358	(349, 1)
26712	(241, 1)
33767	(1744, 2)
33841	(1720, 4)
32771	(1924, 2)
19046	(220, 1)
21382	(629, 2)
31123	(1120, 2)
28680	(1194, 2)
17145	(6290, 3)
27101	(2488, 2)
16987	(527, 2)
35086	(2079, 2)
25560	(991, 3)
29139	(2482, 4)
25629	(852, 2)
34337	(2025, 4)
32458	(385, 1)
28375	(393, 1)
35343	(789, 1)
32965	(1936, 2)
27126	(1949, 4)
34205	(182, 1)
15782	(345, 1)
26955	(449, 1)
20510	(3520, 4)
33825	(1485, 2)
16566	(373, 1)
31533	(3582, 2)
15578	(400, 1)
27422	(654, 2)
31570	(4294, 3)
17201	(437, 1)
18169	(2007, 2)
33337	(1445, 2)
32230	(881, 2)
34975	(218, 2)
29952	(127, 1)
17313	(774, 1)
35005	(2392, 2)
25228	(666, 1)
32686	(6210, 4)
21185	(433, 1)
25739	(127, 1)
35134	(1405, 4)
14774	(454, 1)
17453	(740, 1)
28882	(2841, 3)
19541	(1003, 4)
17567	(927, 2)
31082	(236, 1)
32049	(389, 1)
16524	(1170, 2)
19151	(1604, 2)
27362	(419, 1)
35038	(2968, 3)
28482	(2580, 4)
20325	(268, 1)
28708	(2642, 2)
34107	(3038, 2)
32981	(695, 1)
32901	(2712, 3)
32434	(3721, 4)
27118	(1052, 4)
32745	(5111, 4)
26903	(3091, 3)
17579	(871, 1)
26648	(1860, 3)
30889	(1110, 1)
17978	(464, 2)
30459	(3003, 4)
35231	(915, 2)
19496	(858, 1)
30849	(522, 2)
