Washington Park	(3, 2) 
Hanson Pl & Ashland Pl	(6, 5) 
Meserole Ave & Manhattan Ave	(2, 8) 
Henry St & Middagh St	(2, 0) 
Putnam Ave & Throop Ave	(0, 1) 
Queens Plaza North & Crescent St	(4, 2) 
Prospect Park West & 8 St	(7, 3) 
E 68 St & 3 Ave	(3, 4) 
Greenpoint Ave & Manhattan Ave	(10, 7) 
E 89 St & York Ave	(4, 8) 
E 102 St & 1 Ave	(4, 5) 
Vernon Blvd & 47 Rd	(1, 1) 
11 Ave & W 59 St	(8, 9) 
Front St & Maiden Ln	(8, 12) 
E 16 St & Irving Pl	(4, 1) 
Lenox Ave & W 130 St	(0, 1) 
W 59 St & 10 Ave	(3, 3) 
W 45 St & 8 Ave	(1, 4) 
E 19 St & 3 Ave	(1, 3) 
Bank St & Washington St	(5, 11) 
Central Park S & 6 Ave	(6, 13) 
3 St & 7 Ave	(66, 52) 
Fulton St & William St	(7, 6) 
Laight St & Hudson St	(2, 1) 
E 43 St & 2 Ave	(0, 3) 
Monroe St & Classon Ave	(1, 6) 
1 Ave & E 16 St	(16, 16) 
Douglass St & 3 Ave	(2, 0) 
Grand St & Elizabeth St	(12, 23) 
Milton St & Franklin St	(12, 7) 
Barrow St & Hudson St	(23, 19) 
Nassau St & Navy St	(0, 1) 
Columbia St & Kane St	(1, 1) 
Richards St & Delavan St	(0, 2) 
Peck Slip & Front St	(14, 8) 
W 50 St & 9 Ave	(3, 4) 
7 Ave & Central Park South	(5, 1) 
5 Ave & E 29 St	(11, 10) 
Leonard St & Church St	(7, 6) 
West St & Chambers St	(37, 58) 
45 Rd & 11 St	(2, 3) 
E 2 St & Avenue B	(13, 15) 
Roebling St & N 4 St	(4, 2) 
W 31 St & 7 Ave	(4, 17) 
Lewis Ave & Decatur St	(1, 2) 
W 21 St & 6 Ave	(12, 15) 
8 Ave & W 33 St	(1, 1) 
Cleveland Pl & Spring St	(21, 21) 
Duane St & Greenwich St	(5, 7) 
E 31 St & 3 Ave	(7, 9) 
Division St & Bowery	(12, 12) 
Clinton Ave & Myrtle Ave	(111, 101) 
W 63 St & Broadway	(10, 10) 
Central Park West & W 68 St	(4, 7) 
E 39 St & 2 Ave	(11, 9) 
Columbus Ave & W 95 St	(5, 1) 
Bushwick Ave & Stagg St	(0, 1) 
Graham Ave & Withers St	(1, 1) 
E 67 St & Park Ave	(3, 0) 
S Portland Ave & Hanson Pl	(2, 4) 
Park Ave & Marcus Garvey Blvd	(1, 2) 
E 47 St & 1 Ave	(2, 2) 
Bialystoker Pl & Delancey St	(3, 5) 
1 Ave & E 68 St	(13, 5) 
Suydam St & Knickerbocker Ave	(1, 4) 
E 48 St & 5 Ave	(2, 4) 
Broadway & W 41 St	(6, 6) 
South St & Whitehall St	(14, 9) 
W 42 St & 8 Ave	(6, 9) 
Broadway & Roebling St	(0, 3) 
Jay St & York St	(1, 0) 
2 Ave & E 122 St	(1, 6) 
Lexington Ave & E 26 St	(9, 8) 
Willoughby Ave & Tompkins Ave	(2, 1) 
E 25 St & 1 Ave	(3, 4) 
E 93 St & 2 Ave	(2, 2) 
University Pl & E 8 St	(1, 6) 
Warren St & Court St	(0, 1) 
St James Pl & Oliver St	(6, 8) 
Knickerbocker Ave & Thames St	(0, 2) 
Lafayette St & Jersey St	(20, 14) 
McKibbin St & Bogart St	(0, 3) 
W Broadway & Spring Street	(5, 11) 
Schermerhorn St & Court St	(2, 0) 
3 St & Prospect Park West	(3, 7) 
Myrtle Ave & Lewis Ave	(3, 3) 
Court St & Nelson St	(4, 1) 
W 120 St & Claremont Ave	(2, 0) 
Carroll St & Franklin Ave	(1, 0) 
Franklin St & Dupont St	(6, 3) 
McKibbin St & Manhattan Ave	(1, 2) 
Monroe St & Bedford Ave	(0, 5) 
Cedar St & Myrtle Ave	(1, 0) 
5 Ave & E 78 St	(7, 7) 
5 Ave & E 126 St	(1, 0) 
E 110 St & Madison Ave	(0, 2) 
Macon St & Nostrand Ave	(1, 2) 
Carroll St & Smith St	(1, 1) 
W 52 St & 11 Ave	(16, 10) 
North Moore St & Greenwich St	(11, 10) 
Broadway & Berry St	(5, 5) 
W 27 St & 10 Ave	(5, 6) 
W 41 St & 8 Ave	(7, 3) 
W 34 St & 11 Ave	(37, 47) 
E 6 St & Avenue B	(14, 9) 
2 Ave & E 72 St	(5, 10) 
Myrtle Ave & Marcy Ave	(3, 0) 
E 97 St & 3 Ave	(0, 2) 
W 22 St & 10 Ave	(12, 13) 
W 26 St & 8 Ave	(6, 10) 
6 Ave & Broome St	(14, 10) 
8 Ave & W 52 St	(9, 3) 
11 St & 43 Ave	(0, 1) 
Carroll St & Washington Ave	(0, 1) 
Broadway & W 51 St	(3, 6) 
W 84 St & Broadway	(3, 1) 
Cathedral Pkwy & Broadway	(3, 2) 
1 Ave & E 44 St	(4, 3) 
W 24 St & 7 Ave	(13, 11) 
Lexington Ave & E 111 St	(0, 1) 
Fulton St & Waverly Ave	(5, 4) 
Avenue C & E 18 St	(6, 5) 
W 53 St & 10 Ave	(4, 8) 
Stanton St & Mangin St	(4, 4) 
1 Ave & E 18 St	(232, 185) 
E 15 St & 3 Ave	(6, 20) 
University Pl & E 14 St	(11, 16) 
Bus Slip & State St	(14, 14) 
Union Ave & N 12 St	(6, 6) 
Riverside Dr & W 72 St	(8, 19) 
W 20 St & 7 Ave	(9, 7) 
Emerson Pl & Myrtle Ave	(1, 2) 
6 St & 7 Ave	(0, 1) 
Pershing Square North	(8, 20) 
Clinton St & Joralemon St	(1, 1) 
W 33 St & 7 Ave	(11, 12) 
2 Ave & E 96 St	(3, 2) 
E 43 St & 5 Ave	(2, 3) 
Bayard St & Leonard St	(3, 2) 
Hudson St & Reade St	(6, 2) 
Market St & Cherry St	(3, 4) 
Dean St & Hoyt St	(0, 1) 
W 67 St & Broadway	(8, 8) 
E 74 St & 1 Ave	(2, 2) 
Metropolitan Ave & Meeker Ave	(6, 1) 
6 Ave & Canal St	(12, 8) 
Eastern Pkwy & Washington Ave	(1, 9) 
Plaza St West & Flatbush Ave	(4, 3) 
W 87 St & Amsterdam Ave	(1, 4) 
31 Ave & 30 St	(2, 1) 
India St & West St	(2, 5) 
Franklin Ave & Myrtle Ave	(1, 5) 
E 78 St & 2 Ave	(2, 2) 
W 88 St & West End Ave	(2, 1) 
Marcy Ave & Lafayette Ave	(1, 2) 
W 27 St & 7 Ave	(7, 7) 
W 15 St & 6 Ave	(10, 9) 
Franklin St & W Broadway	(8, 6) 
Van Brunt St & Van Dyke St	(0, 4) 
Greene Av & Myrtle Av	(1, 0) 
Grand Army Plaza & Central Park S	(10, 7) 
E 109 St & 3 Ave	(0, 3) 
Central Ave & Starr Street	(2, 0) 
E 30 St & Park Ave S	(3, 2) 
Kent Ave & S 11 St	(9, 4) 
Humboldt St & Varet St	(3, 1) 
Vernon Blvd & 30 Rd	(1, 0) 
Lexington Ave & E 63 St	(7, 8) 
Driggs Ave & Lorimer St	(4, 4) 
Dock 72 Way & Market St	(2, 0) 
21 St & 31 Dr	(1, 1) 
Pacific St & Classon Ave	(1, 0) 
Hicks St & Montague St	(2, 4) 
Carlton Ave & Flushing Ave	(2, 1) 
Washington Ave & Greene Ave	(5, 4) 
W 38 St & 8 Ave	(7, 5) 
W 84 St & Columbus Ave	(5, 2) 
S 3 St & Bedford Ave	(15, 9) 
Douglass St & 4 Ave	(1, 0) 
Underhill Ave & Pacific St	(47, 44) 
East End Ave & E 86 St	(5, 1) 
Sharon St & Olive St	(5, 1) 
Cooper Square & Astor Pl	(10, 19) 
Clinton St & Grand St	(7, 9) 
Atlantic Ave & Fort Greene Pl	(5, 7) 
E 20 St & FDR Drive	(6, 11) 
Lincoln Pl & Classon Ave	(1, 0) 
Lafayette Ave & Classon Ave	(4, 6) 
7 Ave & Park Pl	(4, 11) 
1 Ave & E 78 St	(180, 176) 
E 41 St & Madison Ave	(3, 4) 
36 Ave & 10 St	(0, 1) 
Huron St & Franklin St	(5, 5) 
Pacific St & Nevins St	(1, 0) 
E 20 St & Park Ave	(12, 9) 
W 42 St & Dyer Ave	(2, 2) 
Lafayette Ave & St James Pl	(9, 3) 
E 65 St & 2 Ave	(0, 3) 
Duffield St & Willoughby St	(2, 6) 
E 81 St & 3 Ave	(0, 2) 
Maiden Ln & Pearl St	(4, 5) 
John St & William St	(6, 5) 
3 Ave & E 112 St	(1, 0) 
10 St & 7 Ave	(2, 2) 
Murray St & West St	(149, 180) 
9 Ave & W 28 St	(10, 6) 
W 104 St & Amsterdam Ave	(0, 1) 
E 118 St & Park Ave	(1, 0) 
9 Ave & W 45 St	(11, 5) 
W 43 St & 10 Ave	(162, 171) 
Cliff St & Fulton St	(9, 15) 
E 2 St & Avenue C	(132, 105) 
Pleasant Ave & E 116 St	(2, 4) 
Stockholm St & Wilson Ave	(0, 1) 
Frost St & Meeker Ave	(1, 2) 
Kosciuszko St & Tompkins Ave	(1, 1) 
Centre St & Chambers St	(24, 22) 
Stagg St & Union Ave	(4, 2) 
Union Ave & Jackson St	(1, 2) 
1 Ave & E 62 St	(12, 8) 
Myrtle Ave & St Edwards St	(2, 1) 
44 Dr & Jackson Ave	(3, 1) 
Eckford St & Engert Ave	(2, 1) 
Berkeley Pl & 6 Ave	(0, 1) 
E 12 St & 3 Ave	(6, 6) 
Division Av & Hooper St	(0, 3) 
Degraw St & Smith St	(3, 3) 
Pier 40 - Hudson River Park	(28, 37) 
Lafayette St & E 8 St	(25, 14) 
4 Ave & 9 St	(2, 1) 
Forsyth St & Broome St	(13, 10) 
Nassau Ave & Newell St	(3, 13) 
Cherry St	(2, 8) 
Mercer St & Bleecker St	(7, 6) 
5 Ave & E 63 St	(0, 3) 
E 39 St & 3 Ave	(8, 11) 
Park Pl & Franklin Ave	(1, 3) 
W 20 St & 8 Ave	(7, 15) 
31 Ave & Crescent St	(1, 0) 
Broadway & W 56 St	(7, 3) 
Murray St & Greenwich St	(10, 12) 
W 16 St & The High Line	(12, 15) 
Suffolk St & Stanton St	(159, 146) 
Kosciuszko St & Nostrand Ave	(1, 1) 
E 97 St & Madison Ave	(1, 2) 
14 St & 5 Ave	(1, 1) 
Wyckoff St & Bond St	(0, 1) 
E 2 St & 2 Ave	(20, 18) 
Clinton Ave & Flushing Ave	(0, 4) 
Johnson St & Gold St	(3, 0) 
W 35 St & Dyer Ave	(6, 0) 
Little West St & 1 Pl	(32, 29) 
Pershing Square South	(8, 4) 
Schermerhorn St & Bond St	(4, 8) 
Madison Ave & E 99 St	(0, 1) 
Greene Ave & Nostrand Ave	(0, 2) 
Willoughby Ave & Walworth St	(0, 1) 
Greenwich St & W Houston St	(12, 17) 
E 25 St & 2 Ave	(6, 12) 
3 Ave & E 62 St	(1, 3) 
Liberty St & Broadway	(8, 8) 
Central Park West & W 102 St	(1, 0) 
E 11 St & Avenue B	(6, 7) 
W 92 St & Broadway	(2, 2) 
South St & Gouverneur Ln	(8, 20) 
W 13 St & 7 Ave	(6, 8) 
Avenue D & E 12 St	(5, 4) 
E 23 St & 1 Ave	(169, 154) 
W 25 St & 6 Ave	(6, 10) 
Newton Rd & 44 St	(1, 1) 
48 Ave & 30 Pl	(0, 1) 
E 11 St & 1 Ave	(259, 260) 
W 4 St & 7 Ave S	(22, 14) 
FDR Drive & E 35 St	(19, 8) 
Butler St & Court St	(0, 2) 
E 10 St & Avenue A	(10, 11) 
Avenue D & E 8 St	(8, 6) 
Adam Clayton Powell Blvd & W 118 St	(1, 0) 
Central Park W & W 96 St	(2, 1) 
Adelphi St & Myrtle Ave	(5, 5) 
Vernon Blvd & 41 Rd	(1, 2) 
1 Pl & Clinton St	(2, 0) 
Graham Ave & Conselyea St	(5, 1) 
Putnam Ave & Nostrand Ave	(1, 1) 
Fulton St & Grand Ave	(3, 3) 
E 59 St & Madison Ave	(82, 83) 
Fulton St & Utica Ave	(1, 1) 
W 37 St & 10 Ave	(3, 10) 
Madison St & Montgomery St	(5, 5) 
Grand St & Havemeyer St	(5, 2) 
Willoughby Ave & Hall St	(3, 3) 
Grand Ave & Bergen St	(0, 1) 
Dean St & 4 Ave	(6, 6) 
E 9 St & Avenue C	(12, 11) 
Amsterdam Ave & W 66 St	(4, 3) 
6 Ave & 12 St	(0, 1) 
Christopher St & Greenwich St	(16, 16) 
1 Ave & E 30 St	(5, 9) 
Broadway & W 25 St	(13, 4) 
W 11 St & 6 Ave	(4, 7) 
46 Ave & 5 St	(16, 13) 
28 St & 41 Ave	(1, 1) 
44 Dr & 21 St	(1, 2) 
Carmine St & 6 Ave	(31, 24) 
Astoria Park S & Shore Blvd	(2, 0) 
DeKalb Ave & Hudson Ave	(3, 3) 
Broadway & W 53 St	(4, 3) 
Harrison St & Hudson St	(6, 9) 
2 Ave & E 104 St	(0, 1) 
Metropolitan Ave & Bedford Ave	(6, 1) 
Verona Pl & Fulton St	(1, 2) 
White St & Moore St	(1, 1) 
Pike St & E Broadway	(7, 10) 
W 22 St & 8 Ave	(12, 16) 
W 44 St & 5 Ave	(7, 2) 
E 58 St &  1 Ave (NW Corner)	(13, 6) 
Kent Ave & N 7 St	(18, 13) 
E 5 St & Avenue C	(6, 4) 
Scholes St & Manhattan Ave	(1, 0) 
Bergen St & Vanderbilt Ave	(3, 4) 
S 4 St & Rodney St	(8, 0) 
27 Ave & 4 St	(0, 2) 
W 116 St & Amsterdam Ave	(0, 1) 
W 70 St & Amsterdam Ave	(9, 14) 
Wyckoff St & 3 Ave	(0, 1) 
Watts St & Greenwich St	(8, 13) 
3 Ave & E 95 St	(2, 1) 
3 St & 3 Ave	(0, 2) 
Columbus Ave & W 72 St	(7, 6) 
Barclay St & Church St	(17, 6) 
DeKalb Ave & Franklin Ave	(5, 2) 
State St & Smith St	(4, 2) 
31 St & Astoria Blvd	(0, 1) 
Prospect Pl & 6 Ave	(1, 2) 
12 Ave & W 40 St	(62, 49) 
N 12 St & Bedford Ave	(3, 5) 
Madison Ave & E 120 St	(1, 0) 
Lafayette Ave & Fort Greene Pl	(3, 2) 
W 46 St & 11 Ave	(12, 23) 
Pierrepont St & Monroe Pl	(1, 0) 
Concord St & Bridge St	(1, 3) 
Smith St & 9 St	(0, 3) 
Leonard St & Nassau Ave	(2, 1) 
5 Ave & E 103 St	(1, 3) 
W 90 St & Amsterdam Ave	(0, 2) 
Bedford Ave & Bergen St	(3, 0) 
W 64 St & Thelonious Monk Circle	(134, 113) 
Henry St & Atlantic Ave	(2, 2) 
W 15 St & 7 Ave	(21, 8) 
Rivington St & Ridge St	(8, 3) 
Lewis Ave & Madison St	(3, 0) 
E 17 St & Broadway	(21, 28) 
3 Ave & Schermerhorn St	(1, 1) 
Allen St & Stanton St	(10, 24) 
W 18 St & 6 Ave	(17, 12) 
Vernon Blvd & 50 Ave	(97, 109) 
Pearl St & Hanover Square	(7, 4) 
Central Park West & W 85 St	(4, 2) 
W 74 St & Columbus Ave	(3, 2) 
Driggs Ave & N Henry St	(7, 1) 
14 St & 7 Ave	(4, 3) 
Centre St & Worth St	(7, 7) 
George St & Wilson Ave	(0, 1) 
1 Ave & E 94 St	(1, 3) 
Canal St & Rutgers St	(11, 4) 
Avenue D & E 3 St	(10, 9) 
E 55 St & Lexington Ave	(2, 1) 
Allen St & Hester St	(17, 5) 
MacDougal St & Prince St	(21, 24) 
Smith St & 3 St	(2, 0) 
3 Ave & 14 St	(1, 1) 
West Drive & Prospect Park West	(6, 10) 
Nostrand Ave & Myrtle Ave	(0, 1) 
S 5 Pl & S 5 St	(11, 20) 
E 60 St & York Ave	(1, 4) 
E 20 St & 2 Ave	(12, 10) 
7 St & 5 Ave	(1, 2) 
E 53 St & 3 Ave	(5, 2) 
Central Park West & W 76 St	(2, 2) 
Brooklyn Bridge Park - Pier 2	(1, 1) 
Mott St & Prince St	(22, 24) 
E 58 St & 3 Ave	(10, 7) 
St Marks Pl & 2 Ave	(10, 15) 
Park Ave & E 124 St	(0, 2) 
E 91 St & Park Ave	(0, 2) 
E 81 St & 2 Ave	(5, 3) 
3 Ave & E 71 St	(7, 2) 
Madison St & Clinton St	(1, 1) 
E 68 St & Madison Ave	(3, 5) 
Atlantic Ave & Furman St	(2, 6) 
Old Fulton St	(11, 2) 
Broadway & Battery Pl	(9, 10) 
1 Ave & E 110 St	(0, 1) 
W 54 St & 9 Ave	(2, 2) 
W 13 St & 5 Ave	(9, 11) 
West End Ave & W 94 St	(1, 0) 
Front St & Gold St	(2, 0) 
W 76 St & Columbus Ave	(2, 1) 
W 116 St & Broadway	(1, 6) 
Underhill Ave & Lincoln Pl	(3, 0) 
Rogers Ave & Sterling St	(1, 3) 
E 10 St & 5 Ave	(1, 6) 
E 85 St & York Ave	(5, 5) 
W 113 St & Broadway	(1, 0) 
E 77 St & 3 Ave	(7, 9) 
Riverside Blvd & W 67 St	(9, 26) 
E 75 St & 3 Ave	(3, 5) 
5 Ave & E 88 St	(8, 8) 
E 91 St & 2 Ave	(5, 4) 
Bergen St & Flatbush Ave	(2, 2) 
E 33 St & 1 Ave	(10, 17) 
E 88 St & 1 Ave	(3, 9) 
Amsterdam Ave & W 82 St	(4, 2) 
Congress St & Clinton St	(0, 1) 
St Johns Pl & Washington Ave	(0, 2) 
W 49 St & 8 Ave	(7, 3) 
Waterbury St & Stagg St	(0, 1) 
W 100 St & Manhattan Ave	(3, 0) 
Graham Ave & Herbert St	(4, 2) 
3 Ave & E 100 St	(1, 0) 
Pitt St & Stanton St	(1, 3) 
Crescent St & 30 Ave	(1, 0) 
DeKalb Ave & Vanderbilt Ave	(6, 6) 
W 89 St & Columbus Ave	(1, 1) 
Broadway & E 14 St	(27, 22) 
Broadway & W 60 St	(16, 13) 
11 Ave & W 41 St	(11, 13) 
E 16 St & 5 Ave	(15, 7) 
Greenwich Ave & Charles St	(16, 7) 
Broadway & W 29 St	(9, 11) 
E 11 St & 2 Ave	(7, 10) 
Baltic St & 5 Ave	(1, 1) 
10 Hudson Yards	(2, 2) 
W 106 St & Central Park West	(2, 0) 
N 11 St & Kent Ave	(2, 4) 
8 Ave & W 31 St	(16, 12) 
Franklin Ave & Empire Blvd	(2, 0) 
Lawrence St & Willoughby St	(6, 9) 
E 48 St & 3 Ave	(7, 5) 
E 76 St & Park Ave	(2, 1) 
Cambridge Pl & Gates Ave	(1, 1) 
W 56 St & 10 Ave	(6, 7) 
Driggs Ave & N 9 St	(3, 4) 
Lefferts Pl & Franklin Ave	(0, 3) 
E 4 St & 2 Ave	(13, 16) 
Sullivan St & Washington Sq	(7, 5) 
Lexington Ave & E 29 St	(7, 7) 
Richardson St & N Henry St	(1, 1) 
Leonard St & Maujer St	(1, 0) 
William St & Pine St	(2, 2) 
Court St & State St	(1, 2) 
Washington St & Gansevoort St	(15, 19) 
24 St & 41 Ave	(0, 1) 
Vesey Pl & River Terrace	(314, 315) 
Coffey St & Conover St	(2, 3) 
LaGuardia Pl & W 3 St	(15, 13) 
E 51 St & 1 Ave	(4, 11) 
Adam Clayton Powell Blvd & W 126 St	(0, 1) 
Bergen St & Smith St	(2, 3) 
Great Jones St	(12, 17) 
5 St & 51 Ave	(0, 1) 
Center Blvd & 51 Ave	(10, 8) 
Kingston Ave & Herkimer St	(3, 1) 
