Washington Park	(2, 5) 
Hanson Pl & Ashland Pl	(11, 10) 
Meserole Ave & Manhattan Ave	(4, 6) 
Henry St & Middagh St	(4, 0) 
Putnam Ave & Throop Ave	(1, 1) 
Queens Plaza North & Crescent St	(1, 2) 
Prospect Park West & 8 St	(2, 2) 
E 68 St & 3 Ave	(0, 1) 
Greenpoint Ave & Manhattan Ave	(9, 7) 
Central Ave & Flushing Ave	(1, 2) 
E 89 St & York Ave	(4, 6) 
Vernon Blvd & 47 Rd	(1, 1) 
E 102 St & 1 Ave	(1, 2) 
11 Ave & W 59 St	(11, 15) 
Front St & Maiden Ln	(13, 11) 
E 16 St & Irving Pl	(7, 7) 
W 59 St & 10 Ave	(10, 9) 
W 45 St & 8 Ave	(7, 6) 
E 19 St & 3 Ave	(8, 7) 
Bank St & Washington St	(14, 21) 
Central Park S & 6 Ave	(8, 7) 
3 St & 7 Ave	(73, 92) 
Laight St & Hudson St	(3, 2) 
Fulton St & William St	(9, 2) 
E 43 St & 2 Ave	(2, 4) 
Monroe St & Classon Ave	(2, 1) 
1 Ave & E 16 St	(23, 23) 
Douglass St & 3 Ave	(1, 4) 
Grand St & Elizabeth St	(31, 19) 
Milton St & Franklin St	(6, 12) 
E 115 St & Lexington Ave	(0, 1) 
Barrow St & Hudson St	(23, 16) 
Nassau St & Navy St	(1, 3) 
Columbia St & Kane St	(2, 0) 
Richards St & Delavan St	(1, 0) 
W 50 St & 9 Ave	(6, 4) 
Peck Slip & Front St	(18, 16) 
7 Ave & Central Park South	(16, 12) 
5 Ave & E 29 St	(9, 7) 
Leonard St & Church St	(5, 7) 
West St & Chambers St	(38, 44) 
E 2 St & Avenue B	(18, 10) 
Roebling St & N 4 St	(1, 2) 
W 31 St & 7 Ave	(22, 19) 
35 Ave & 10 St	(0, 1) 
Lexington Ave & E 127 St	(1, 0) 
8 Ave & W 33 St	(17, 15) 
Cleveland Pl & Spring St	(25, 18) 
Duane St & Greenwich St	(10, 5) 
E 31 St & 3 Ave	(8, 7) 
W 43 St & 6 Ave	(3, 2) 
Division St & Bowery	(9, 13) 
Clinton Ave & Myrtle Ave	(111, 91) 
W 63 St & Broadway	(3, 5) 
Central Park West & W 68 St	(10, 19) 
E 39 St & 2 Ave	(12, 12) 
Columbus Ave & W 95 St	(2, 3) 
Graham Ave & Withers St	(2, 3) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(0, 3) 
S Portland Ave & Hanson Pl	(3, 0) 
Bialystoker Pl & Delancey St	(4, 0) 
E 47 St & 1 Ave	(3, 2) 
1 Ave & E 68 St	(10, 11) 
Columbia St & Lorraine St	(1, 0) 
Suydam St & Knickerbocker Ave	(2, 1) 
E 48 St & 5 Ave	(0, 1) 
Broadway & W 41 St	(14, 7) 
Broadway & Roebling St	(5, 2) 
W 42 St & 8 Ave	(4, 6) 
South St & Whitehall St	(8, 9) 
Jay St & York St	(2, 8) 
2 Ave & E 122 St	(1, 1) 
Lexington Ave & E 26 St	(11, 8) 
Willoughby Ave & Tompkins Ave	(0, 3) 
E 25 St & 1 Ave	(6, 3) 
E 93 St & 2 Ave	(1, 3) 
University Pl & E 8 St	(9, 9) 
Warren St & Court St	(0, 1) 
St James Pl & Oliver St	(6, 3) 
Knickerbocker Ave & Thames St	(0, 1) 
21 St & Queens Plaza North	(0, 1) 
Lafayette St & Jersey St	(23, 12) 
E 103 St & Lexington Ave	(0, 1) 
W Broadway & Spring Street	(8, 17) 
Schermerhorn St & Court St	(1, 3) 
3 St & Prospect Park West	(6, 8) 
Myrtle Ave & Lewis Ave	(1, 0) 
Court St & Nelson St	(1, 0) 
W 120 St & Claremont Ave	(3, 1) 
Carroll St & Franklin Ave	(1, 0) 
Franklin St & Dupont St	(7, 6) 
McKibbin St & Manhattan Ave	(1, 0) 
Monroe St & Bedford Ave	(3, 2) 
5 Ave & E 78 St	(6, 10) 
E 110 St & Madison Ave	(3, 1) 
Carroll St & Smith St	(1, 4) 
Macon St & Nostrand Ave	(0, 2) 
W 52 St & 11 Ave	(5, 14) 
North Moore St & Greenwich St	(21, 18) 
Broadway & Berry St	(9, 4) 
W 27 St & 10 Ave	(8, 5) 
W 41 St & 8 Ave	(6, 14) 
Bushwick Ave & Powers St	(1, 1) 
W 34 St & 11 Ave	(13, 31) 
E 6 St & Avenue B	(11, 7) 
E 118 St & 1 Ave	(1, 2) 
2 Ave & E 72 St	(2, 6) 
Myrtle Ave & Marcy Ave	(0, 1) 
34 Ave & 21 St	(0, 3) 
Amsterdam Ave & W 119 St	(0, 1) 
W 22 St & 10 Ave	(11, 14) 
W 26 St & 8 Ave	(2, 7) 
6 Ave & Broome St	(15, 16) 
8 Ave & W 52 St	(4, 6) 
Carroll St & Washington Ave	(1, 0) 
Broadway & W 51 St	(2, 8) 
W 84 St & Broadway	(8, 4) 
Cathedral Pkwy & Broadway	(7, 1) 
1 Ave & E 44 St	(12, 7) 
W 24 St & 7 Ave	(2, 4) 
Fulton St & Waverly Ave	(0, 3) 
Avenue C & E 18 St	(7, 10) 
W 53 St & 10 Ave	(12, 13) 
Stanton St & Mangin St	(1, 7) 
1 Ave & E 18 St	(241, 208) 
E 15 St & 3 Ave	(12, 17) 
University Pl & E 14 St	(22, 24) 
Bus Slip & State St	(11, 12) 
Union Ave & N 12 St	(1, 4) 
Riverside Dr & W 72 St	(13, 11) 
34 Ave & 13 St	(1, 0) 
W 20 St & 7 Ave	(8, 22) 
Emerson Pl & Myrtle Ave	(2, 2) 
6 St & 7 Ave	(0, 2) 
Pershing Square North	(13, 12) 
Clinton St & Joralemon St	(2, 2) 
W 33 St & 7 Ave	(10, 10) 
Hancock St & Bedford Ave	(2, 1) 
2 Ave & E 96 St	(0, 2) 
Bayard St & Leonard St	(3, 3) 
Hudson St & Reade St	(11, 4) 
Market St & Cherry St	(2, 4) 
47 Ave & 31 St	(0, 1) 
Dean St & Hoyt St	(0, 1) 
E 74 St & 1 Ave	(3, 7) 
W 67 St & Broadway	(5, 5) 
Metropolitan Ave & Meeker Ave	(5, 5) 
6 Ave & Canal St	(15, 5) 
Eastern Pkwy & Washington Ave	(7, 3) 
Plaza St West & Flatbush Ave	(5, 4) 
3 Ave & Carroll St	(2, 0) 
W 87 St & Amsterdam Ave	(2, 1) 
E 115 St & Madison Ave	(0, 1) 
India St & West St	(2, 1) 
W 88 St & West End Ave	(3, 3) 
E 78 St & 2 Ave	(2, 1) 
Franklin Ave & Myrtle Ave	(0, 2) 
Marcy Ave & Lafayette Ave	(0, 1) 
W 27 St & 7 Ave	(6, 5) 
Van Brunt St & Van Dyke St	(3, 0) 
Franklin St & W Broadway	(6, 3) 
Greene Av & Myrtle Av	(4, 0) 
Grand Army Plaza & Central Park S	(5, 17) 
E 109 St & 3 Ave	(0, 2) 
Central Ave & Starr Street	(1, 0) 
E 30 St & Park Ave S	(9, 6) 
Kent Ave & S 11 St	(6, 5) 
Humboldt St & Varet St	(1, 2) 
Vernon Blvd & 30 Rd	(1, 1) 
Lexington Ave & E 63 St	(1, 3) 
Adam Clayton Powell Blvd & W 123 St	(2, 1) 
Pacific St & Classon Ave	(0, 3) 
Carlton Ave & Flushing Ave	(4, 0) 
Hicks St & Montague St	(3, 3) 
Washington Ave & Greene Ave	(6, 3) 
W 38 St & 8 Ave	(4, 9) 
Douglass St & 4 Ave	(4, 1) 
S 3 St & Bedford Ave	(11, 8) 
W 84 St & Columbus Ave	(6, 3) 
Underhill Ave & Pacific St	(43, 38) 
East End Ave & E 86 St	(4, 4) 
Sharon St & Olive St	(1, 0) 
Cooper Square & Astor Pl	(7, 9) 
Clinton St & Grand St	(15, 17) 
Atlantic Ave & Fort Greene Pl	(2, 1) 
E 20 St & FDR Drive	(12, 14) 
Lincoln Pl & Classon Ave	(3, 0) 
Lafayette Ave & Classon Ave	(1, 4) 
7 Ave & Park Pl	(5, 7) 
1 Ave & E 78 St	(172, 146) 
E 41 St & Madison Ave	(5, 6) 
Huron St & Franklin St	(6, 8) 
Pacific St & Nevins St	(2, 0) 
E 20 St & Park Ave	(10, 10) 
W 42 St & Dyer Ave	(3, 3) 
E 65 St & 2 Ave	(2, 0) 
Duffield St & Willoughby St	(2, 8) 
Cliff St & Fulton St (Old)	(7, 3) 
Maiden Ln & Pearl St	(6, 9) 
John St & William St	(3, 0) 
10 St & 7 Ave	(5, 3) 
Murray St & West St	(142, 180) 
9 Ave & W 28 St	(8, 6) 
W 104 St & Amsterdam Ave	(2, 1) 
E 118 St & Park Ave	(0, 1) 
9 Ave & W 45 St	(6, 7) 
W 43 St & 10 Ave	(194, 179) 
E 2 St & Avenue C	(119, 87) 
Pleasant Ave & E 116 St	(2, 2) 
Frost St & Meeker Ave	(1, 1) 
Kosciuszko St & Tompkins Ave	(2, 2) 
Centre St & Chambers St	(16, 14) 
Stagg St & Union Ave	(5, 5) 
Union Ave & Jackson St	(3, 0) 
1 Ave & E 62 St	(16, 11) 
Myrtle Ave & St Edwards St	(3, 1) 
44 Dr & Jackson Ave	(2, 3) 
Eckford St & Engert Ave	(1, 3) 
E 12 St & 3 Ave	(13, 4) 
Division Av & Hooper St	(4, 0) 
Degraw St & Smith St	(1, 0) 
Pier 40 - Hudson River Park	(43, 32) 
Lafayette St & E 8 St	(19, 16) 
4 Ave & 9 St	(2, 0) 
Forsyth St & Broome St	(16, 15) 
Nassau Ave & Newell St	(4, 4) 
Cherry St	(6, 6) 
Mercer St & Bleecker St	(8, 9) 
5 Ave & E 63 St	(0, 2) 
E 39 St & 3 Ave	(3, 5) 
Park Pl & Franklin Ave	(0, 4) 
W 20 St & 8 Ave	(13, 12) 
Murray St & Greenwich St	(10, 22) 
W 16 St & The High Line	(7, 13) 
Suffolk St & Stanton St	(173, 169) 
E 97 St & Madison Ave	(3, 1) 
Wyckoff St & Bond St	(1, 1) 
Kosciuszko St & Nostrand Ave	(1, 2) 
14 St & 5 Ave	(1, 0) 
E 2 St & 2 Ave	(15, 19) 
27 St & Hunter St	(2, 1) 
Clinton Ave & Flushing Ave	(0, 2) 
Johnson St & Gold St	(2, 7) 
W 35 St & Dyer Ave	(4, 3) 
Little West St & 1 Pl	(53, 41) 
Pershing Square South	(2, 2) 
Schermerhorn St & Bond St	(3, 4) 
Willoughby Ave & Walworth St	(3, 1) 
Greenwich St & W Houston St	(18, 8) 
E 25 St & 2 Ave	(16, 12) 
3 Ave & E 62 St	(0, 2) 
Liberty St & Broadway	(8, 12) 
Central Park West & W 102 St	(0, 1) 
E 11 St & Avenue B	(7, 6) 
Columbia St & Degraw St	(3, 0) 
South St & Gouverneur Ln	(29, 15) 
W 92 St & Broadway	(4, 3) 
W 13 St & 7 Ave	(12, 9) 
Avenue D & E 12 St	(5, 1) 
E 23 St & 1 Ave	(207, 189) 
W 25 St & 6 Ave	(6, 13) 
Newton Rd & 44 St	(1, 0) 
Ditmars Blvd & 19 St	(0, 1) 
48 Ave & 30 Pl	(1, 0) 
E 11 St & 1 Ave	(274, 276) 
W 4 St & 7 Ave S	(14, 7) 
FDR Drive & E 35 St	(5, 13) 
Butler St & Court St	(1, 2) 
E 10 St & Avenue A	(13, 16) 
Avenue D & E 8 St	(3, 1) 
Adam Clayton Powell Blvd & W 118 St	(0, 1) 
Central Park W & W 96 St	(4, 3) 
Adelphi St & Myrtle Ave	(1, 7) 
Vernon Blvd & 41 Rd	(1, 5) 
1 Pl & Clinton St	(0, 1) 
Graham Ave & Conselyea St	(0, 4) 
Fulton St & Grand Ave	(1, 3) 
E 59 St & Madison Ave	(123, 134) 
Fulton St & Utica Ave	(3, 0) 
W 37 St & 10 Ave	(5, 9) 
Madison St & Montgomery St	(4, 4) 
Grand St & Havemeyer St	(1, 8) 
Willoughby Ave & Hall St	(3, 3) 
24 Ave & 29 St	(3, 1) 
Dean St & 4 Ave	(2, 9) 
E 9 St & Avenue C	(13, 13) 
Amsterdam Ave & W 66 St	(4, 3) 
6 Ave & 12 St	(0, 5) 
Christopher St & Greenwich St	(27, 30) 
1 Ave & E 30 St	(5, 10) 
Broadway & W 25 St	(11, 5) 
W 11 St & 6 Ave	(7, 5) 
46 Ave & 5 St	(10, 9) 
28 St & 41 Ave	(1, 3) 
44 Dr & 21 St	(1, 2) 
Carmine St & 6 Ave	(12, 27) 
DeKalb Ave & Hudson Ave	(4, 3) 
Broadway & W 53 St	(7, 5) 
Hart St & Wyckoff Ave	(3, 1) 
Harrison St & Hudson St	(3, 4) 
2 Ave & E 104 St	(1, 1) 
Metropolitan Ave & Bedford Ave	(6, 8) 
Verona Pl & Fulton St	(3, 0) 
White St & Moore St	(0, 4) 
Pike St & E Broadway	(17, 10) 
W 22 St & 8 Ave	(14, 11) 
W 44 St & 5 Ave	(0, 1) 
E 58 St &  1 Ave (NW Corner)	(8, 10) 
Kent Ave & N 7 St	(17, 18) 
E 5 St & Avenue C	(8, 4) 
Scholes St & Manhattan Ave	(4, 2) 
S 4 St & Rodney St	(7, 2) 
Bergen St & Vanderbilt Ave	(6, 5) 
W 70 St & Amsterdam Ave	(16, 12) 
Wyckoff St & 3 Ave	(1, 1) 
Marcus Garvey Blvd & Macon St	(1, 1) 
Watts St & Greenwich St	(13, 16) 
3 Ave & E 95 St	(1, 3) 
3 St & 3 Ave	(5, 1) 
Columbus Ave & W 72 St	(2, 3) 
Barclay St & Church St	(6, 1) 
DeKalb Ave & Franklin Ave	(2, 2) 
State St & Smith St	(3, 4) 
Prospect Pl & 6 Ave	(4, 1) 
12 Ave & W 40 St	(30, 52) 
N 12 St & Bedford Ave	(3, 9) 
Lafayette Ave & Fort Greene Pl	(2, 3) 
W 46 St & 11 Ave	(9, 15) 
Pierrepont St & Monroe Pl	(1, 3) 
Concord St & Bridge St	(1, 1) 
Smith St & 9 St	(1, 0) 
Leonard St & Nassau Ave	(0, 1) 
5 Ave & E 103 St	(1, 0) 
Bedford Ave & Bergen St	(3, 2) 
W 64 St & Thelonious Monk Circle	(137, 114) 
Henry St & Atlantic Ave	(4, 6) 
W 15 St & 7 Ave	(15, 11) 
Rivington St & Ridge St	(4, 4) 
Lewis Ave & Madison St	(1, 0) 
E 17 St & Broadway	(24, 26) 
5 Ave & E 93 St	(1, 2) 
3 Ave & Schermerhorn St	(0, 1) 
Allen St & Stanton St	(15, 7) 
W 18 St & 6 Ave	(26, 23) 
Vernon Blvd & 50 Ave	(94, 99) 
Pearl St & Hanover Square	(5, 8) 
W 74 St & Columbus Ave	(1, 5) 
34 Ave & 38 St	(2, 0) 
Driggs Ave & N Henry St	(6, 3) 
14 St & 7 Ave	(2, 2) 
Centre St & Worth St	(5, 1) 
George St & Wilson Ave	(2, 1) 
1 Ave & E 94 St	(3, 2) 
Canal St & Rutgers St	(7, 9) 
Avenue D & E 3 St	(5, 3) 
E 55 St & Lexington Ave	(9, 12) 
Allen St & Hester St	(4, 12) 
MacDougal St & Prince St	(24, 10) 
Smith St & 3 St	(0, 1) 
3 Ave & 14 St	(1, 1) 
West Drive & Prospect Park West	(4, 5) 
Nostrand Ave & Myrtle Ave	(2, 3) 
S 5 Pl & S 5 St	(19, 19) 
E 60 St & York Ave	(4, 3) 
E 20 St & 2 Ave	(4, 8) 
7 St & 5 Ave	(1, 1) 
E 53 St & 3 Ave	(1, 6) 
39 St & 2 Ave - Citi Bike HQ at Industry City	(0, 1) 
Union Ave & Wallabout St	(0, 1) 
Brooklyn Bridge Park - Pier 2	(2, 2) 
Central Park West & W 76 St	(0, 1) 
Mott St & Prince St	(17, 15) 
E 58 St & 3 Ave	(6, 9) 
St Marks Pl & 2 Ave	(13, 12) 
Park Ave & E 124 St	(1, 0) 
E 91 St & Park Ave	(2, 2) 
E 81 St & 2 Ave	(3, 10) 
3 Ave & E 71 St	(1, 0) 
Madison St & Clinton St	(2, 5) 
E 68 St & Madison Ave	(3, 1) 
Atlantic Ave & Furman St	(3, 3) 
Old Fulton St	(6, 5) 
Broadway & Battery Pl	(8, 21) 
W 54 St & 9 Ave	(7, 5) 
W 13 St & 5 Ave	(5, 5) 
West End Ave & W 94 St	(1, 4) 
W 76 St & Columbus Ave	(4, 6) 
Front St & Gold St	(1, 4) 
Underhill Ave & Lincoln Pl	(3, 1) 
Rogers Ave & Sterling St	(0, 2) 
E 10 St & 5 Ave	(3, 7) 
E 85 St & York Ave	(4, 3) 
E 77 St & 3 Ave	(8, 6) 
31 Ave & 34 St	(1, 0) 
Riverside Blvd & W 67 St	(15, 17) 
Carroll St & Bond St	(3, 1) 
5 Ave & E 88 St	(9, 2) 
E 75 St & 3 Ave	(2, 5) 
E 91 St & 2 Ave	(2, 4) 
Bergen St & Flatbush Ave	(5, 8) 
E 33 St & 1 Ave	(9, 20) 
E 88 St & 1 Ave	(6, 10) 
Amsterdam Ave & W 82 St	(4, 4) 
Congress St & Clinton St	(0, 1) 
St Johns Pl & Washington Ave	(6, 3) 
W 49 St & 8 Ave	(8, 5) 
E 106 St & 1 Ave	(0, 2) 
Pitt St & Stanton St	(2, 0) 
DeKalb Ave & Vanderbilt Ave	(7, 0) 
Franklin Ave & St Marks Ave	(0, 1) 
W 89 St & Columbus Ave	(1, 2) 
Broadway & E 14 St	(23, 34) 
Broadway & W 60 St	(19, 9) 
11 Ave & W 41 St	(11, 9) 
E 16 St & 5 Ave	(12, 11) 
Greenwich Ave & Charles St	(16, 11) 
Broadway & W 29 St	(12, 11) 
E 11 St & 2 Ave	(5, 15) 
Baltic St & 5 Ave	(7, 0) 
E 98 St & Park Ave	(1, 1) 
10 Hudson Yards	(0, 1) 
Steinway St & 23 Ave	(1, 0) 
N 11 St & Kent Ave	(4, 3) 
W 106 St & Central Park West	(5, 2) 
Dwight St & Van Dyke St	(0, 1) 
Henry St & W 9 St	(0, 1) 
8 Ave & W 31 St	(8, 9) 
Franklin Ave & Empire Blvd	(2, 4) 
Lawrence St & Willoughby St	(5, 7) 
E 48 St & 3 Ave	(4, 2) 
E 76 St & Park Ave	(2, 4) 
W 56 St & 10 Ave	(4, 5) 
Cambridge Pl & Gates Ave	(1, 1) 
Crescent St & 35 Ave	(1, 1) 
Driggs Ave & N 9 St	(3, 4) 
Lefferts Pl & Franklin Ave	(0, 2) 
E 4 St & 2 Ave	(12, 10) 
Sullivan St & Washington Sq	(14, 14) 
Lexington Ave & E 29 St	(4, 7) 
40 Ave & 9 St	(0, 1) 
Richardson St & N Henry St	(4, 7) 
Leonard St & Maujer St	(1, 4) 
William St & Pine St	(5, 0) 
Court St & State St	(3, 0) 
Washington St & Gansevoort St	(38, 22) 
Vesey Pl & River Terrace	(245, 273) 
Coffey St & Conover St	(1, 0) 
LaGuardia Pl & W 3 St	(10, 18) 
E 51 St & 1 Ave	(14, 12) 
Adam Clayton Powell Blvd & W 126 St	(1, 0) 
Bergen St & Smith St	(4, 5) 
Monroe St & Tompkins Ave	(1, 0) 
Great Jones St	(13, 16) 
5 St & 51 Ave	(0, 2) 
Center Blvd & 51 Ave	(7, 6) 
Montgomery St & Franklin Ave	(1, 0) 
Carroll St & Columbia St	(1, 3) 
Dean St & Franklin Ave	(4, 2) 
