Washington Park	(3, 1) 
Union St & Nevins St	(0, 1) 
5 Ave & 3 St	(0, 4) 
Columbia Heights & Cranberry St	(0, 2) 
Broad St & Bridge St	(67, 83) 
West End Ave & W 107 St	(0, 3) 
9 St & 44 Rd	(1, 1) 
E 88 St & Park Ave	(0, 2) 
Amsterdam Ave & W 73 St	(11, 9) 
Lenox Ave & W 117 St	(1, 0) 
E 13 St & Avenue A	(11, 12) 
Howard St & Centre St	(181, 180) 
Spruce St & Nassau St	(3, 2) 
Broadway & Whipple St	(1, 0) 
Cadman Plaza E & Johnson St	(4, 4) 
Broadway & W 38 St	(8, 9) 
Lexington Ave & Classon Ave	(3, 2) 
E 32 St & Park Ave	(14, 18) 
Water - Whitehall Plaza	(10, 8) 
E 81 St & Park Ave	(4, 1) 
Lexington Ave & E 36 St	(9, 2) 
5 St & 6 Ave	(2, 2) 
W 95 St & Broadway	(4, 5) 
Norfolk St & Broome St	(10, 5) 
Clinton St & Union St	(3, 4) 
31 St & Northern Blvd	(0, 1) 
Greene Ave & Throop Ave	(0, 1) 
E 106 St & Madison Ave	(0, 1) 
W 52 St & 5 Ave	(13, 15) 
Carlton Ave & Park Ave	(2, 1) 
Clinton St & 4 Place	(0, 2) 
Bank St & Hudson St	(175, 174) 
Clark St & Henry St	(0, 3) 
President St & Henry St	(3, 1) 
W 100 St & Broadway	(2, 1) 
Riverside Dr & W 104 St	(3, 6) 
W 37 St & 5 Ave	(15, 12) 
6 Ave & 9 St	(2, 5) 
E 47 St & 2 Ave	(6, 7) 
Washington Pl & Broadway	(10, 9) 
Central Park West & W 72 St	(5, 3) 
35 Ave & 37 St	(1, 0) 
E 114 St & 1 Ave	(1, 1) 
South End Ave & Liberty St	(21, 31) 
E 12 St & 4 Av	(5, 4) 
E 58 St & 1 Ave (NE Corner)	(4, 0) 
Greenwich Ave & 8 Ave	(14, 21) 
Broadway & W 49 St	(8, 5) 
E 53 St & Madison Ave	(10, 7) 
Montrose Ave & Bushwick Ave	(2, 1) 
Bond St & Fulton St	(3, 5) 
Mercer St & Spring St	(9, 11) 
Pike St & Monroe St	(7, 3) 
Cadman Plaza West & Montague St	(2, 6) 
W 20 St & 11 Ave	(13, 19) 
Berry St & N 8 St	(4, 4) 
Perry St & Bleecker St	(6, 8) 
5 Ave & E 73 St	(6, 2) 
Central Park North & Adam Clayton Powell Blvd	(3, 1) 
E 45 St & 3 Ave	(3, 11) 
Eastern Pkwy & Franklin Ave	(6, 1) 
W 17 St & 8 Ave	(20, 13) 
E 52 St & 2 Ave	(5, 15) 
MacDougal St & Washington Sq	(8, 5) 
S 4 St & Wythe Ave	(16, 27) 
E 82 St & East End Ave	(3, 7) 
19 St & 24 Ave	(1, 0) 
E 24 St & Park Ave S	(16, 19) 
Old Slip & Front St	(4, 7) 
Center Blvd & 48 Ave	(4, 9) 
Clermont Ave & Park Ave	(2, 3) 
Clermont Ave & Lafayette Ave	(4, 0) 
E 89 St & 3 Ave	(6, 9) 
Union St & 4 Ave	(0, 1) 
Willoughby Ave & Wyckoff Ave	(1, 0) 
E 47 St & Park Ave	(12, 24) 
E 7 St & Avenue A	(10, 11) 
McGuinness Blvd & Eagle St	(22, 21) 
Columbia St & Rivington St	(7, 4) 
Allen St & Rivington St	(8, 15) 
Central Park West & W 100 St	(2, 3) 
Graham Ave & Grand St	(2, 2) 
Mt Morris Park W & W 120 St	(1, 0) 
47 Ave & Skillman Ave	(0, 1) 
St. Nicholas Ave & W 126 St	(0, 1) 
E 118 St & 3 Ave	(2, 0) 
Hope St & Union Ave	(2, 1) 
Willoughby St & Fleet St	(6, 18) 
E 66 St & Madison Ave	(1, 3) 
Kane St & Clinton St	(4, 1) 
Catherine St & Monroe St	(6, 3) 
W 45 St & 6 Ave	(8, 7) 
2 Ave & E 31 St	(5, 10) 
Jay St & Tech Pl	(6, 2) 
Boerum St & Broadway	(1, 0) 
Rivington St & Chrystie St	(9, 2) 
Lewis Ave & Kosciuszko St	(1, 1) 
Flushing Ave & Vanderbilt Ave	(0, 1) 
W 110 St & Amsterdam Ave	(0, 1) 
Riverside Dr & W 91 St	(2, 4) 
11 Ave & W 27 St	(13, 15) 
Berkeley Pl & 7 Ave	(3, 3) 
E 6 St & Avenue D	(2, 8) 
31 St & Broadway	(0, 1) 
E 84 St & Park Ave	(2, 4) 
3 Ave & E 72 St	(2, 3) 
Prospect Pl & Underhill Ave	(0, 1) 
E 84 St & 1 Ave	(10, 7) 
Fulton St & Clermont Ave	(1, 0) 
E 51 St & Lexington Ave	(121, 121) 
W 15 St & 10 Ave	(195, 196) 
Union St & Bedford Ave	(1, 0) 
Gansevoort St & Hudson St	(10, 16) 
Wythe Ave & Metropolitan Ave	(17, 18) 
E 2 St & Avenue A	(14, 15) 
Bedford Ave & Nassau Ave	(10, 5) 
Bond St & Bergen St	(1, 3) 
E 84 St & 3 Ave	(19, 8) 
Amsterdam Ave & W 125 St	(1, 2) 
E 55 St & 3 Ave	(1, 3) 
48 Ave & 5 St	(1, 2) 
Carroll St & 5 Ave	(1, 1) 
Lispenard St & Broadway	(228, 232) 
Nassau Ave & Russell St	(4, 9) 
Halsey St & Tompkins Ave	(1, 4) 
Madison Ave & E 82 St	(2, 5) 
W 47 St & 10 Ave	(4, 9) 
Front St & Washington St	(4, 4) 
Devoe St & Lorimer St	(0, 2) 
Sterling Pl & Bedford Ave	(0, 4) 
Frederick Douglass Blvd & W 112 St	(1, 3) 
Washington Pl & 6 Ave	(8, 6) 
Broadway & W 37 St	(8, 14) 
W 26 St & 10 Ave	(7, 18) 
2 Ave & E 99 St	(0, 1) 
E 81 St & York Ave	(91, 86) 
N 15 St & Wythe Ave	(0, 3) 
W 18 St & 9 Ave	(6, 5) 
Fulton St & Broadway	(18, 13) 
Hanson Pl & Ashland Pl	(12, 9) 
Cadman Plaza E & Red Cross Pl	(6, 5) 
Meserole Ave & Manhattan Ave	(6, 5) 
Henry St & Middagh St	(2, 4) 
Putnam Ave & Throop Ave	(1, 0) 
Queens Plaza North & Crescent St	(5, 3) 
Prospect Park West & 8 St	(0, 1) 
E 68 St & 3 Ave	(5, 1) 
Greenpoint Ave & Manhattan Ave	(7, 6) 
E 89 St & York Ave	(3, 5) 
Vernon Blvd & 47 Rd	(2, 2) 
E 102 St & 1 Ave	(2, 5) 
11 Ave & W 59 St	(14, 15) 
Front St & Maiden Ln	(6, 9) 
E 16 St & Irving Pl	(11, 5) 
Lenox Ave & W 130 St	(1, 1) 
W 59 St & 10 Ave	(3, 6) 
W 45 St & 8 Ave	(13, 7) 
E 19 St & 3 Ave	(11, 10) 
Bank St & Washington St	(6, 4) 
Central Park S & 6 Ave	(6, 14) 
3 St & 7 Ave	(61, 51) 
Fulton St & William St	(5, 4) 
Laight St & Hudson St	(2, 5) 
E 43 St & 2 Ave	(3, 6) 
Monroe St & Classon Ave	(1, 1) 
1 Ave & E 16 St	(11, 17) 
Douglass St & 3 Ave	(4, 4) 
Grand St & Elizabeth St	(20, 17) 
Milton St & Franklin St	(11, 11) 
E 115 St & Lexington Ave	(1, 0) 
Barrow St & Hudson St	(8, 8) 
Nassau St & Navy St	(2, 1) 
Columbia St & Kane St	(4, 3) 
Peck Slip & Front St	(14, 12) 
W 50 St & 9 Ave	(7, 2) 
7 Ave & Central Park South	(7, 5) 
5 Ave & E 29 St	(10, 10) 
West St & Chambers St	(23, 25) 
Leonard St & Church St	(10, 12) 
45 Rd & 11 St	(2, 4) 
E 2 St & Avenue B	(27, 9) 
Roebling St & N 4 St	(3, 0) 
W 31 St & 7 Ave	(14, 18) 
27 Ave & 9 St	(1, 0) 
8 Ave & W 33 St	(13, 21) 
Cleveland Pl & Spring St	(19, 16) 
Duane St & Greenwich St	(11, 5) 
E 31 St & 3 Ave	(16, 8) 
Wolcott St & Dwight St	(0, 2) 
W 43 St & 6 Ave	(12, 8) 
Division St & Bowery	(12, 6) 
Clinton Ave & Myrtle Ave	(84, 88) 
W 63 St & Broadway	(9, 5) 
Central Park West & W 68 St	(4, 4) 
E 39 St & 2 Ave	(17, 16) 
Columbus Ave & W 95 St	(3, 1) 
Graham Ave & Withers St	(0, 3) 
Broadway & 12 St	(1, 2) 
NYCBS Depot - GOW	(1, 1) 
E 67 St & Park Ave	(3, 1) 
S Portland Ave & Hanson Pl	(3, 0) 
Park Ave & Marcus Garvey Blvd	(1, 0) 
Bialystoker Pl & Delancey St	(3, 2) 
E 47 St & 1 Ave	(5, 7) 
1 Ave & E 68 St	(14, 11) 
E 48 St & 5 Ave	(17, 18) 
Broadway & W 41 St	(12, 14) 
Broadway & Roebling St	(5, 2) 
W 42 St & 8 Ave	(11, 11) 
South St & Whitehall St	(4, 6) 
Jay St & York St	(8, 8) 
Lexington Ave & E 26 St	(9, 6) 
E 25 St & 1 Ave	(4, 6) 
E 93 St & 2 Ave	(3, 2) 
Warren St & Court St	(1, 1) 
University Pl & E 8 St	(4, 4) 
St James Pl & Oliver St	(1, 4) 
Knickerbocker Ave & Thames St	(1, 1) 
Lafayette St & Jersey St	(21, 16) 
McKibbin St & Bogart St	(0, 1) 
E 103 St & Lexington Ave	(0, 2) 
W Broadway & Spring Street	(11, 12) 
Schermerhorn St & Court St	(2, 0) 
3 St & Prospect Park West	(2, 3) 
Myrtle Ave & Lewis Ave	(1, 1) 
Court St & Nelson St	(1, 0) 
W 120 St & Claremont Ave	(1, 0) 
Franklin St & Dupont St	(3, 5) 
McKibbin St & Manhattan Ave	(0, 1) 
Monroe St & Bedford Ave	(0, 2) 
W 129 St & Convent Ave	(1, 0) 
5 Ave & E 78 St	(5, 11) 
5 Ave & E 126 St	(0, 1) 
E 110 St & Madison Ave	(2, 1) 
Carroll St & Smith St	(3, 4) 
Macon St & Nostrand Ave	(1, 0) 
W 52 St & 11 Ave	(13, 9) 
North Moore St & Greenwich St	(61, 59) 
Broadway & Berry St	(6, 5) 
W 27 St & 10 Ave	(4, 3) 
W 41 St & 8 Ave	(20, 8) 
Bushwick Ave & Powers St	(1, 0) 
W 34 St & 11 Ave	(21, 14) 
E 6 St & Avenue B	(9, 10) 
E 118 St & 1 Ave	(0, 1) 
2 Ave & E 72 St	(5, 14) 
Myrtle Ave & Marcy Ave	(0, 1) 
E 97 St & 3 Ave	(1, 1) 
W 22 St & 10 Ave	(19, 13) 
W 26 St & 8 Ave	(10, 12) 
6 Ave & Broome St	(21, 10) 
8 Ave & W 52 St	(11, 5) 
11 St & 43 Ave	(1, 0) 
Carroll St & Washington Ave	(1, 1) 
Broadway & W 51 St	(4, 9) 
W 84 St & Broadway	(3, 1) 
Cathedral Pkwy & Broadway	(0, 3) 
1 Ave & E 44 St	(10, 7) 
W 24 St & 7 Ave	(15, 14) 
Fulton St & Waverly Ave	(5, 0) 
Avenue C & E 18 St	(6, 7) 
W 53 St & 10 Ave	(3, 8) 
Stanton St & Mangin St	(5, 0) 
1 Ave & E 18 St	(198, 200) 
University Pl & E 14 St	(13, 14) 
E 15 St & 3 Ave	(9, 19) 
31 Ave & Steinway St	(1, 0) 
Bus Slip & State St	(14, 13) 
Union Ave & N 12 St	(2, 3) 
Riverside Dr & W 72 St	(10, 14) 
W 20 St & 7 Ave	(18, 7) 
34 Ave & 13 St	(1, 2) 
Emerson Pl & Myrtle Ave	(1, 1) 
6 St & 7 Ave	(1, 0) 
Pershing Square North	(33, 37) 
Clinton St & Joralemon St	(0, 3) 
W 33 St & 7 Ave	(15, 10) 
Hancock St & Bedford Ave	(2, 0) 
2 Ave & E 96 St	(4, 0) 
E 43 St & 5 Ave	(10, 5) 
Bayard St & Leonard St	(3, 3) 
Hudson St & Reade St	(6, 5) 
Market St & Cherry St	(6, 4) 
47 Ave & 31 St	(4, 4) 
Dean St & Hoyt St	(3, 0) 
E 74 St & 1 Ave	(8, 3) 
W 67 St & Broadway	(3, 9) 
Metropolitan Ave & Meeker Ave	(2, 2) 
Degraw St & Hoyt St	(2, 1) 
6 Ave & Canal St	(18, 15) 
Eastern Pkwy & Washington Ave	(4, 1) 
Plaza St West & Flatbush Ave	(4, 2) 
3 Ave & Carroll St	(1, 3) 
W 87 St & Amsterdam Ave	(2, 2) 
31 Ave & 30 St	(0, 2) 
India St & West St	(2, 2) 
E 78 St & 2 Ave	(6, 3) 
W 88 St & West End Ave	(3, 3) 
Franklin Ave & Myrtle Ave	(1, 4) 
W 27 St & 7 Ave	(9, 6) 
Franklin St & W Broadway	(11, 7) 
E 109 St & 3 Ave	(0, 1) 
Grand Army Plaza & Central Park S	(6, 10) 
Central Ave & Starr Street	(0, 1) 
E 30 St & Park Ave S	(8, 10) 
Kent Ave & S 11 St	(3, 6) 
Humboldt St & Varet St	(0, 2) 
Lexington Ave & E 63 St	(3, 6) 
Driggs Ave & Lorimer St	(1, 1) 
Dock 72 Way & Market St	(1, 1) 
Adam Clayton Powell Blvd & W 123 St	(0, 1) 
Pacific St & Classon Ave	(2, 2) 
Hicks St & Montague St	(2, 4) 
Carlton Ave & Flushing Ave	(2, 3) 
Washington Ave & Greene Ave	(3, 2) 
W 38 St & 8 Ave	(12, 7) 
W 84 St & Columbus Ave	(1, 4) 
S 3 St & Bedford Ave	(15, 8) 
Pioneer St & Richards St	(1, 1) 
Underhill Ave & Pacific St	(40, 27) 
Douglass St & 4 Ave	(2, 3) 
East End Ave & E 86 St	(1, 5) 
Sharon St & Olive St	(0, 1) 
Cooper Square & Astor Pl	(10, 10) 
Clinton St & Grand St	(7, 11) 
Atlantic Ave & Fort Greene Pl	(2, 12) 
E 20 St & FDR Drive	(17, 27) 
Lincoln Pl & Classon Ave	(1, 0) 
Lafayette Ave & Classon Ave	(0, 2) 
7 Ave & Park Pl	(12, 13) 
1 Ave & E 78 St	(210, 213) 
E 41 St & Madison Ave	(4, 9) 
Huron St & Franklin St	(4, 10) 
Pacific St & Nevins St	(1, 0) 
E 20 St & Park Ave	(24, 13) 
W 42 St & Dyer Ave	(10, 4) 
Lafayette Ave & St James Pl	(7, 2) 
E 65 St & 2 Ave	(6, 6) 
Duffield St & Willoughby St	(4, 6) 
E 81 St & 3 Ave	(1, 7) 
Cliff St & Fulton St (Old)	(9, 8) 
Maiden Ln & Pearl St	(5, 7) 
John St & William St	(8, 6) 
10 St & 7 Ave	(1, 3) 
Murray St & West St	(147, 150) 
W 104 St & Amsterdam Ave	(1, 0) 
9 Ave & W 28 St	(10, 5) 
9 Ave & W 45 St	(9, 10) 
W 43 St & 10 Ave	(208, 202) 
E 2 St & Avenue C	(120, 120) 
Pleasant Ave & E 116 St	(1, 2) 
Stockholm St & Wilson Ave	(0, 2) 
Kosciuszko St & Tompkins Ave	(2, 3) 
Centre St & Chambers St	(8, 16) 
Stagg St & Union Ave	(1, 2) 
Union Ave & Jackson St	(1, 1) 
1 Ave & E 62 St	(16, 7) 
Myrtle Ave & St Edwards St	(3, 4) 
Eckford St & Engert Ave	(1, 2) 
Berkeley Pl & 6 Ave	(0, 1) 
E 12 St & 3 Ave	(11, 9) 
Division Av & Hooper St	(1, 0) 
Degraw St & Smith St	(1, 0) 
Pier 40 - Hudson River Park	(19, 31) 
Lafayette St & E 8 St	(22, 19) 
4 Ave & 9 St	(0, 1) 
Forsyth St & Broome St	(13, 8) 
Nassau Ave & Newell St	(5, 2) 
Cherry St	(4, 2) 
Mercer St & Bleecker St	(13, 8) 
5 Ave & E 63 St	(6, 4) 
E 39 St & 3 Ave	(9, 13) 
W 20 St & 8 Ave	(12, 8) 
Murray St & Greenwich St	(17, 11) 
W 16 St & The High Line	(9, 16) 
Suffolk St & Stanton St	(149, 148) 
Kosciuszko St & Nostrand Ave	(1, 1) 
E 97 St & Madison Ave	(2, 2) 
14 St & 5 Ave	(1, 3) 
Columbia St & W 9 St	(0, 1) 
E 2 St & 2 Ave	(25, 16) 
Clinton Ave & Flushing Ave	(1, 4) 
27 St & Hunter St	(1, 0) 
Johnson St & Gold St	(3, 5) 
W 35 St & Dyer Ave	(4, 6) 
Little West St & 1 Pl	(35, 34) 
Pershing Square South	(9, 8) 
Schermerhorn St & Bond St	(3, 2) 
Madison Ave & E 99 St	(1, 2) 
Greene Ave & Nostrand Ave	(1, 0) 
Willoughby Ave & Walworth St	(0, 1) 
Greenwich St & W Houston St	(22, 25) 
E 25 St & 2 Ave	(14, 12) 
3 Ave & E 62 St	(5, 3) 
Liberty St & Broadway	(15, 14) 
E 11 St & Avenue B	(7, 9) 
South St & Gouverneur Ln	(16, 22) 
Columbia St & Degraw St	(1, 0) 
W 92 St & Broadway	(0, 2) 
W 13 St & 7 Ave	(11, 7) 
Avenue D & E 12 St	(1, 5) 
E 23 St & 1 Ave	(223, 223) 
W 25 St & 6 Ave	(11, 21) 
48 Ave & 30 Pl	(0, 1) 
E 11 St & 1 Ave	(235, 230) 
W 4 St & 7 Ave S	(9, 11) 
FDR Drive & E 35 St	(8, 8) 
Butler St & Court St	(1, 7) 
E 10 St & Avenue A	(13, 22) 
Avenue D & E 8 St	(7, 3) 
Central Park W & W 96 St	(2, 3) 
1 Pl & Clinton St	(4, 0) 
Adelphi St & Myrtle Ave	(1, 0) 
Vernon Blvd & 41 Rd	(2, 3) 
Graham Ave & Conselyea St	(3, 0) 
Fulton St & Grand Ave	(3, 1) 
E 59 St & Madison Ave	(150, 152) 
Fulton St & Utica Ave	(1, 1) 
W 37 St & 10 Ave	(7, 15) 
Madison St & Montgomery St	(1, 2) 
Grand St & Havemeyer St	(5, 1) 
Willoughby Ave & Hall St	(1, 1) 
Grand Ave & Bergen St	(4, 2) 
Dean St & 4 Ave	(3, 3) 
E 9 St & Avenue C	(7, 6) 
Amsterdam Ave & W 66 St	(4, 2) 
6 Ave & 12 St	(0, 3) 
Christopher St & Greenwich St	(20, 20) 
1 Ave & E 30 St	(8, 11) 
Broadway & W 25 St	(10, 11) 
W 11 St & 6 Ave	(11, 10) 
46 Ave & 5 St	(8, 7) 
28 St & 41 Ave	(0, 1) 
44 Dr & 21 St	(1, 0) 
Carmine St & 6 Ave	(15, 15) 
DeKalb Ave & Hudson Ave	(8, 4) 
Broadway & W 53 St	(3, 15) 
Hart St & Wyckoff Ave	(1, 0) 
Harrison St & Hudson St	(8, 9) 
2 Ave & E 104 St	(1, 2) 
Metropolitan Ave & Bedford Ave	(4, 6) 
Verona Pl & Fulton St	(0, 1) 
Pike St & E Broadway	(5, 3) 
W 22 St & 8 Ave	(13, 14) 
W 44 St & 5 Ave	(9, 13) 
E 58 St &  1 Ave (NW Corner)	(14, 4) 
Kent Ave & N 7 St	(7, 6) 
E 5 St & Avenue C	(3, 4) 
Scholes St & Manhattan Ave	(0, 4) 
27 Ave & 4 St	(1, 0) 
Bergen St & Vanderbilt Ave	(1, 5) 
S 4 St & Rodney St	(1, 1) 
W 116 St & Amsterdam Ave	(2, 0) 
W 70 St & Amsterdam Ave	(9, 6) 
Wyckoff St & 3 Ave	(1, 3) 
Watts St & Greenwich St	(19, 15) 
3 St & 3 Ave	(6, 2) 
3 Ave & E 95 St	(0, 2) 
Columbus Ave & W 72 St	(8, 7) 
Barclay St & Church St	(17, 12) 
DeKalb Ave & Franklin Ave	(2, 0) 
State St & Smith St	(3, 1) 
31 St & Astoria Blvd	(0, 1) 
12 Ave & W 40 St	(22, 42) 
Prospect Pl & 6 Ave	(4, 3) 
N 12 St & Bedford Ave	(1, 4) 
Madison Ave & E 120 St	(0, 1) 
Powers St & Olive St	(0, 1) 
Railroad Ave & Kay Ave	(1, 1) 
Lafayette Ave & Fort Greene Pl	(4, 2) 
W 46 St & 11 Ave	(10, 2) 
Pierrepont St & Monroe Pl	(1, 1) 
Concord St & Bridge St	(2, 1) 
3 St & Hoyt St	(1, 0) 
Smith St & 9 St	(1, 2) 
5 Ave & E 103 St	(1, 1) 
Leonard St & Nassau Ave	(0, 4) 
W 90 St & Amsterdam Ave	(0, 7) 
Bedford Ave & Bergen St	(3, 2) 
W 64 St & Thelonious Monk Circle	(132, 123) 
Henry St & Atlantic Ave	(3, 3) 
W 15 St & 7 Ave	(26, 18) 
Rivington St & Ridge St	(5, 3) 
E 17 St & Broadway	(35, 25) 
5 Ave & E 93 St	(1, 1) 
3 Ave & Schermerhorn St	(0, 2) 
Allen St & Stanton St	(21, 22) 
W 18 St & 6 Ave	(30, 19) 
43 St & Broadway	(1, 0) 
Vernon Blvd & 50 Ave	(99, 101) 
Pearl St & Hanover Square	(4, 3) 
Central Park West & W 85 St	(2, 5) 
W 74 St & Columbus Ave	(3, 1) 
Driggs Ave & N Henry St	(5, 1) 
14 St & 7 Ave	(2, 0) 
Centre St & Worth St	(8, 6) 
George St & Wilson Ave	(0, 1) 
1 Ave & E 94 St	(0, 4) 
Canal St & Rutgers St	(12, 4) 
Avenue D & E 3 St	(7, 3) 
E 55 St & Lexington Ave	(8, 14) 
Allen St & Hester St	(11, 11) 
MacDougal St & Prince St	(23, 15) 
Smith St & 3 St	(1, 2) 
West Drive & Prospect Park West	(6, 4) 
Nostrand Ave & Myrtle Ave	(1, 1) 
S 5 Pl & S 5 St	(17, 7) 
E 60 St & York Ave	(4, 2) 
E 20 St & 2 Ave	(7, 10) 
7 St & 5 Ave	(1, 2) 
E 53 St & 3 Ave	(8, 7) 
Brooklyn Bridge Park - Pier 2	(2, 1) 
Central Park West & W 76 St	(1, 4) 
Mott St & Prince St	(22, 14) 
E 58 St & 3 Ave	(13, 8) 
St Marks Pl & 2 Ave	(12, 12) 
Park Ave & E 124 St	(2, 3) 
E 91 St & Park Ave	(3, 2) 
E 116 St & 2 Ave	(0, 1) 
E 81 St & 2 Ave	(5, 4) 
3 Ave & E 71 St	(1, 1) 
Madison St & Clinton St	(2, 5) 
E 68 St & Madison Ave	(3, 3) 
Atlantic Ave & Furman St	(4, 9) 
Old Fulton St	(0, 4) 
Broadway & Battery Pl	(19, 21) 
1 Ave & E 110 St	(0, 1) 
W 13 St & 5 Ave	(12, 12) 
West End Ave & W 94 St	(1, 1) 
W 54 St & 9 Ave	(5, 7) 
W 76 St & Columbus Ave	(3, 1) 
W 116 St & Broadway	(1, 0) 
Underhill Ave & Lincoln Pl	(0, 4) 
E 10 St & 5 Ave	(12, 8) 
E 85 St & York Ave	(4, 0) 
W 113 St & Broadway	(1, 3) 
E 77 St & 3 Ave	(11, 21) 
31 Ave & 34 St	(1, 0) 
Riverside Blvd & W 67 St	(3, 8) 
Carroll St & Bond St	(2, 1) 
5 Ave & E 88 St	(5, 1) 
E 75 St & 3 Ave	(6, 1) 
E 91 St & 2 Ave	(7, 4) 
Bergen St & Flatbush Ave	(3, 2) 
E 33 St & 1 Ave	(11, 10) 
E 88 St & 1 Ave	(6, 10) 
Amsterdam Ave & W 82 St	(2, 4) 
Congress St & Clinton St	(4, 1) 
St Johns Pl & Washington Ave	(2, 2) 
W 49 St & 8 Ave	(10, 8) 
E 106 St & 1 Ave	(0, 1) 
W 100 St & Manhattan Ave	(1, 0) 
Graham Ave & Herbert St	(1, 1) 
Pitt St & Stanton St	(1, 4) 
3 Ave & E 100 St	(0, 1) 
Sigourney St & Columbia St	(1, 1) 
Crescent St & 30 Ave	(0, 1) 
DeKalb Ave & Vanderbilt Ave	(3, 2) 
Franklin Ave & St Marks Ave	(1, 1) 
W 89 St & Columbus Ave	(2, 1) 
Broadway & E 14 St	(19, 26) 
Broadway & W 60 St	(23, 18) 
11 Ave & W 41 St	(7, 7) 
E 16 St & 5 Ave	(14, 5) 
Greenwich Ave & Charles St	(8, 9) 
Broadway & W 29 St	(20, 11) 
E 11 St & 2 Ave	(6, 2) 
Baltic St & 5 Ave	(2, 2) 
10 Hudson Yards	(1, 1) 
Steinway St & 23 Ave	(0, 1) 
W 106 St & Central Park West	(3, 0) 
N 11 St & Kent Ave	(1, 4) 
Dwight St & Van Dyke St	(0, 1) 
8 Ave & W 31 St	(29, 31) 
Franklin Ave & Empire Blvd	(3, 0) 
Lawrence St & Willoughby St	(2, 1) 
E 48 St & 3 Ave	(2, 4) 
E 76 St & Park Ave	(5, 7) 
W 56 St & 10 Ave	(7, 9) 
Cambridge Pl & Gates Ave	(2, 0) 
Lefferts Pl & Franklin Ave	(0, 4) 
E 4 St & 2 Ave	(17, 11) 
Sullivan St & Washington Sq	(6, 9) 
Lexington Ave & E 29 St	(6, 8) 
Richardson St & N Henry St	(3, 0) 
Leonard St & Maujer St	(0, 1) 
William St & Pine St	(5, 8) 
Court St & State St	(2, 1) 
Washington St & Gansevoort St	(20, 37) 
Vesey Pl & River Terrace	(337, 343) 
Coffey St & Conover St	(2, 2) 
LaGuardia Pl & W 3 St	(13, 11) 
E 51 St & 1 Ave	(7, 4) 
Monroe St & Tompkins Ave	(1, 1) 
Bergen St & Smith St	(7, 7) 
Great Jones St	(17, 21) 
5 St & 51 Ave	(2, 1) 
Center Blvd & 51 Ave	(2, 0) 
Dean St & Franklin Ave	(1, 1) 
Kingston Ave & Herkimer St	(1, 0) 
