Washington Park	(2, 5) 
Franklin Ave & Myrtle Ave	(2, 5) 
Marcy Ave & Lafayette Ave	(0, 2) 
W 27 St & 7 Ave	(6, 2) 
W 15 St & 6 Ave	(7, 7) 
Franklin St & W Broadway	(6, 6) 
E 109 St & 3 Ave	(0, 1) 
Grand Army Plaza & Central Park S	(4, 8) 
E 30 St & Park Ave S	(0, 1) 
Humboldt St & Varet St	(2, 2) 
Lexington Ave & E 63 St	(2, 2) 
Driggs Ave & Lorimer St	(2, 3) 
Adam Clayton Powell Blvd & W 123 St	(1, 0) 
Pacific St & Classon Ave	(1, 0) 
Carlton Ave & Flushing Ave	(1, 1) 
Hicks St & Montague St	(3, 1) 
Washington Ave & Greene Ave	(3, 3) 
W 38 St & 8 Ave	(7, 4) 
W 84 St & Columbus Ave	(3, 1) 
S 3 St & Bedford Ave	(4, 9) 
Douglass St & 4 Ave	(1, 0) 
Underhill Ave & Pacific St	(32, 32) 
East End Ave & E 86 St	(1, 1) 
Adam Clayton Powell Blvd & W 115 St	(2, 1) 
Sharon St & Olive St	(2, 0) 
Frederick Douglass Blvd & W 129 St	(1, 0) 
Cooper Square & Astor Pl	(4, 12) 
Clinton St & Grand St	(14, 8) 
Atlantic Ave & Fort Greene Pl	(2, 7) 
E 20 St & FDR Drive	(9, 13) 
Lincoln Pl & Classon Ave	(2, 0) 
Lafayette Ave & Classon Ave	(3, 4) 
7 Ave & Park Pl	(2, 6) 
1 Ave & E 78 St	(157, 132) 
E 41 St & Madison Ave	(5, 3) 
Huron St & Franklin St	(10, 3) 
E 20 St & Park Ave	(7, 14) 
W 42 St & Dyer Ave	(5, 6) 
Lafayette Ave & St James Pl	(2, 0) 
E 65 St & 2 Ave	(2, 5) 
Duffield St & Willoughby St	(4, 4) 
E 81 St & 3 Ave	(3, 7) 
Maiden Ln & Pearl St	(5, 8) 
John St & William St	(4, 2) 
10 St & 7 Ave	(1, 3) 
Murray St & West St	(87, 92) 
W 104 St & Amsterdam Ave	(2, 1) 
9 Ave & W 28 St	(5, 6) 
9 Ave & W 45 St	(7, 10) 
W 43 St & 10 Ave	(147, 137) 
Cliff St & Fulton St	(3, 6) 
E 2 St & Avenue C	(117, 91) 
Pleasant Ave & E 116 St	(0, 1) 
Frost St & Meeker Ave	(1, 0) 
Centre St & Chambers St	(18, 18) 
Union Ave & Jackson St	(2, 2) 
Stagg St & Union Ave	(2, 2) 
1 Ave & E 62 St	(10, 13) 
Myrtle Ave & St Edwards St	(0, 1) 
34 St & 35 Ave	(2, 0) 
44 Dr & Jackson Ave	(1, 1) 
Eckford St & Engert Ave	(1, 1) 
Berkeley Pl & 6 Ave	(1, 0) 
E 12 St & 3 Ave	(14, 14) 
Pier 40 - Hudson River Park	(29, 15) 
Lafayette St & E 8 St	(13, 15) 
4 Ave & 9 St	(1, 0) 
Forsyth St & Broome St	(9, 15) 
Nassau Ave & Newell St	(4, 4) 
Cherry St	(4, 4) 
Mercer St & Bleecker St	(12, 8) 
5 Ave & E 63 St	(0, 3) 
E 39 St & 3 Ave	(6, 7) 
Park Pl & Franklin Ave	(2, 0) 
W 20 St & 8 Ave	(8, 17) 
Broadway & W 56 St	(6, 4) 
Murray St & Greenwich St	(5, 7) 
W 16 St & The High Line	(4, 15) 
Suffolk St & Stanton St	(146, 143) 
E 97 St & Madison Ave	(1, 3) 
Kosciuszko St & Nostrand Ave	(2, 2) 
14 St & 5 Ave	(0, 3) 
Wyckoff St & Bond St	(0, 1) 
E 2 St & 2 Ave	(15, 13) 
Clinton Ave & Flushing Ave	(0, 3) 
Johnson St & Gold St	(4, 2) 
W 35 St & Dyer Ave	(6, 2) 
Little West St & 1 Pl	(22, 24) 
Pershing Square South	(5, 3) 
Schermerhorn St & Bond St	(2, 4) 
Greene Ave & Nostrand Ave	(0, 1) 
Willoughby Ave & Walworth St	(3, 5) 
Greenwich St & W Houston St	(7, 2) 
E 25 St & 2 Ave	(15, 10) 
3 Ave & E 62 St	(1, 6) 
Liberty St & Broadway	(7, 9) 
Central Park West & W 102 St	(1, 1) 
E 11 St & Avenue B	(11, 6) 
South St & Gouverneur Ln	(5, 9) 
W 92 St & Broadway	(3, 1) 
6 Ave & W 33 St	(8, 8) 
W 13 St & 7 Ave	(9, 6) 
Avenue D & E 12 St	(2, 1) 
E 23 St & 1 Ave	(133, 129) 
W 25 St & 6 Ave	(7, 2) 
W 4 St & 7 Ave S	(13, 15) 
E 11 St & 1 Ave	(219, 236) 
FDR Drive & E 35 St	(6, 10) 
Butler St & Court St	(1, 1) 
E 10 St & Avenue A	(10, 5) 
Tompkins Ave & Hopkins St	(1, 1) 
Avenue D & E 8 St	(5, 1) 
Central Park W & W 96 St	(5, 0) 
Adelphi St & Myrtle Ave	(7, 4) 
Graham Ave & Conselyea St	(2, 1) 
Putnam Ave & Nostrand Ave	(0, 1) 
Fulton St & Grand Ave	(2, 0) 
E 59 St & Madison Ave	(66, 67) 
E 33 St & 5 Ave	(5, 9) 
W 37 St & 10 Ave	(4, 3) 
Madison St & Montgomery St	(12, 7) 
Grand St & Havemeyer St	(2, 3) 
Willoughby Ave & Hall St	(4, 2) 
Grand Ave & Bergen St	(1, 3) 
Dean St & 4 Ave	(1, 0) 
E 9 St & Avenue C	(9, 11) 
Amsterdam Ave & W 66 St	(5, 4) 
6 Ave & 12 St	(0, 1) 
Christopher St & Greenwich St	(21, 13) 
1 Ave & E 30 St	(5, 7) 
Broadway & W 25 St	(9, 12) 
W 11 St & 6 Ave	(7, 7) 
46 Ave & 5 St	(14, 7) 
28 St & 41 Ave	(1, 2) 
44 Dr & 21 St	(2, 0) 
Carmine St & 6 Ave	(16, 12) 
DeKalb Ave & Hudson Ave	(3, 1) 
Broadway & W 53 St	(0, 3) 
Harrison St & Hudson St	(0, 5) 
Metropolitan Ave & Bedford Ave	(10, 2) 
White St & Moore St	(0, 1) 
Pike St & E Broadway	(7, 4) 
W 22 St & 8 Ave	(7, 8) 
W 44 St & 5 Ave	(2, 4) 
E 58 St &  1 Ave (NW Corner)	(4, 4) 
E 5 St & Avenue C	(3, 4) 
Scholes St & Manhattan Ave	(3, 4) 
Bergen St & Vanderbilt Ave	(4, 6) 
S 4 St & Rodney St	(4, 3) 
W 116 St & Amsterdam Ave	(1, 0) 
W 70 St & Amsterdam Ave	(8, 8) 
Wyckoff St & 3 Ave	(2, 0) 
Marcus Garvey Blvd & Macon St	(1, 0) 
Watts St & Greenwich St	(10, 12) 
3 Ave & E 95 St	(1, 0) 
3 St & 3 Ave	(0, 2) 
Columbus Ave & W 72 St	(3, 1) 
Barclay St & Church St	(3, 5) 
DeKalb Ave & Franklin Ave	(1, 3) 
State St & Smith St	(1, 1) 
12 Ave & W 40 St	(21, 17) 
Prospect Pl & 6 Ave	(1, 0) 
N 12 St & Bedford Ave	(2, 0) 
Madison Ave & E 120 St	(1, 0) 
Powers St & Olive St	(0, 1) 
Lafayette Ave & Fort Greene Pl	(2, 3) 
W 46 St & 11 Ave	(5, 6) 
Pierrepont St & Monroe Pl	(0, 1) 
Concord St & Bridge St	(1, 1) 
3 St & Hoyt St	(1, 1) 
Leonard St & Nassau Ave	(3, 1) 
Smith St & 9 St	(1, 2) 
5 Ave & E 103 St	(0, 3) 
W 90 St & Amsterdam Ave	(1, 2) 
Bedford Ave & Bergen St	(5, 1) 
W 64 St & Thelonious Monk Circle	(94, 90) 
Henry St & Atlantic Ave	(1, 2) 
Rivington St & Ridge St	(3, 7) 
W 15 St & 7 Ave	(9, 4) 
Lewis Ave & Madison St	(2, 1) 
E 17 St & Broadway	(35, 26) 
5 Ave & E 93 St	(1, 0) 
3 Ave & Schermerhorn St	(3, 0) 
Allen St & Stanton St	(13, 14) 
W 18 St & 6 Ave	(12, 8) 
43 St & Broadway	(1, 0) 
Vernon Blvd & 50 Ave	(55, 68) 
Pearl St & Hanover Square	(5, 8) 
Central Park West & W 85 St	(0, 1) 
W 74 St & Columbus Ave	(3, 2) 
Driggs Ave & N Henry St	(2, 4) 
14 St & 7 Ave	(4, 1) 
Centre St & Worth St	(1, 0) 
George St & Wilson Ave	(1, 2) 
1 Ave & E 94 St	(0, 2) 
Canal St & Rutgers St	(7, 13) 
Avenue D & E 3 St	(3, 3) 
E 55 St & Lexington Ave	(2, 4) 
Allen St & Hester St	(14, 13) 
MacDougal St & Prince St	(8, 7) 
Smith St & 3 St	(1, 0) 
West Drive & Prospect Park West	(4, 5) 
Nostrand Ave & Myrtle Ave	(0, 1) 
S 5 Pl & S 5 St	(21, 11) 
E 60 St & York Ave	(4, 0) 
E 20 St & 2 Ave	(9, 2) 
7 St & 5 Ave	(1, 2) 
E 53 St & 3 Ave	(5, 3) 
Central Park West & W 76 St	(4, 3) 
Mott St & Prince St	(17, 8) 
E 58 St & 3 Ave	(4, 9) 
St Marks Pl & 2 Ave	(13, 11) 
E 91 St & Park Ave	(0, 1) 
E 81 St & 2 Ave	(5, 4) 
35 St & 34 Ave	(0, 1) 
Madison St & Clinton St	(8, 8) 
E 68 St & Madison Ave	(1, 2) 
Atlantic Ave & Furman St	(1, 6) 
Old Fulton St	(3, 2) 
37 St & 24 Ave	(1, 0) 
Broadway & Battery Pl	(8, 3) 
1 Ave & E 110 St	(0, 1) 
W 54 St & 9 Ave	(9, 5) 
West End Ave & W 94 St	(4, 4) 
W 13 St & 5 Ave	(3, 10) 
W 76 St & Columbus Ave	(2, 0) 
Front St & Gold St	(1, 0) 
W 116 St & Broadway	(0, 1) 
Underhill Ave & Lincoln Pl	(4, 1) 
E 10 St & 5 Ave	(4, 5) 
E 85 St & York Ave	(3, 3) 
W 113 St & Broadway	(1, 0) 
E 77 St & 3 Ave	(1, 17) 
Riverside Blvd & W 67 St	(5, 9) 
Carroll St & Bond St	(1, 1) 
5 Ave & E 88 St	(8, 6) 
E 75 St & 3 Ave	(4, 4) 
E 91 St & 2 Ave	(9, 4) 
Bergen St & Flatbush Ave	(2, 3) 
E 33 St & 1 Ave	(2, 10) 
E 88 St & 1 Ave	(9, 2) 
Amsterdam Ave & W 82 St	(3, 0) 
Congress St & Clinton St	(0, 1) 
St Johns Pl & Washington Ave	(3, 3) 
W 49 St & 8 Ave	(3, 8) 
E 106 St & 1 Ave	(0, 2) 
Graham Ave & Herbert St	(1, 2) 
Pitt St & Stanton St	(0, 2) 
3 Ave & E 100 St	(0, 1) 
DeKalb Ave & Vanderbilt Ave	(8, 2) 
Franklin Ave & St Marks Ave	(0, 2) 
W 89 St & Columbus Ave	(3, 1) 
Broadway & E 14 St	(31, 39) 
Broadway & W 60 St	(17, 15) 
11 Ave & W 41 St	(8, 6) 
E 16 St & 5 Ave	(11, 10) 
Greenwich Ave & Charles St	(7, 6) 
Broadway & W 29 St	(5, 7) 
E 11 St & 2 Ave	(11, 8) 
W 16 St & 8 Ave	(12, 16) 
E 98 St & Park Ave	(0, 2) 
Baltic St & 5 Ave	(0, 2) 
10 Hudson Yards	(3, 3) 
N 11 St & Kent Ave	(7, 3) 
W 106 St & Central Park West	(0, 1) 
8 Ave & W 31 St	(5, 6) 
Lawrence St & Willoughby St	(1, 4) 
E 48 St & 3 Ave	(0, 1) 
E 76 St & Park Ave	(2, 0) 
W 56 St & 10 Ave	(1, 2) 
Cambridge Pl & Gates Ave	(2, 1) 
Crescent St & 35 Ave	(1, 0) 
Driggs Ave & N 9 St	(2, 5) 
Lefferts Pl & Franklin Ave	(0, 2) 
E 4 St & 2 Ave	(11, 24) 
Sullivan St & Washington Sq	(13, 6) 
Lexington Ave & E 29 St	(3, 3) 
Richardson St & N Henry St	(0, 1) 
William St & Pine St	(4, 2) 
Court St & State St	(3, 5) 
Washington St & Gansevoort St	(9, 12) 
24 St & 41 Ave	(1, 0) 
Vesey Pl & River Terrace	(199, 185) 
LaGuardia Pl & W 3 St	(15, 8) 
E 51 St & 1 Ave	(7, 5) 
Bergen St & Smith St	(7, 5) 
Great Jones St	(16, 17) 
5 St & 51 Ave	(1, 0) 
Center Blvd & 51 Ave	(4, 0) 
Dean St & Franklin Ave	(1, 2) 
