Washington Park	(1, 2) 
Amsterdam Ave & W 125 St	(1, 0) 
E 55 St & 3 Ave	(5, 10) 
Jackson Ave & 46 Rd	(1, 0) 
48 Ave & 5 St	(1, 1) 
Carroll St & 5 Ave	(4, 2) 
Lispenard St & Broadway	(205, 204) 
Nassau Ave & Russell St	(5, 8) 
Madison Ave & E 82 St	(2, 4) 
W 47 St & 10 Ave	(6, 6) 
Devoe St & Lorimer St	(4, 0) 
Front St & Washington St	(6, 10) 
Sterling Pl & Bedford Ave	(0, 1) 
Frederick Douglass Blvd & W 112 St	(1, 3) 
Washington Pl & 6 Ave	(8, 6) 
Broadway & W 37 St	(11, 8) 
W 26 St & 10 Ave	(4, 16) 
2 Ave & E 99 St	(0, 1) 
E 81 St & York Ave	(80, 74) 
N 15 St & Wythe Ave	(0, 2) 
Lexington Ave & E 120 St	(1, 1) 
W 18 St & 9 Ave	(10, 8) 
Fulton St & Broadway	(18, 12) 
Hanson Pl & Ashland Pl	(10, 5) 
Cadman Plaza E & Red Cross Pl	(9, 2) 
Meserole Ave & Manhattan Ave	(8, 11) 
Henry St & Middagh St	(1, 1) 
Putnam Ave & Throop Ave	(0, 1) 
Queens Plaza North & Crescent St	(3, 1) 
Prospect Park West & 8 St	(2, 1) 
E 68 St & 3 Ave	(2, 5) 
E 89 St & York Ave	(7, 5) 
Vernon Blvd & 47 Rd	(1, 1) 
E 102 St & 1 Ave	(0, 1) 
11 Ave & W 59 St	(10, 16) 
Front St & Maiden Ln	(12, 7) 
E 16 St & Irving Pl	(12, 8) 
Lenox Ave & W 130 St	(0, 1) 
W 59 St & 10 Ave	(6, 4) 
W 45 St & 8 Ave	(12, 3) 
E 19 St & 3 Ave	(12, 7) 
Bank St & Washington St	(5, 2) 
Central Park S & 6 Ave	(7, 8) 
3 St & 7 Ave	(58, 53) 
30 Ave & 21 St	(0, 1) 
Fulton St & William St	(7, 6) 
Laight St & Hudson St	(3, 2) 
E 43 St & 2 Ave	(4, 4) 
1 Ave & E 16 St	(25, 24) 
Douglass St & 3 Ave	(1, 1) 
Grand St & Elizabeth St	(9, 18) 
Milton St & Franklin St	(13, 13) 
E 55 St & 2 Ave	(5, 7) 
E 115 St & Lexington Ave	(1, 2) 
Barrow St & Hudson St	(21, 9) 
Nassau St & Navy St	(0, 1) 
Columbia St & Kane St	(2, 2) 
Richards St & Delavan St	(0, 1) 
Peck Slip & Front St	(12, 6) 
W 50 St & 9 Ave	(6, 4) 
7 Ave & Central Park South	(7, 7) 
5 Ave & E 29 St	(8, 9) 
West St & Chambers St	(24, 27) 
Leonard St & Church St	(8, 11) 
45 Rd & 11 St	(2, 5) 
E 2 St & Avenue B	(7, 10) 
Roebling St & N 4 St	(2, 1) 
35 Ave & 10 St	(1, 0) 
W 31 St & 7 Ave	(17, 17) 
W 21 St & 6 Ave	(15, 15) 
8 Ave & W 33 St	(8, 16) 
Cleveland Pl & Spring St	(15, 27) 
Duane St & Greenwich St	(7, 8) 
E 31 St & 3 Ave	(5, 6) 
W 43 St & 6 Ave	(18, 9) 
Division St & Bowery	(8, 8) 
Clinton Ave & Myrtle Ave	(79, 91) 
W 63 St & Broadway	(10, 3) 
Central Park West & W 68 St	(4, 5) 
E 39 St & 2 Ave	(14, 12) 
Columbus Ave & W 95 St	(2, 3) 
Graham Ave & Withers St	(0, 1) 
E 67 St & Park Ave	(4, 3) 
S Portland Ave & Hanson Pl	(3, 1) 
E 47 St & 1 Ave	(5, 5) 
Bialystoker Pl & Delancey St	(2, 3) 
1 Ave & E 68 St	(17, 10) 
Columbia St & Lorraine St	(0, 1) 
Clinton St & Centre St	(0, 2) 
E 48 St & 5 Ave	(8, 18) 
Broadway & W 41 St	(19, 14) 
South St & Whitehall St	(7, 12) 
Broadway & Roebling St	(3, 4) 
W 42 St & 8 Ave	(6, 4) 
Jay St & York St	(4, 10) 
2 Ave & E 122 St	(3, 2) 
Lexington Ave & E 26 St	(9, 15) 
E 25 St & 1 Ave	(3, 9) 
E 93 St & 2 Ave	(4, 2) 
University Pl & E 8 St	(4, 9) 
Warren St & Court St	(0, 1) 
St James Pl & Oliver St	(1, 3) 
Lafayette St & Jersey St	(26, 25) 
McKibbin St & Bogart St	(2, 0) 
W Broadway & Spring Street	(16, 7) 
Schermerhorn St & Court St	(1, 1) 
3 St & Prospect Park West	(1, 3) 
Myrtle Ave & Lewis Ave	(2, 1) 
Court St & Nelson St	(1, 2) 
W 120 St & Claremont Ave	(2, 1) 
Lorimer St & Broadway	(0, 1) 
Franklin St & Dupont St	(3, 10) 
Monroe St & Bedford Ave	(2, 1) 
W 129 St & Convent Ave	(0, 1) 
Cedar St & Myrtle Ave	(0, 1) 
5 Ave & E 78 St	(11, 11) 
Carroll St & Smith St	(3, 5) 
W 52 St & 11 Ave	(4, 7) 
North Moore St & Greenwich St	(62, 50) 
Broadway & Berry St	(10, 4) 
W 27 St & 10 Ave	(4, 9) 
W 41 St & 8 Ave	(19, 11) 
Bushwick Ave & Powers St	(1, 1) 
W 34 St & 11 Ave	(24, 18) 
Columbus Ave & W 103 St	(1, 1) 
E 6 St & Avenue B	(7, 17) 
E 118 St & 1 Ave	(1, 2) 
2 Ave & E 72 St	(6, 6) 
Myrtle Ave & Marcy Ave	(1, 0) 
E 97 St & 3 Ave	(0, 1) 
W 22 St & 10 Ave	(6, 12) 
W 26 St & 8 Ave	(9, 5) 
6 Ave & Broome St	(14, 8) 
8 Ave & W 52 St	(5, 14) 
Broadway & W 51 St	(11, 13) 
W 84 St & Broadway	(3, 3) 
Cathedral Pkwy & Broadway	(1, 2) 
1 Ave & E 44 St	(15, 15) 
W 24 St & 7 Ave	(15, 10) 
Lexington Ave & E 111 St	(0, 1) 
Fulton St & Waverly Ave	(6, 1) 
Avenue C & E 18 St	(3, 7) 
W 53 St & 10 Ave	(3, 7) 
Stanton St & Mangin St	(6, 5) 
1 Ave & E 18 St	(204, 206) 
University Pl & E 14 St	(18, 5) 
E 15 St & 3 Ave	(20, 9) 
31 Ave & Steinway St	(1, 1) 
Bus Slip & State St	(10, 9) 
Union Ave & N 12 St	(3, 1) 
Riverside Dr & W 72 St	(6, 10) 
34 Ave & 13 St	(1, 1) 
W 20 St & 7 Ave	(7, 5) 
Emerson Pl & Myrtle Ave	(3, 1) 
Pershing Square North	(27, 23) 
Clinton St & Joralemon St	(2, 2) 
W 33 St & 7 Ave	(16, 10) 
Hancock St & Bedford Ave	(1, 0) 
2 Ave & E 96 St	(3, 2) 
E 43 St & 5 Ave	(10, 9) 
Bayard St & Leonard St	(1, 3) 
Hudson St & Reade St	(19, 11) 
E 106 St & Lexington Ave	(0, 1) 
Market St & Cherry St	(3, 4) 
Dean St & Hoyt St	(1, 4) 
47 Ave & 31 St	(1, 2) 
W 67 St & Broadway	(6, 4) 
E 74 St & 1 Ave	(2, 3) 
Metropolitan Ave & Meeker Ave	(4, 1) 
Degraw St & Hoyt St	(2, 1) 
6 Ave & Canal St	(19, 15) 
Eastern Pkwy & Washington Ave	(0, 2) 
Plaza St West & Flatbush Ave	(0, 3) 
W 87 St & Amsterdam Ave	(0, 2) 
India St & West St	(5, 4) 
Franklin Ave & Myrtle Ave	(2, 1) 
W 88 St & West End Ave	(6, 3) 
E 78 St & 2 Ave	(1, 7) 
Marcy Ave & Lafayette Ave	(0, 1) 
W 27 St & 7 Ave	(9, 2) 
W 15 St & 6 Ave	(15, 5) 
Franklin St & W Broadway	(11, 11) 
Van Brunt St & Van Dyke St	(1, 2) 
Greene Av & Myrtle Av	(1, 0) 
Grand Army Plaza & Central Park S	(6, 11) 
Central Ave & Starr Street	(0, 1) 
E 30 St & Park Ave S	(6, 12) 
Kent Ave & S 11 St	(6, 4) 
Lexington Ave & E 63 St	(10, 2) 
Driggs Ave & Lorimer St	(6, 1) 
Dock 72 Way & Market St	(4, 2) 
Adam Clayton Powell Blvd & W 123 St	(0, 1) 
Pacific St & Classon Ave	(1, 1) 
Hicks St & Montague St	(2, 2) 
Carlton Ave & Flushing Ave	(3, 3) 
Washington Ave & Greene Ave	(3, 3) 
W 38 St & 8 Ave	(19, 15) 
Douglass St & 4 Ave	(2, 1) 
S 3 St & Bedford Ave	(14, 4) 
Pioneer St & Richards St	(1, 0) 
Underhill Ave & Pacific St	(40, 33) 
W 84 St & Columbus Ave	(1, 0) 
East End Ave & E 86 St	(4, 2) 
Adam Clayton Powell Blvd & W 115 St	(0, 1) 
Sharon St & Olive St	(1, 0) 
Cooper Square & Astor Pl	(12, 12) 
Clinton St & Grand St	(13, 9) 
Atlantic Ave & Fort Greene Pl	(4, 7) 
E 20 St & FDR Drive	(14, 20) 
Lincoln Pl & Classon Ave	(1, 1) 
Lafayette Ave & Classon Ave	(2, 4) 
7 Ave & Park Pl	(13, 13) 
1 Ave & E 78 St	(179, 182) 
E 41 St & Madison Ave	(8, 6) 
36 Ave & 10 St	(1, 1) 
Huron St & Franklin St	(5, 7) 
Pacific St & Nevins St	(2, 0) 
E 20 St & Park Ave	(22, 11) 
W 42 St & Dyer Ave	(14, 10) 
Lafayette Ave & St James Pl	(6, 4) 
E 65 St & 2 Ave	(7, 3) 
Duffield St & Willoughby St	(4, 10) 
E 81 St & 3 Ave	(2, 6) 
Maiden Ln & Pearl St	(7, 6) 
John St & William St	(12, 10) 
10 St & 7 Ave	(3, 4) 
Murray St & West St	(152, 153) 
9 Ave & W 28 St	(8, 6) 
E 118 St & Park Ave	(1, 1) 
9 Ave & W 45 St	(8, 5) 
W 43 St & 10 Ave	(168, 182) 
Cliff St & Fulton St	(10, 12) 
E 2 St & Avenue C	(127, 127) 
Pleasant Ave & E 116 St	(1, 1) 
Frost St & Meeker Ave	(1, 1) 
Kosciuszko St & Tompkins Ave	(0, 1) 
Centre St & Chambers St	(14, 10) 
Union Ave & Jackson St	(1, 2) 
Stagg St & Union Ave	(3, 2) 
1 Ave & E 62 St	(15, 9) 
Myrtle Ave & St Edwards St	(3, 5) 
44 Dr & Jackson Ave	(2, 0) 
Eckford St & Engert Ave	(1, 2) 
Berkeley Pl & 6 Ave	(0, 1) 
E 12 St & 3 Ave	(10, 14) 
Degraw St & Smith St	(1, 2) 
Pier 40 - Hudson River Park	(16, 11) 
Lafayette St & E 8 St	(16, 13) 
Forsyth St & Broome St	(13, 9) 
Nassau Ave & Newell St	(2, 6) 
Cherry St	(5, 1) 
Mercer St & Bleecker St	(4, 9) 
5 Ave & E 63 St	(1, 1) 
E 39 St & 3 Ave	(6, 13) 
Park Pl & Franklin Ave	(1, 2) 
W 20 St & 8 Ave	(9, 14) 
Murray St & Greenwich St	(13, 10) 
W 16 St & The High Line	(8, 14) 
Suffolk St & Stanton St	(158, 157) 
Kosciuszko St & Nostrand Ave	(1, 2) 
E 97 St & Madison Ave	(2, 6) 
14 St & 5 Ave	(1, 2) 
Wyckoff St & Bond St	(0, 1) 
E 2 St & 2 Ave	(28, 12) 
Clinton Ave & Flushing Ave	(2, 1) 
Johnson St & Gold St	(4, 2) 
W 35 St & Dyer Ave	(4, 3) 
Little West St & 1 Pl	(24, 23) 
Pershing Square South	(8, 4) 
Madison Ave & E 99 St	(2, 2) 
Schermerhorn St & Bond St	(1, 3) 
Greene Ave & Nostrand Ave	(0, 1) 
Willoughby Ave & Walworth St	(1, 1) 
Greenwich St & W Houston St	(16, 20) 
E 25 St & 2 Ave	(9, 8) 
3 Ave & E 62 St	(1, 1) 
Liberty St & Broadway	(16, 14) 
Central Park West & W 102 St	(2, 0) 
E 11 St & Avenue B	(14, 9) 
South St & Gouverneur Ln	(20, 12) 
W 92 St & Broadway	(2, 2) 
Columbia St & Degraw St	(1, 5) 
W 13 St & 7 Ave	(6, 8) 
Avenue D & E 12 St	(1, 1) 
E 23 St & 1 Ave	(227, 234) 
W 25 St & 6 Ave	(9, 9) 
Newton Rd & 44 St	(0, 1) 
Ditmars Blvd & 19 St	(0, 1) 
48 Ave & 30 Pl	(1, 2) 
E 11 St & 1 Ave	(176, 173) 
W 4 St & 7 Ave S	(9, 14) 
FDR Drive & E 35 St	(20, 14) 
Butler St & Court St	(1, 2) 
E 10 St & Avenue A	(12, 12) 
Avenue D & E 8 St	(7, 1) 
Central Park W & W 96 St	(2, 1) 
Adelphi St & Myrtle Ave	(2, 1) 
1 Pl & Clinton St	(1, 1) 
Vernon Blvd & 41 Rd	(1, 0) 
Graham Ave & Conselyea St	(1, 2) 
Fulton St & Grand Ave	(2, 1) 
E 59 St & Madison Ave	(131, 133) 
Fulton St & Utica Ave	(1, 0) 
E 33 St & 5 Ave	(8, 8) 
W 37 St & 10 Ave	(9, 15) 
Madison St & Montgomery St	(3, 1) 
Grand St & Havemeyer St	(5, 2) 
Grand Ave & Bergen St	(2, 1) 
Dean St & 4 Ave	(3, 4) 
E 9 St & Avenue C	(10, 4) 
Amsterdam Ave & W 66 St	(3, 4) 
6 Ave & 12 St	(1, 1) 
Christopher St & Greenwich St	(28, 23) 
1 Ave & E 30 St	(3, 11) 
Broadway & W 25 St	(11, 5) 
W 11 St & 6 Ave	(9, 12) 
46 Ave & 5 St	(17, 8) 
28 St & 41 Ave	(1, 0) 
Carmine St & 6 Ave	(10, 15) 
DeKalb Ave & Hudson Ave	(4, 4) 
Broadway & W 53 St	(6, 8) 
Harrison St & Hudson St	(5, 5) 
2 Ave & E 104 St	(0, 1) 
31 St & Hoyt Ave N	(0, 1) 
Metropolitan Ave & Bedford Ave	(3, 7) 
Verona Pl & Fulton St	(1, 2) 
White St & Moore St	(1, 0) 
Pike St & E Broadway	(4, 6) 
W 22 St & 8 Ave	(10, 14) 
W 44 St & 5 Ave	(8, 9) 
E 58 St &  1 Ave (NW Corner)	(5, 1) 
Kent Ave & N 7 St	(10, 20) 
E 5 St & Avenue C	(4, 3) 
S 4 St & Rodney St	(3, 2) 
Bergen St & Vanderbilt Ave	(4, 5) 
W 70 St & Amsterdam Ave	(7, 7) 
Wyckoff St & 3 Ave	(2, 1) 
Marcus Garvey Blvd & Macon St	(1, 0) 
Watts St & Greenwich St	(15, 18) 
3 St & 3 Ave	(0, 2) 
3 Ave & E 95 St	(0, 1) 
Columbus Ave & W 72 St	(5, 8) 
Barclay St & Church St	(19, 12) 
E 123 St & Lexington Ave	(0, 1) 
DeKalb Ave & Franklin Ave	(0, 3) 
31 St & Astoria Blvd	(0, 1) 
12 Ave & W 40 St	(16, 28) 
Prospect Pl & 6 Ave	(1, 2) 
N 12 St & Bedford Ave	(4, 2) 
Railroad Ave & Kay Ave	(0, 2) 
Lafayette Ave & Fort Greene Pl	(4, 4) 
W 46 St & 11 Ave	(18, 9) 
Pierrepont St & Monroe Pl	(1, 2) 
Concord St & Bridge St	(2, 1) 
3 St & Hoyt St	(1, 1) 
Leonard St & Nassau Ave	(5, 8) 
5 Ave & E 103 St	(2, 0) 
W 90 St & Amsterdam Ave	(3, 0) 
Bedford Ave & Bergen St	(1, 3) 
W 64 St & Thelonious Monk Circle	(118, 124) 
Henry St & Atlantic Ave	(4, 3) 
W 15 St & 7 Ave	(8, 8) 
Rivington St & Ridge St	(5, 7) 
Lewis Ave & Madison St	(1, 0) 
E 17 St & Broadway	(24, 25) 
5 Ave & E 93 St	(3, 2) 
3 Ave & Schermerhorn St	(1, 2) 
Allen St & Stanton St	(29, 21) 
W 18 St & 6 Ave	(13, 10) 
Vernon Blvd & 50 Ave	(104, 105) 
Pearl St & Hanover Square	(4, 5) 
Central Park West & W 85 St	(3, 3) 
W 74 St & Columbus Ave	(1, 1) 
Driggs Ave & N Henry St	(2, 3) 
14 St & 7 Ave	(2, 1) 
Centre St & Worth St	(8, 3) 
1 Ave & E 94 St	(0, 7) 
Canal St & Rutgers St	(16, 6) 
Avenue D & E 3 St	(3, 5) 
E 55 St & Lexington Ave	(4, 10) 
Allen St & Hester St	(15, 11) 
MacDougal St & Prince St	(22, 10) 
West Drive & Prospect Park West	(3, 7) 
S 5 Pl & S 5 St	(10, 11) 
E 60 St & York Ave	(3, 2) 
E 20 St & 2 Ave	(12, 4) 
7 St & 5 Ave	(1, 0) 
E 53 St & 3 Ave	(7, 9) 
Union Ave & Wallabout St	(0, 1) 
Central Park West & W 76 St	(1, 3) 
Mott St & Prince St	(12, 10) 
E 58 St & 3 Ave	(7, 3) 
St Marks Pl & 2 Ave	(8, 5) 
Park Ave & E 124 St	(2, 2) 
E 91 St & Park Ave	(3, 5) 
E 81 St & 2 Ave	(4, 7) 
3 Ave & E 71 St	(1, 1) 
Madison St & Clinton St	(4, 5) 
E 68 St & Madison Ave	(1, 5) 
Atlantic Ave & Furman St	(1, 5) 
Old Fulton St	(3, 0) 
Broadway & Battery Pl	(19, 19) 
1 Ave & E 110 St	(1, 2) 
W 13 St & 5 Ave	(11, 11) 
West End Ave & W 94 St	(4, 6) 
W 54 St & 9 Ave	(7, 4) 
W 76 St & Columbus Ave	(2, 3) 
W 116 St & Broadway	(1, 2) 
Underhill Ave & Lincoln Pl	(1, 1) 
Rogers Ave & Sterling St	(1, 1) 
E 10 St & 5 Ave	(10, 8) 
E 85 St & York Ave	(3, 1) 
W 113 St & Broadway	(1, 0) 
E 77 St & 3 Ave	(11, 17) 
31 Ave & 34 St	(1, 0) 
Riverside Blvd & W 67 St	(6, 4) 
Carroll St & Bond St	(4, 4) 
5 Ave & E 88 St	(3, 6) 
E 75 St & 3 Ave	(2, 4) 
E 91 St & 2 Ave	(6, 1) 
Bergen St & Flatbush Ave	(2, 3) 
E 33 St & 1 Ave	(8, 15) 
E 88 St & 1 Ave	(5, 2) 
Congress St & Clinton St	(1, 2) 
Amsterdam Ave & W 82 St	(3, 3) 
St Johns Pl & Washington Ave	(1, 0) 
W 49 St & 8 Ave	(11, 4) 
E 106 St & 1 Ave	(0, 1) 
W 100 St & Manhattan Ave	(0, 1) 
Graham Ave & Herbert St	(0, 2) 
Pitt St & Stanton St	(3, 1) 
3 Ave & E 100 St	(1, 0) 
Sigourney St & Columbia St	(1, 1) 
Crescent St & 30 Ave	(1, 0) 
DeKalb Ave & Vanderbilt Ave	(3, 0) 
Franklin Ave & St Marks Ave	(1, 0) 
W 89 St & Columbus Ave	(1, 2) 
Broadway & E 14 St	(21, 26) 
Broadway & W 60 St	(19, 24) 
11 Ave & W 41 St	(14, 10) 
E 16 St & 5 Ave	(6, 13) 
Greenwich Ave & Charles St	(9, 12) 
Broadway & W 29 St	(14, 14) 
E 11 St & 2 Ave	(3, 4) 
W 16 St & 8 Ave	(7, 14) 
Baltic St & 5 Ave	(3, 1) 
10 Hudson Yards	(0, 2) 
W 106 St & Central Park West	(2, 1) 
N 11 St & Kent Ave	(3, 4) 
Dwight St & Van Dyke St	(1, 0) 
8 Ave & W 31 St	(38, 33) 
Franklin Ave & Empire Blvd	(1, 1) 
Lawrence St & Willoughby St	(6, 4) 
E 48 St & 3 Ave	(13, 9) 
E 76 St & Park Ave	(4, 3) 
Cambridge Pl & Gates Ave	(4, 0) 
W 56 St & 10 Ave	(3, 9) 
Crescent St & 35 Ave	(0, 1) 
Driggs Ave & N 9 St	(1, 1) 
Lefferts Pl & Franklin Ave	(1, 5) 
E 4 St & 2 Ave	(12, 10) 
Sullivan St & Washington Sq	(4, 11) 
Lexington Ave & E 29 St	(11, 13) 
Richardson St & N Henry St	(6, 1) 
Leonard St & Maujer St	(3, 2) 
William St & Pine St	(7, 6) 
Court St & State St	(2, 2) 
Washington St & Gansevoort St	(13, 17) 
Vesey Pl & River Terrace	(308, 308) 
Broadway & W 122 St	(0, 1) 
LaGuardia Pl & W 3 St	(7, 6) 
Monroe St & Tompkins Ave	(2, 0) 
E 51 St & 1 Ave	(6, 7) 
Bergen St & Smith St	(10, 5) 
Great Jones St	(26, 33) 
5 St & 51 Ave	(1, 0) 
Center Blvd & 51 Ave	(6, 4) 
Carroll St & Columbia St	(0, 4) 
Dean St & Franklin Ave	(0, 2) 
