Washington Park	(1, 2) 
W 120 St & Claremont Ave	(2, 0) 
Lorimer St & Broadway	(0, 1) 
Franklin St & Dupont St	(3, 5) 
Monroe St & Bedford Ave	(1, 0) 
Cedar St & Myrtle Ave	(1, 0) 
5 Ave & E 78 St	(5, 9) 
Carroll St & Smith St	(5, 2) 
W 52 St & 11 Ave	(7, 4) 
North Moore St & Greenwich St	(28, 41) 
Broadway & Berry St	(10, 8) 
W 27 St & 10 Ave	(4, 7) 
W 41 St & 8 Ave	(10, 11) 
Bushwick Ave & Powers St	(1, 0) 
W 34 St & 11 Ave	(12, 19) 
E 6 St & Avenue B	(7, 15) 
E 118 St & 1 Ave	(1, 1) 
2 Ave & E 72 St	(5, 9) 
E 97 St & 3 Ave	(1, 0) 
W 22 St & 10 Ave	(12, 5) 
W 26 St & 8 Ave	(8, 7) 
6 Ave & Broome St	(5, 10) 
8 Ave & W 52 St	(2, 7) 
11 St & 43 Ave	(1, 3) 
Broadway & W 51 St	(4, 11) 
W 84 St & Broadway	(1, 2) 
Cathedral Pkwy & Broadway	(1, 1) 
1 Ave & E 44 St	(8, 13) 
W 24 St & 7 Ave	(4, 8) 
Fulton St & Waverly Ave	(2, 3) 
Avenue C & E 18 St	(4, 6) 
W 53 St & 10 Ave	(10, 3) 
Stanton St & Mangin St	(4, 3) 
1 Ave & E 18 St	(191, 186) 
E 15 St & 3 Ave	(12, 20) 
Bus Slip & State St	(3, 8) 
Union Ave & N 12 St	(5, 5) 
Riverside Dr & W 72 St	(5, 10) 
W 20 St & 7 Ave	(6, 7) 
34 Ave & 13 St	(1, 0) 
Emerson Pl & Myrtle Ave	(3, 1) 
Pershing Square North	(24, 21) 
W 33 St & 7 Ave	(10, 8) 
Hancock St & Bedford Ave	(0, 1) 
2 Ave & E 96 St	(1, 1) 
E 43 St & 5 Ave	(5, 2) 
Bayard St & Leonard St	(0, 3) 
Hudson St & Reade St	(19, 8) 
Market St & Cherry St	(1, 0) 
47 Ave & 31 St	(0, 2) 
Dean St & Hoyt St	(0, 3) 
W 67 St & Broadway	(5, 3) 
E 74 St & 1 Ave	(3, 5) 
Metropolitan Ave & Meeker Ave	(2, 7) 
Degraw St & Hoyt St	(2, 1) 
6 Ave & Canal St	(17, 21) 
Eastern Pkwy & Washington Ave	(6, 6) 
Plaza St West & Flatbush Ave	(3, 3) 
3 Ave & Carroll St	(1, 0) 
W 87 St & Amsterdam Ave	(1, 1) 
India St & West St	(1, 4) 
E 78 St & 2 Ave	(4, 1) 
W 88 St & West End Ave	(2, 3) 
Franklin Ave & Myrtle Ave	(2, 0) 
Marcy Ave & Lafayette Ave	(2, 0) 
W 27 St & 7 Ave	(7, 7) 
W 15 St & 6 Ave	(9, 9) 
Franklin St & W Broadway	(5, 11) 
Van Brunt St & Van Dyke St	(0, 1) 
E 109 St & 3 Ave	(1, 0) 
Grand Army Plaza & Central Park S	(4, 2) 
E 30 St & Park Ave S	(5, 7) 
Lexington Ave & E 63 St	(6, 5) 
Driggs Ave & Lorimer St	(0, 1) 
Pacific St & Classon Ave	(1, 1) 
Carlton Ave & Flushing Ave	(2, 2) 
Hicks St & Montague St	(3, 4) 
Washington Ave & Greene Ave	(1, 1) 
W 38 St & 8 Ave	(15, 15) 
Douglass St & 4 Ave	(1, 1) 
S 3 St & Bedford Ave	(9, 5) 
W 84 St & Columbus Ave	(3, 1) 
Underhill Ave & Pacific St	(42, 30) 
Cooper Square & Astor Pl	(9, 10) 
Clinton St & Grand St	(5, 13) 
Atlantic Ave & Fort Greene Pl	(0, 4) 
E 20 St & FDR Drive	(27, 24) 
Lincoln Pl & Classon Ave	(1, 1) 
Lafayette Ave & Classon Ave	(2, 1) 
7 Ave & Park Pl	(6, 8) 
1 Ave & E 78 St	(150, 137) 
E 41 St & Madison Ave	(7, 4) 
36 Ave & 10 St	(0, 2) 
Huron St & Franklin St	(8, 14) 
Pacific St & Nevins St	(1, 1) 
E 20 St & Park Ave	(19, 6) 
W 42 St & Dyer Ave	(9, 3) 
Lafayette Ave & St James Pl	(5, 3) 
E 65 St & 2 Ave	(1, 2) 
Duffield St & Willoughby St	(2, 4) 
E 81 St & 3 Ave	(1, 2) 
Maiden Ln & Pearl St	(6, 6) 
John St & William St	(10, 11) 
10 St & 7 Ave	(2, 1) 
Murray St & West St	(98, 116) 
9 Ave & W 28 St	(8, 4) 
E 118 St & Park Ave	(0, 1) 
9 Ave & W 45 St	(8, 4) 
W 43 St & 10 Ave	(148, 145) 
Cliff St & Fulton St	(9, 8) 
E 2 St & Avenue C	(126, 117) 
Pleasant Ave & E 116 St	(1, 1) 
Frost St & Meeker Ave	(2, 0) 
Kosciuszko St & Tompkins Ave	(0, 2) 
Centre St & Chambers St	(22, 8) 
1 Ave & E 62 St	(13, 10) 
Myrtle Ave & St Edwards St	(6, 0) 
28 St & 38 Ave	(1, 0) 
Berkeley Pl & 6 Ave	(0, 1) 
E 12 St & 3 Ave	(12, 13) 
Division Av & Hooper St	(1, 1) 
Degraw St & Smith St	(0, 3) 
Pier 40 - Hudson River Park	(7, 12) 
Lafayette St & E 8 St	(15, 14) 
Forsyth St & Broome St	(12, 8) 
Nassau Ave & Newell St	(0, 4) 
Cherry St	(2, 2) 
Mercer St & Bleecker St	(14, 13) 
5 Ave & E 63 St	(3, 5) 
E 39 St & 3 Ave	(8, 7) 
W 20 St & 8 Ave	(6, 11) 
Broadway & W 56 St	(11, 11) 
Murray St & Greenwich St	(12, 6) 
Wyckoff St & Bond St	(1, 1) 
Suffolk St & Stanton St	(129, 129) 
Kosciuszko St & Nostrand Ave	(1, 0) 
W 16 St & The High Line	(5, 13) 
E 97 St & Madison Ave	(0, 1) 
14 St & 5 Ave	(0, 3) 
E 2 St & 2 Ave	(13, 7) 
27 St & Hunter St	(1, 0) 
Clinton Ave & Flushing Ave	(0, 4) 
Johnson St & Gold St	(5, 3) 
W 35 St & Dyer Ave	(5, 3) 
Little West St & 1 Pl	(12, 8) 
Pershing Square South	(13, 11) 
Madison Ave & E 99 St	(1, 2) 
Greene Ave & Nostrand Ave	(1, 0) 
Willoughby Ave & Walworth St	(0, 1) 
Greenwich St & W Houston St	(9, 18) 
E 25 St & 2 Ave	(7, 10) 
3 Ave & E 62 St	(3, 5) 
Liberty St & Broadway	(12, 10) 
Columbia St & Degraw St	(2, 1) 
South St & Gouverneur Ln	(5, 10) 
E 11 St & Avenue B	(7, 3) 
W 92 St & Broadway	(1, 3) 
6 Ave & W 33 St	(3, 5) 
W 13 St & 7 Ave	(8, 10) 
Avenue D & E 12 St	(5, 1) 
E 23 St & 1 Ave	(208, 207) 
W 25 St & 6 Ave	(7, 9) 
48 Ave & 30 Pl	(0, 1) 
E 11 St & 1 Ave	(234, 232) 
W 4 St & 7 Ave S	(11, 12) 
FDR Drive & E 35 St	(13, 15) 
Butler St & Court St	(2, 2) 
E 10 St & Avenue A	(11, 11) 
Avenue D & E 8 St	(3, 5) 
Central Park W & W 96 St	(4, 1) 
Adelphi St & Myrtle Ave	(3, 0) 
1 Pl & Clinton St	(2, 1) 
Graham Ave & Conselyea St	(1, 2) 
Putnam Ave & Nostrand Ave	(0, 1) 
Fulton St & Grand Ave	(2, 0) 
E 59 St & Madison Ave	(113, 113) 
E 33 St & 5 Ave	(8, 9) 
W 37 St & 10 Ave	(5, 7) 
Madison St & Montgomery St	(14, 15) 
Grand St & Havemeyer St	(2, 4) 
Willoughby Ave & Hall St	(1, 1) 
Grand Ave & Bergen St	(0, 1) 
Dean St & 4 Ave	(1, 5) 
E 9 St & Avenue C	(11, 6) 
Amsterdam Ave & W 66 St	(4, 4) 
6 Ave & 12 St	(1, 1) 
Christopher St & Greenwich St	(18, 14) 
1 Ave & E 30 St	(6, 7) 
Broadway & W 25 St	(12, 9) 
W 11 St & 6 Ave	(6, 5) 
46 Ave & 5 St	(9, 6) 
44 Dr & 21 St	(0, 1) 
Carmine St & 6 Ave	(9, 16) 
DeKalb Ave & Hudson Ave	(3, 5) 
Broadway & W 53 St	(2, 5) 
Harrison St & Hudson St	(3, 5) 
2 Ave & E 104 St	(1, 0) 
Metropolitan Ave & Bedford Ave	(5, 4) 
Verona Pl & Fulton St	(2, 1) 
White St & Moore St	(0, 1) 
Pike St & E Broadway	(6, 10) 
W 22 St & 8 Ave	(10, 13) 
W 44 St & 5 Ave	(10, 11) 
21 St & Hoyt Ave S	(0, 1) 
E 58 St &  1 Ave (NW Corner)	(0, 3) 
E 5 St & Avenue C	(2, 2) 
Bergen St & Vanderbilt Ave	(1, 0) 
W 70 St & Amsterdam Ave	(16, 9) 
Wyckoff St & 3 Ave	(1, 1) 
Watts St & Greenwich St	(16, 7) 
3 Ave & E 95 St	(1, 0) 
3 St & 3 Ave	(1, 0) 
Columbus Ave & W 72 St	(4, 2) 
Barclay St & Church St	(18, 14) 
State St & Smith St	(0, 4) 
12 Ave & W 40 St	(14, 16) 
Prospect Pl & 6 Ave	(2, 0) 
N 12 St & Bedford Ave	(2, 1) 
Madison Ave & E 120 St	(1, 1) 
Railroad Ave & Kay Ave	(0, 1) 
Lafayette Ave & Fort Greene Pl	(4, 2) 
W 46 St & 11 Ave	(8, 4) 
Pierrepont St & Monroe Pl	(4, 1) 
Concord St & Bridge St	(0, 2) 
Leonard St & Nassau Ave	(2, 2) 
5 Ave & E 103 St	(1, 1) 
W 90 St & Amsterdam Ave	(1, 2) 
Bedford Ave & Bergen St	(1, 1) 
W 64 St & Thelonious Monk Circle	(115, 115) 
Henry St & Atlantic Ave	(3, 4) 
W 15 St & 7 Ave	(11, 3) 
Rivington St & Ridge St	(4, 5) 
Lewis Ave & Madison St	(1, 0) 
E 17 St & Broadway	(33, 24) 
5 Ave & E 93 St	(0, 1) 
3 Ave & Schermerhorn St	(1, 1) 
Allen St & Stanton St	(14, 13) 
W 18 St & 6 Ave	(9, 13) 
Vernon Blvd & 50 Ave	(82, 84) 
Pearl St & Hanover Square	(3, 3) 
Central Park West & W 85 St	(1, 1) 
W 74 St & Columbus Ave	(3, 1) 
Driggs Ave & N Henry St	(1, 5) 
14 St & 7 Ave	(2, 3) 
Centre St & Worth St	(5, 4) 
1 Ave & E 94 St	(2, 3) 
E 58 St & Madison Ave	(1, 5) 
Canal St & Rutgers St	(10, 8) 
Avenue D & E 3 St	(3, 1) 
E 55 St & Lexington Ave	(7, 10) 
Allen St & Hester St	(8, 8) 
MacDougal St & Prince St	(17, 19) 
Smith St & 3 St	(2, 0) 
West Drive & Prospect Park West	(3, 0) 
Nostrand Ave & Myrtle Ave	(1, 0) 
S 5 Pl & S 5 St	(5, 1) 
E 60 St & York Ave	(1, 0) 
E 20 St & 2 Ave	(14, 5) 
E 53 St & 3 Ave	(6, 6) 
Central Park West & W 76 St	(2, 2) 
Mott St & Prince St	(15, 7) 
E 58 St & 3 Ave	(5, 8) 
St Marks Pl & 2 Ave	(11, 10) 
Park Ave & E 124 St	(3, 4) 
E 91 St & Park Ave	(1, 4) 
E 81 St & 2 Ave	(0, 2) 
3 Ave & E 71 St	(4, 1) 
E 68 St & Madison Ave	(1, 0) 
Madison St & Clinton St	(6, 7) 
Atlantic Ave & Furman St	(2, 0) 
Old Fulton St	(6, 6) 
Broadway & Battery Pl	(15, 19) 
W 13 St & 5 Ave	(13, 14) 
W 54 St & 9 Ave	(4, 4) 
West End Ave & W 94 St	(1, 1) 
W 76 St & Columbus Ave	(1, 1) 
W 116 St & Broadway	(0, 2) 
Underhill Ave & Lincoln Pl	(3, 1) 
E 10 St & 5 Ave	(7, 2) 
E 85 St & York Ave	(1, 2) 
E 77 St & 3 Ave	(9, 12) 
Riverside Blvd & W 67 St	(5, 10) 
Carroll St & Bond St	(0, 3) 
E 75 St & 3 Ave	(3, 4) 
5 Ave & E 88 St	(2, 3) 
E 91 St & 2 Ave	(5, 4) 
Bergen St & Flatbush Ave	(1, 6) 
E 33 St & 1 Ave	(7, 14) 
E 88 St & 1 Ave	(4, 6) 
Amsterdam Ave & W 82 St	(3, 4) 
Congress St & Clinton St	(2, 1) 
W 49 St & 8 Ave	(7, 5) 
W 100 St & Manhattan Ave	(1, 1) 
Graham Ave & Herbert St	(1, 0) 
Pitt St & Stanton St	(0, 1) 
Sigourney St & Columbia St	(1, 0) 
DeKalb Ave & Vanderbilt Ave	(1, 3) 
W 89 St & Columbus Ave	(1, 2) 
Broadway & E 14 St	(28, 20) 
Broadway & W 60 St	(17, 7) 
11 Ave & W 41 St	(8, 7) 
E 16 St & 5 Ave	(9, 4) 
Greenwich Ave & Charles St	(8, 3) 
Broadway & W 29 St	(6, 10) 
E 11 St & 2 Ave	(16, 8) 
W 16 St & 8 Ave	(5, 10) 
Baltic St & 5 Ave	(0, 4) 
10 Hudson Yards	(0, 2) 
W 106 St & Central Park West	(1, 0) 
N 11 St & Kent Ave	(4, 1) 
21 St & 36 Ave	(0, 1) 
Dwight St & Van Dyke St	(0, 1) 
8 Ave & W 31 St	(30, 21) 
Franklin Ave & Empire Blvd	(1, 0) 
Lawrence St & Willoughby St	(2, 6) 
E 48 St & 3 Ave	(5, 2) 
E 76 St & Park Ave	(2, 1) 
W 56 St & 10 Ave	(3, 8) 
Cambridge Pl & Gates Ave	(2, 1) 
Driggs Ave & N 9 St	(6, 0) 
Lefferts Pl & Franklin Ave	(1, 2) 
E 4 St & 2 Ave	(10, 10) 
Sullivan St & Washington Sq	(5, 1) 
Lexington Ave & E 29 St	(5, 9) 
Richardson St & N Henry St	(1, 1) 
Leonard St & Maujer St	(1, 1) 
William St & Pine St	(6, 9) 
Court St & State St	(2, 1) 
Washington St & Gansevoort St	(9, 13) 
24 St & 41 Ave	(1, 0) 
Vesey Pl & River Terrace	(206, 205) 
5 St & Market St	(1, 0) 
LaGuardia Pl & W 3 St	(17, 17) 
Monroe St & Tompkins Ave	(1, 1) 
E 51 St & 1 Ave	(5, 8) 
Bergen St & Smith St	(7, 3) 
Great Jones St	(13, 13) 
5 St & 51 Ave	(3, 0) 
Center Blvd & 51 Ave	(4, 2) 
Carroll St & Columbia St	(0, 1) 
Dean St & Franklin Ave	(1, 2) 
Kingston Ave & Herkimer St	(1, 0) 
