Washington Park	(3, 4) 
W 20 St & 7 Ave	(9, 8) 
34 Ave & 13 St	(0, 1) 
6 St & 7 Ave	(1, 1) 
Emerson Pl & Myrtle Ave	(2, 5) 
Pershing Square North	(17, 11) 
Clinton St & Joralemon St	(1, 3) 
W 33 St & 7 Ave	(10, 10) 
2 Ave & E 96 St	(1, 3) 
E 43 St & 5 Ave	(3, 1) 
Bayard St & Leonard St	(5, 6) 
Hudson St & Reade St	(12, 11) 
E 106 St & Lexington Ave	(1, 0) 
Market St & Cherry St	(0, 2) 
Dean St & Hoyt St	(2, 1) 
47 Ave & 31 St	(0, 1) 
E 74 St & 1 Ave	(6, 8) 
W 67 St & Broadway	(7, 5) 
Metropolitan Ave & Meeker Ave	(6, 5) 
Degraw St & Hoyt St	(1, 0) 
Eastern Pkwy & Washington Ave	(5, 5) 
6 Ave & Canal St	(5, 14) 
Plaza St West & Flatbush Ave	(5, 10) 
3 Ave & Carroll St	(2, 0) 
W 87 St & Amsterdam Ave	(1, 1) 
India St & West St	(4, 1) 
W 88 St & West End Ave	(4, 3) 
E 78 St & 2 Ave	(4, 4) 
Franklin Ave & Myrtle Ave	(0, 5) 
Marcy Ave & Lafayette Ave	(2, 1) 
W 27 St & 7 Ave	(10, 4) 
W 15 St & 6 Ave	(10, 18) 
Franklin St & W Broadway	(6, 7) 
Van Brunt St & Van Dyke St	(0, 1) 
Grand Army Plaza & Central Park S	(6, 10) 
Central Ave & Starr Street	(0, 1) 
E 30 St & Park Ave S	(6, 2) 
Kent Ave & S 11 St	(9, 9) 
Humboldt St & Varet St	(3, 0) 
Lexington Ave & E 63 St	(3, 0) 
Driggs Ave & Lorimer St	(6, 5) 
Pacific St & Classon Ave	(1, 0) 
Hicks St & Montague St	(7, 7) 
Carlton Ave & Flushing Ave	(3, 2) 
Washington Ave & Greene Ave	(2, 6) 
W 38 St & 8 Ave	(6, 7) 
W 84 St & Columbus Ave	(5, 1) 
S 3 St & Bedford Ave	(10, 10) 
Douglass St & 4 Ave	(2, 2) 
Underhill Ave & Pacific St	(60, 45) 
East End Ave & E 86 St	(3, 3) 
Cooper Square & Astor Pl	(11, 10) 
Clinton St & Grand St	(10, 13) 
Atlantic Ave & Fort Greene Pl	(2, 4) 
E 20 St & FDR Drive	(13, 11) 
Lincoln Pl & Classon Ave	(1, 1) 
Lafayette Ave & Classon Ave	(0, 3) 
7 Ave & Park Pl	(3, 1) 
1 Ave & E 78 St	(165, 156) 
E 41 St & Madison Ave	(9, 7) 
36 Ave & 10 St	(0, 1) 
Huron St & Franklin St	(3, 3) 
Pacific St & Nevins St	(0, 1) 
E 20 St & Park Ave	(12, 13) 
W 42 St & Dyer Ave	(1, 1) 
Lafayette Ave & St James Pl	(5, 1) 
E 65 St & 2 Ave	(3, 1) 
Duffield St & Willoughby St	(3, 5) 
E 81 St & 3 Ave	(3, 3) 
Maiden Ln & Pearl St	(6, 4) 
John St & William St	(3, 3) 
10 St & 7 Ave	(3, 0) 
Murray St & West St	(114, 141) 
9 Ave & W 28 St	(13, 4) 
9 Ave & W 45 St	(8, 8) 
W 43 St & 10 Ave	(167, 159) 
Cliff St & Fulton St	(7, 6) 
E 2 St & Avenue C	(124, 109) 
Pleasant Ave & E 116 St	(2, 3) 
Frost St & Meeker Ave	(2, 0) 
Stagg St & Union Ave	(5, 3) 
Centre St & Chambers St	(20, 14) 
Union Ave & Jackson St	(3, 3) 
1 Ave & E 62 St	(12, 13) 
34 St & 35 Ave	(1, 0) 
44 Dr & Jackson Ave	(2, 4) 
E 12 St & 3 Ave	(8, 16) 
Division Av & Hooper St	(1, 0) 
Degraw St & Smith St	(1, 5) 
Pier 40 - Hudson River Park	(18, 23) 
Lafayette St & E 8 St	(21, 15) 
4 Ave & 9 St	(0, 1) 
Forsyth St & Broome St	(9, 6) 
Nassau Ave & Newell St	(3, 3) 
Cherry St	(8, 13) 
Mercer St & Bleecker St	(11, 9) 
5 Ave & E 63 St	(2, 10) 
E 39 St & 3 Ave	(6, 5) 
Park Pl & Franklin Ave	(1, 0) 
W 20 St & 8 Ave	(10, 8) 
Broadway & W 56 St	(6, 8) 
Murray St & Greenwich St	(8, 11) 
Wyckoff St & Bond St	(1, 0) 
Suffolk St & Stanton St	(188, 164) 
Kosciuszko St & Nostrand Ave	(3, 2) 
W 16 St & The High Line	(9, 10) 
14 St & 5 Ave	(2, 1) 
E 97 St & Madison Ave	(0, 1) 
E 2 St & 2 Ave	(17, 12) 
27 St & Hunter St	(1, 0) 
Clinton Ave & Flushing Ave	(0, 5) 
Johnson St & Gold St	(3, 1) 
W 35 St & Dyer Ave	(7, 3) 
Little West St & 1 Pl	(44, 25) 
Pershing Square South	(5, 3) 
Schermerhorn St & Bond St	(2, 0) 
Madison Ave & E 99 St	(1, 0) 
Willoughby Ave & Walworth St	(4, 1) 
Greenwich St & W Houston St	(10, 7) 
E 25 St & 2 Ave	(10, 7) 
3 Ave & E 62 St	(0, 4) 
Liberty St & Broadway	(7, 10) 
E 11 St & Avenue B	(7, 3) 
South St & Gouverneur Ln	(20, 11) 
Columbia St & Degraw St	(1, 1) 
W 92 St & Broadway	(2, 0) 
37 Ave & 35 St	(1, 0) 
W 13 St & 7 Ave	(11, 7) 
Avenue D & E 12 St	(4, 2) 
E 23 St & 1 Ave	(165, 154) 
W 25 St & 6 Ave	(8, 14) 
Newton Rd & 44 St	(1, 1) 
48 Ave & 30 Pl	(0, 2) 
W 4 St & 7 Ave S	(17, 15) 
E 11 St & 1 Ave	(250, 250) 
FDR Drive & E 35 St	(7, 13) 
E 10 St & Avenue A	(14, 9) 
Avenue D & E 8 St	(9, 3) 
Central Park W & W 96 St	(1, 1) 
Adelphi St & Myrtle Ave	(2, 5) 
Graham Ave & Conselyea St	(5, 0) 
1 Pl & Clinton St	(1, 0) 
Vernon Blvd & 41 Rd	(1, 0) 
Fulton St & Grand Ave	(1, 3) 
E 59 St & Madison Ave	(105, 105) 
Fulton St & Utica Ave	(0, 3) 
E 33 St & 5 Ave	(8, 9) 
W 37 St & 10 Ave	(4, 3) 
Madison St & Montgomery St	(2, 2) 
Grand St & Havemeyer St	(3, 5) 
Willoughby Ave & Hall St	(0, 2) 
Grand Ave & Bergen St	(1, 2) 
Dean St & 4 Ave	(2, 9) 
E 9 St & Avenue C	(4, 8) 
Amsterdam Ave & W 66 St	(5, 2) 
6 Ave & 12 St	(1, 1) 
Christopher St & Greenwich St	(25, 14) 
1 Ave & E 30 St	(9, 9) 
Broadway & W 25 St	(13, 8) 
W 11 St & 6 Ave	(11, 1) 
46 Ave & 5 St	(14, 11) 
44 Dr & 21 St	(1, 1) 
Carmine St & 6 Ave	(16, 24) 
DeKalb Ave & Hudson Ave	(3, 1) 
Broadway & W 53 St	(0, 2) 
Harrison St & Hudson St	(3, 3) 
Bushwick Ave & McKibbin St	(0, 1) 
Metropolitan Ave & Bedford Ave	(7, 5) 
Verona Pl & Fulton St	(1, 0) 
White St & Moore St	(2, 2) 
Pike St & E Broadway	(5, 4) 
W 22 St & 8 Ave	(12, 11) 
W 44 St & 5 Ave	(5, 3) 
E 58 St &  1 Ave (NW Corner)	(8, 8) 
Kent Ave & N 7 St	(19, 11) 
E 5 St & Avenue C	(9, 4) 
Scholes St & Manhattan Ave	(3, 3) 
S 4 St & Rodney St	(1, 1) 
Bergen St & Vanderbilt Ave	(3, 3) 
W 116 St & Amsterdam Ave	(3, 0) 
W 70 St & Amsterdam Ave	(17, 5) 
Wyckoff St & 3 Ave	(1, 0) 
Marcus Garvey Blvd & Macon St	(0, 2) 
Watts St & Greenwich St	(9, 14) 
3 Ave & E 95 St	(1, 0) 
3 St & 3 Ave	(2, 1) 
Columbus Ave & W 72 St	(6, 7) 
Barclay St & Church St	(6, 2) 
DeKalb Ave & Franklin Ave	(2, 1) 
State St & Smith St	(2, 0) 
31 St & Astoria Blvd	(0, 1) 
Prospect Pl & 6 Ave	(4, 0) 
12 Ave & W 40 St	(28, 29) 
N 12 St & Bedford Ave	(11, 5) 
Madison Ave & E 120 St	(1, 0) 
Lafayette Ave & Fort Greene Pl	(8, 3) 
W 46 St & 11 Ave	(7, 2) 
Concord St & Bridge St	(2, 3) 
3 St & Hoyt St	(0, 1) 
Leonard St & Nassau Ave	(3, 2) 
5 Ave & E 103 St	(1, 1) 
W 90 St & Amsterdam Ave	(2, 4) 
Bedford Ave & Bergen St	(2, 0) 
W 64 St & Thelonious Monk Circle	(91, 81) 
W 15 St & 7 Ave	(9, 9) 
Rivington St & Ridge St	(6, 3) 
Lewis Ave & Madison St	(2, 2) 
E 17 St & Broadway	(37, 34) 
5 Ave & E 93 St	(1, 2) 
3 Ave & Schermerhorn St	(1, 0) 
Allen St & Stanton St	(14, 17) 
W 18 St & 6 Ave	(11, 8) 
Vernon Blvd & 50 Ave	(85, 98) 
Pearl St & Hanover Square	(7, 3) 
Central Park West & W 85 St	(11, 3) 
W 74 St & Columbus Ave	(1, 3) 
34 Ave & 38 St	(1, 1) 
Driggs Ave & N Henry St	(6, 2) 
14 St & 7 Ave	(1, 2) 
Centre St & Worth St	(11, 8) 
George St & Wilson Ave	(1, 0) 
1 Ave & E 94 St	(1, 2) 
Canal St & Rutgers St	(10, 6) 
Henry St & Poplar St	(2, 0) 
Avenue D & E 3 St	(5, 6) 
E 55 St & Lexington Ave	(2, 1) 
Allen St & Hester St	(10, 9) 
MacDougal St & Prince St	(11, 11) 
Smith St & 3 St	(0, 3) 
3 Ave & 14 St	(1, 0) 
West Drive & Prospect Park West	(6, 7) 
Nostrand Ave & Myrtle Ave	(0, 2) 
S 5 Pl & S 5 St	(17, 18) 
E 60 St & York Ave	(5, 3) 
E 20 St & 2 Ave	(11, 8) 
7 St & 5 Ave	(0, 1) 
E 53 St & 3 Ave	(3, 6) 
39 St & 2 Ave - Citi Bike HQ at Industry City	(0, 1) 
Central Park West & W 76 St	(6, 4) 
Mott St & Prince St	(10, 13) 
E 58 St & 3 Ave	(10, 6) 
St Marks Pl & 2 Ave	(12, 12) 
Park Ave & E 124 St	(0, 1) 
E 91 St & Park Ave	(2, 1) 
E 81 St & 2 Ave	(0, 4) 
3 Ave & E 71 St	(1, 0) 
Madison St & Clinton St	(1, 3) 
E 68 St & Madison Ave	(0, 3) 
Atlantic Ave & Furman St	(0, 5) 
Old Fulton St	(5, 3) 
Broadway & Battery Pl	(3, 11) 
W 13 St & 5 Ave	(14, 10) 
W 54 St & 9 Ave	(6, 4) 
West End Ave & W 94 St	(1, 1) 
W 76 St & Columbus Ave	(1, 2) 
Front St & Gold St	(2, 0) 
W 116 St & Broadway	(1, 1) 
Underhill Ave & Lincoln Pl	(7, 1) 
Rogers Ave & Sterling St	(0, 1) 
E 10 St & 5 Ave	(5, 3) 
E 85 St & York Ave	(2, 2) 
W 113 St & Broadway	(8, 0) 
E 77 St & 3 Ave	(6, 9) 
Riverside Blvd & W 67 St	(12, 15) 
Carroll St & Bond St	(1, 2) 
E 75 St & 3 Ave	(1, 4) 
5 Ave & E 88 St	(6, 5) 
E 91 St & 2 Ave	(0, 9) 
Bergen St & Flatbush Ave	(3, 5) 
E 33 St & 1 Ave	(7, 7) 
E 88 St & 1 Ave	(4, 9) 
Congress St & Clinton St	(1, 1) 
Amsterdam Ave & W 82 St	(1, 5) 
St Johns Pl & Washington Ave	(0, 2) 
W 49 St & 8 Ave	(2, 4) 
E 106 St & 1 Ave	(0, 2) 
W 100 St & Manhattan Ave	(1, 0) 
Graham Ave & Herbert St	(0, 2) 
3 Ave & E 100 St	(1, 1) 
Pitt St & Stanton St	(0, 1) 
DeKalb Ave & Vanderbilt Ave	(4, 4) 
Broadway & E 14 St	(32, 24) 
Broadway & W 60 St	(17, 13) 
E 16 St & 5 Ave	(13, 5) 
11 Ave & W 41 St	(8, 11) 
Greenwich Ave & Charles St	(8, 9) 
Broadway & W 29 St	(5, 10) 
E 11 St & 2 Ave	(14, 14) 
W 16 St & 8 Ave	(4, 5) 
Baltic St & 5 Ave	(1, 4) 
W 106 St & Central Park West	(2, 0) 
N 11 St & Kent Ave	(2, 4) 
8 Ave & W 31 St	(11, 6) 
Franklin Ave & Empire Blvd	(1, 3) 
Lawrence St & Willoughby St	(5, 8) 
E 48 St & 3 Ave	(3, 3) 
E 76 St & Park Ave	(2, 1) 
W 56 St & 10 Ave	(2, 4) 
Driggs Ave & N 9 St	(2, 2) 
E 4 St & 2 Ave	(11, 20) 
Sullivan St & Washington Sq	(9, 8) 
Lexington Ave & E 29 St	(6, 7) 
Richardson St & N Henry St	(1, 1) 
Leonard St & Maujer St	(2, 5) 
William St & Pine St	(3, 5) 
Court St & State St	(3, 2) 
Washington St & Gansevoort St	(19, 22) 
24 St & 41 Ave	(0, 2) 
Vesey Pl & River Terrace	(267, 293) 
5 St & Market St	(1, 0) 
Broadway & W 122 St	(0, 1) 
LaGuardia Pl & W 3 St	(12, 17) 
E 51 St & 1 Ave	(10, 6) 
Monroe St & Tompkins Ave	(3, 1) 
Bergen St & Smith St	(6, 7) 
Great Jones St	(22, 28) 
5 St & 51 Ave	(0, 1) 
Center Blvd & 51 Ave	(5, 3) 
Carroll St & Columbia St	(0, 2) 
Dean St & Franklin Ave	(1, 3) 
