Washington Park	(3, 3) 
Broadway & Moylan Pl	(1, 0) 
E 13 St & Avenue A	(13, 17) 
Howard St & Centre St	(211, 215) 
Spruce St & Nassau St	(11, 5) 
Cadman Plaza E & Johnson St	(1, 5) 
Broadway & W 38 St	(12, 7) 
Lexington Ave & Classon Ave	(2, 2) 
E 32 St & Park Ave	(8, 11) 
Lexington Ave & E 36 St	(5, 5) 
Water - Whitehall Plaza	(3, 1) 
E 81 St & Park Ave	(1, 1) 
Devoe St & Morgan Ave	(1, 0) 
Clinton St & Union St	(3, 3) 
Norfolk St & Broome St	(9, 4) 
W 95 St & Broadway	(2, 1) 
5 St & 6 Ave	(0, 2) 
E 106 St & Madison Ave	(0, 1) 
W 52 St & 5 Ave	(9, 7) 
Clinton St & 4 Place	(1, 0) 
Carlton Ave & Park Ave	(1, 1) 
Bank St & Hudson St	(142, 154) 
W 106 St & Amsterdam Ave	(1, 0) 
Clark St & Henry St	(0, 2) 
President St & Henry St	(2, 3) 
W 100 St & Broadway	(3, 0) 
Riverside Dr & W 104 St	(6, 8) 
W 37 St & 5 Ave	(3, 9) 
6 Ave & 9 St	(3, 1) 
Lenox Ave & W 126 St	(1, 0) 
E 47 St & 2 Ave	(9, 6) 
Washington Pl & Broadway	(13, 1) 
Central Park West & W 72 St	(3, 1) 
35 Ave & 37 St	(1, 1) 
E 114 St & 1 Ave	(1, 2) 
South End Ave & Liberty St	(30, 28) 
E 12 St & 4 Av	(1, 1) 
E 58 St & 1 Ave (NE Corner)	(2, 4) 
Greenwich Ave & 8 Ave	(18, 19) 
Broadway & W 49 St	(9, 9) 
E 53 St & Madison Ave	(8, 7) 
Montrose Ave & Bushwick Ave	(2, 6) 
Bond St & Fulton St	(3, 8) 
Pike St & Monroe St	(5, 2) 
Mercer St & Spring St	(9, 4) 
Cadman Plaza West & Montague St	(3, 2) 
W 20 St & 11 Ave	(16, 27) 
Berry St & N 8 St	(3, 2) 
Perry St & Bleecker St	(8, 6) 
5 Ave & E 73 St	(3, 3) 
E 45 St & 3 Ave	(6, 15) 
Eastern Pkwy & Franklin Ave	(9, 3) 
Central Park North & Adam Clayton Powell Blvd	(3, 1) 
E 52 St & 2 Ave	(9, 9) 
MacDougal St & Washington Sq	(8, 7) 
Albany Ave & Fulton St	(3, 2) 
E 82 St & East End Ave	(6, 2) 
S 4 St & Wythe Ave	(29, 24) 
E 24 St & Park Ave S	(22, 25) 
Old Slip & Front St	(6, 8) 
Center Blvd & 48 Ave	(8, 10) 
36 Ave & 31 St	(0, 2) 
Clermont Ave & Park Ave	(0, 1) 
Clermont Ave & Lafayette Ave	(2, 1) 
E 89 St & 3 Ave	(5, 5) 
Union St & 4 Ave	(6, 2) 
Willoughby Ave & Wyckoff Ave	(0, 1) 
E 47 St & Park Ave	(21, 12) 
Jackson St & Leonard St	(0, 1) 
E 7 St & Avenue A	(12, 12) 
McGuinness Blvd & Eagle St	(19, 18) 
Columbia St & Rivington St	(5, 4) 
Allen St & Rivington St	(12, 12) 
Graham Ave & Grand St	(1, 1) 
47 Ave & Skillman Ave	(0, 1) 
Mt Morris Park W & W 120 St	(0, 1) 
E 118 St & 3 Ave	(1, 0) 
Hope St & Union Ave	(2, 1) 
Willoughby St & Fleet St	(18, 9) 
E 66 St & Madison Ave	(1, 1) 
Catherine St & Monroe St	(1, 6) 
Kane St & Clinton St	(1, 4) 
W 45 St & 6 Ave	(11, 8) 
2 Ave & E 31 St	(13, 4) 
Jay St & Tech Pl	(4, 3) 
Boerum St & Broadway	(1, 0) 
Pulaski St & Marcus Garvey Blvd	(0, 1) 
10 St & 5 Ave	(1, 3) 
Rivington St & Chrystie St	(7, 8) 
Lewis Ave & Kosciuszko St	(1, 0) 
Flushing Ave & Vanderbilt Ave	(3, 4) 
Riverside Dr & W 91 St	(5, 4) 
11 Ave & W 27 St	(13, 21) 
E 6 St & Avenue D	(6, 6) 
Berkeley Pl & 7 Ave	(1, 1) 
E 84 St & Park Ave	(0, 2) 
3 Ave & E 72 St	(2, 1) 
Prospect Pl & Underhill Ave	(2, 2) 
Fulton St & Clermont Ave	(1, 1) 
E 84 St & 1 Ave	(7, 7) 
E 51 St & Lexington Ave	(125, 124) 
W 15 St & 10 Ave	(235, 234) 
Gansevoort St & Hudson St	(15, 8) 
Wythe Ave & Metropolitan Ave	(16, 9) 
E 2 St & Avenue A	(12, 10) 
Bedford Ave & Nassau Ave	(4, 6) 
Bond St & Bergen St	(1, 1) 
E 84 St & 3 Ave	(10, 8) 
E 55 St & 3 Ave	(9, 5) 
48 Ave & 5 St	(3, 4) 
Carroll St & 5 Ave	(7, 5) 
Lispenard St & Broadway	(195, 178) 
Nassau Ave & Russell St	(3, 3) 
Madison Ave & E 82 St	(6, 8) 
Front St & Washington St	(7, 6) 
W 47 St & 10 Ave	(2, 5) 
Sterling Pl & Bedford Ave	(0, 1) 
Washington Pl & 6 Ave	(7, 3) 
Broadway & W 37 St	(14, 12) 
W 26 St & 10 Ave	(5, 10) 
2 Ave & E 99 St	(0, 1) 
E 81 St & York Ave	(69, 75) 
N 15 St & Wythe Ave	(2, 4) 
Lexington Ave & E 120 St	(0, 1) 
W 18 St & 9 Ave	(4, 9) 
Fulton St & Broadway	(15, 11) 
Hanson Pl & Ashland Pl	(13, 4) 
Cadman Plaza E & Red Cross Pl	(7, 10) 
Meserole Ave & Manhattan Ave	(2, 4) 
Henry St & Middagh St	(1, 3) 
Putnam Ave & Throop Ave	(0, 1) 
Queens Plaza North & Crescent St	(3, 4) 
Prospect Park West & 8 St	(0, 1) 
E 68 St & 3 Ave	(1, 3) 
Central Ave & Flushing Ave	(1, 1) 
Greenpoint Ave & Manhattan Ave	(7, 10) 
E 89 St & York Ave	(2, 6) 
E 102 St & 1 Ave	(2, 4) 
Vernon Blvd & 47 Rd	(2, 3) 
11 Ave & W 59 St	(8, 10) 
Front St & Maiden Ln	(14, 7) 
E 16 St & Irving Pl	(15, 2) 
Lenox Ave & W 130 St	(2, 0) 
W 59 St & 10 Ave	(10, 9) 
W 45 St & 8 Ave	(11, 9) 
E 19 St & 3 Ave	(7, 9) 
Bank St & Washington St	(2, 10) 
Central Park S & 6 Ave	(7, 4) 
3 St & 7 Ave	(50, 66) 
Laight St & Hudson St	(9, 3) 
Fulton St & William St	(10, 6) 
E 43 St & 2 Ave	(7, 2) 
Monroe St & Classon Ave	(4, 1) 
1 Ave & E 16 St	(22, 22) 
Douglass St & 3 Ave	(3, 4) 
Grand St & Elizabeth St	(14, 20) 
Milton St & Franklin St	(14, 17) 
E 55 St & 2 Ave	(6, 7) 
Barrow St & Hudson St	(21, 21) 
Nassau St & Navy St	(1, 0) 
Columbia St & Kane St	(2, 2) 
Richards St & Delavan St	(0, 1) 
Peck Slip & Front St	(11, 8) 
W 50 St & 9 Ave	(1, 10) 
7 Ave & Central Park South	(7, 2) 
5 Ave & E 29 St	(8, 8) 
West St & Chambers St	(38, 30) 
Leonard St & Church St	(9, 10) 
45 Rd & 11 St	(6, 4) 
E 2 St & Avenue B	(13, 10) 
W 31 St & 7 Ave	(22, 8) 
Lewis Ave & Decatur St	(0, 1) 
8 Ave & W 33 St	(13, 19) 
Cleveland Pl & Spring St	(26, 19) 
Duane St & Greenwich St	(8, 14) 
E 31 St & 3 Ave	(8, 10) 
Wolcott St & Dwight St	(1, 0) 
W 43 St & 6 Ave	(19, 6) 
Division St & Bowery	(13, 9) 
Clinton Ave & Myrtle Ave	(114, 119) 
W 63 St & Broadway	(8, 1) 
Central Park West & W 68 St	(5, 4) 
E 39 St & 2 Ave	(9, 10) 
Columbus Ave & W 95 St	(2, 1) 
Graham Ave & Withers St	(1, 0) 
Broadway & 12 St	(0, 1) 
E 67 St & Park Ave	(2, 1) 
S Portland Ave & Hanson Pl	(5, 3) 
White St & Johnson Ave	(0, 3) 
E 47 St & 1 Ave	(7, 5) 
Bialystoker Pl & Delancey St	(7, 2) 
1 Ave & E 68 St	(13, 12) 
Columbia St & Lorraine St	(0, 1) 
E 48 St & 5 Ave	(12, 15) 
Broadway & W 41 St	(15, 10) 
Broadway & Roebling St	(3, 2) 
W 42 St & 8 Ave	(15, 17) 
South St & Whitehall St	(12, 9) 
Jay St & York St	(8, 12) 
2 Ave & E 122 St	(0, 2) 
Lexington Ave & E 26 St	(11, 8) 
E 25 St & 1 Ave	(8, 4) 
E 93 St & 2 Ave	(1, 1) 
University Pl & E 8 St	(7, 6) 
Warren St & Court St	(0, 3) 
St James Pl & Oliver St	(6, 4) 
21 St & Queens Plaza North	(2, 0) 
Lafayette St & Jersey St	(20, 18) 
W Broadway & Spring Street	(10, 10) 
Schermerhorn St & Court St	(1, 5) 
Division Ave & Marcy Ave	(3, 0) 
3 St & Prospect Park West	(0, 2) 
Myrtle Ave & Lewis Ave	(1, 2) 
Court St & Nelson St	(1, 0) 
W 120 St & Claremont Ave	(1, 0) 
Lorimer St & Broadway	(0, 2) 
Franklin St & Dupont St	(6, 13) 
McKibbin St & Manhattan Ave	(0, 1) 
E 102 St & Park Ave	(1, 0) 
Monroe St & Bedford Ave	(0, 2) 
Cedar St & Myrtle Ave	(1, 0) 
5 Ave & E 78 St	(6, 3) 
Carroll St & Smith St	(2, 4) 
Macon St & Nostrand Ave	(2, 0) 
W 52 St & 11 Ave	(13, 11) 
North Moore St & Greenwich St	(51, 54) 
Broadway & Berry St	(11, 12) 
W 27 St & 10 Ave	(9, 8) 
W 41 St & 8 Ave	(19, 17) 
Bushwick Ave & Powers St	(1, 3) 
W 34 St & 11 Ave	(21, 13) 
Columbus Ave & W 103 St	(0, 1) 
E 6 St & Avenue B	(11, 13) 
E 118 St & 1 Ave	(0, 2) 
2 Ave & E 72 St	(10, 7) 
Myrtle Ave & Marcy Ave	(0, 1) 
E 97 St & 3 Ave	(1, 2) 
W 22 St & 10 Ave	(12, 8) 
W 26 St & 8 Ave	(7, 8) 
6 Ave & Broome St	(9, 13) 
8 Ave & W 52 St	(9, 10) 
Carroll St & Washington Ave	(1, 0) 
Broadway & W 51 St	(3, 13) 
W 84 St & Broadway	(3, 3) 
Cathedral Pkwy & Broadway	(2, 1) 
1 Ave & E 44 St	(14, 11) 
W 24 St & 7 Ave	(15, 10) 
Fulton St & Waverly Ave	(2, 4) 
Avenue C & E 18 St	(9, 8) 
W 53 St & 10 Ave	(2, 9) 
Stanton St & Mangin St	(6, 4) 
1 Ave & E 18 St	(209, 215) 
E 15 St & 3 Ave	(16, 14) 
University Pl & E 14 St	(17, 13) 
Bus Slip & State St	(10, 10) 
Union Ave & N 12 St	(8, 6) 
Riverside Dr & W 72 St	(9, 10) 
34 Ave & 13 St	(1, 0) 
W 20 St & 7 Ave	(14, 14) 
6 St & 7 Ave	(2, 0) 
Emerson Pl & Myrtle Ave	(0, 3) 
Pershing Square North	(24, 22) 
Clinton St & Joralemon St	(0, 3) 
W 33 St & 7 Ave	(23, 10) 
Hancock St & Bedford Ave	(2, 1) 
2 Ave & E 96 St	(2, 0) 
E 43 St & 5 Ave	(7, 2) 
Bayard St & Leonard St	(1, 0) 
Hudson St & Reade St	(12, 10) 
Market St & Cherry St	(1, 2) 
47 Ave & 31 St	(1, 3) 
Dean St & Hoyt St	(0, 2) 
E 74 St & 1 Ave	(6, 4) 
W 67 St & Broadway	(7, 7) 
Metropolitan Ave & Meeker Ave	(5, 1) 
Degraw St & Hoyt St	(1, 4) 
Eastern Pkwy & Washington Ave	(1, 1) 
6 Ave & Canal St	(29, 18) 
Plaza St West & Flatbush Ave	(2, 1) 
3 Ave & Carroll St	(0, 1) 
W 87 St & Amsterdam Ave	(1, 1) 
India St & West St	(3, 4) 
W 88 St & West End Ave	(1, 4) 
E 78 St & 2 Ave	(1, 3) 
Marcy Ave & Lafayette Ave	(1, 1) 
W 27 St & 7 Ave	(14, 6) 
Franklin St & W Broadway	(10, 13) 
Van Brunt St & Van Dyke St	(1, 1) 
Greene Av & Myrtle Av	(2, 0) 
Grand Army Plaza & Central Park S	(5, 9) 
Central Ave & Starr Street	(0, 1) 
E 30 St & Park Ave S	(8, 10) 
Kent Ave & S 11 St	(6, 6) 
Lexington Ave & E 63 St	(4, 2) 
Driggs Ave & Lorimer St	(5, 2) 
Dock 72 Way & Market St	(2, 4) 
21 St & 31 Dr	(1, 0) 
Pacific St & Classon Ave	(0, 1) 
Carlton Ave & Flushing Ave	(5, 1) 
Hicks St & Montague St	(0, 1) 
Washington Ave & Greene Ave	(0, 5) 
W 38 St & 8 Ave	(14, 12) 
Douglass St & 4 Ave	(4, 3) 
S 3 St & Bedford Ave	(16, 12) 
W 84 St & Columbus Ave	(3, 1) 
Underhill Ave & Pacific St	(26, 25) 
Pioneer St & Richards St	(0, 1) 
East End Ave & E 86 St	(1, 3) 
Sharon St & Olive St	(0, 1) 
Cooper Square & Astor Pl	(14, 24) 
Clinton St & Grand St	(5, 14) 
Atlantic Ave & Fort Greene Pl	(3, 5) 
E 20 St & FDR Drive	(20, 16) 
Lincoln Pl & Classon Ave	(2, 3) 
Lafayette Ave & Classon Ave	(3, 3) 
7 Ave & Park Pl	(4, 8) 
1 Ave & E 78 St	(174, 188) 
E 41 St & Madison Ave	(12, 5) 
Huron St & Franklin St	(4, 10) 
Pacific St & Nevins St	(1, 0) 
E 20 St & Park Ave	(21, 16) 
W 42 St & Dyer Ave	(9, 5) 
Lafayette Ave & St James Pl	(5, 2) 
E 65 St & 2 Ave	(3, 3) 
Duffield St & Willoughby St	(7, 4) 
E 81 St & 3 Ave	(2, 7) 
Maiden Ln & Pearl St	(8, 7) 
John St & William St	(12, 10) 
10 St & 7 Ave	(3, 4) 
Murray St & West St	(158, 182) 
9 Ave & W 28 St	(6, 6) 
W 104 St & Amsterdam Ave	(0, 1) 
E 118 St & Park Ave	(2, 0) 
9 Ave & W 45 St	(17, 8) 
W 43 St & 10 Ave	(227, 237) 
Cliff St & Fulton St	(7, 11) 
Crown St & Bedford Ave	(2, 1) 
E 2 St & Avenue C	(163, 141) 
Pleasant Ave & E 116 St	(2, 2) 
Stockholm St & Wilson Ave	(0, 2) 
Frost St & Meeker Ave	(2, 1) 
Stagg St & Union Ave	(4, 4) 
Centre St & Chambers St	(33, 27) 
Union Ave & Jackson St	(3, 1) 
1 Ave & E 62 St	(12, 12) 
Myrtle Ave & St Edwards St	(2, 2) 
44 Dr & Jackson Ave	(0, 1) 
28 St & 38 Ave	(1, 0) 
Berkeley Pl & 6 Ave	(1, 0) 
Eckford St & Engert Ave	(3, 2) 
E 12 St & 3 Ave	(8, 7) 
Division Av & Hooper St	(1, 1) 
Degraw St & Smith St	(1, 2) 
Pier 40 - Hudson River Park	(20, 13) 
Lafayette St & E 8 St	(18, 19) 
4 Ave & 9 St	(2, 0) 
Forsyth St & Broome St	(16, 15) 
Nassau Ave & Newell St	(5, 6) 
Cherry St	(1, 0) 
Mercer St & Bleecker St	(13, 7) 
5 Ave & E 63 St	(0, 9) 
E 39 St & 3 Ave	(13, 12) 
Park Pl & Franklin Ave	(1, 1) 
W 20 St & 8 Ave	(8, 12) 
31 Ave & Crescent St	(1, 0) 
Murray St & Greenwich St	(16, 7) 
21 St & 38 Ave	(0, 1) 
W 16 St & The High Line	(11, 11) 
Suffolk St & Stanton St	(143, 167) 
E 97 St & Madison Ave	(0, 2) 
14 St & 5 Ave	(0, 1) 
E 2 St & 2 Ave	(18, 18) 
Clinton Ave & Flushing Ave	(3, 4) 
27 St & Hunter St	(1, 0) 
Johnson St & Gold St	(7, 2) 
W 35 St & Dyer Ave	(5, 9) 
Little West St & 1 Pl	(44, 29) 
Pershing Square South	(7, 9) 
Schermerhorn St & Bond St	(3, 2) 
Willoughby Ave & Walworth St	(1, 4) 
Greenwich St & W Houston St	(17, 24) 
E 25 St & 2 Ave	(10, 9) 
3 Ave & E 62 St	(5, 2) 
Liberty St & Broadway	(20, 11) 
E 11 St & Avenue B	(10, 11) 
South St & Gouverneur Ln	(28, 22) 
Columbia St & Degraw St	(1, 2) 
W 92 St & Broadway	(0, 3) 
37 Ave & 35 St	(0, 1) 
W 13 St & 7 Ave	(14, 14) 
Avenue D & E 12 St	(1, 1) 
E 23 St & 1 Ave	(228, 231) 
W 25 St & 6 Ave	(15, 13) 
48 Ave & 30 Pl	(0, 1) 
E 11 St & 1 Ave	(208, 218) 
W 4 St & 7 Ave S	(8, 15) 
FDR Drive & E 35 St	(16, 11) 
Butler St & Court St	(2, 7) 
E 10 St & Avenue A	(23, 18) 
Tompkins Ave & Hopkins St	(0, 1) 
Avenue D & E 8 St	(2, 2) 
Central Park W & W 96 St	(7, 2) 
Graham Ave & Conselyea St	(2, 1) 
Adelphi St & Myrtle Ave	(2, 0) 
24 Ave & 26 St	(0, 1) 
Fulton St & Grand Ave	(2, 2) 
E 59 St & Madison Ave	(126, 131) 
Fulton St & Utica Ave	(2, 4) 
E 33 St & 5 Ave	(12, 18) 
W 37 St & 10 Ave	(7, 8) 
Madison St & Montgomery St	(1, 3) 
Grand St & Havemeyer St	(7, 5) 
Willoughby Ave & Hall St	(3, 2) 
Grand Ave & Bergen St	(0, 1) 
Dean St & 4 Ave	(4, 3) 
E 9 St & Avenue C	(8, 6) 
6 Ave & 12 St	(1, 3) 
Amsterdam Ave & W 66 St	(0, 1) 
Christopher St & Greenwich St	(31, 34) 
1 Ave & E 30 St	(10, 17) 
Broadway & W 25 St	(12, 10) 
W 11 St & 6 Ave	(7, 11) 
46 Ave & 5 St	(7, 10) 
44 Dr & 21 St	(1, 1) 
Carmine St & 6 Ave	(16, 10) 
DeKalb Ave & Hudson Ave	(6, 9) 
Broadway & W 53 St	(9, 13) 
Harrison St & Hudson St	(8, 3) 
2 Ave & E 104 St	(1, 1) 
Metropolitan Ave & Bedford Ave	(3, 3) 
Verona Pl & Fulton St	(1, 0) 
White St & Moore St	(0, 2) 
Pike St & E Broadway	(4, 7) 
W 22 St & 8 Ave	(13, 8) 
W 44 St & 5 Ave	(9, 10) 
E 58 St &  1 Ave (NW Corner)	(2, 1) 
Kent Ave & N 7 St	(17, 18) 
E 5 St & Avenue C	(9, 4) 
Scholes St & Manhattan Ave	(1, 6) 
Bergen St & Vanderbilt Ave	(3, 5) 
S 4 St & Rodney St	(3, 2) 
W 70 St & Amsterdam Ave	(5, 7) 
Watts St & Greenwich St	(26, 22) 
3 St & 3 Ave	(3, 0) 
3 Ave & E 95 St	(0, 2) 
Columbus Ave & W 72 St	(8, 1) 
Barclay St & Church St	(18, 14) 
State St & Smith St	(0, 2) 
12 Ave & W 40 St	(26, 37) 
Prospect Pl & 6 Ave	(1, 2) 
N 12 St & Bedford Ave	(3, 2) 
Madison Ave & E 120 St	(1, 0) 
Powers St & Olive St	(1, 0) 
Lafayette Ave & Fort Greene Pl	(4, 5) 
W 46 St & 11 Ave	(7, 13) 
Pierrepont St & Monroe Pl	(1, 0) 
Concord St & Bridge St	(1, 2) 
3 St & Hoyt St	(0, 1) 
Leonard St & Nassau Ave	(0, 6) 
5 Ave & E 103 St	(1, 0) 
W 90 St & Amsterdam Ave	(0, 1) 
Bedford Ave & Bergen St	(0, 2) 
W 64 St & Thelonious Monk Circle	(103, 128) 
Henry St & Atlantic Ave	(4, 3) 
W 15 St & 7 Ave	(25, 11) 
Rivington St & Ridge St	(12, 7) 
Lewis Ave & Madison St	(0, 2) 
E 17 St & Broadway	(37, 27) 
5 Ave & E 93 St	(2, 1) 
3 Ave & Schermerhorn St	(3, 2) 
Allen St & Stanton St	(14, 27) 
W 18 St & 6 Ave	(28, 19) 
Vernon Blvd & 50 Ave	(112, 108) 
Pearl St & Hanover Square	(6, 7) 
Central Park West & W 85 St	(3, 1) 
W 74 St & Columbus Ave	(7, 2) 
Driggs Ave & N Henry St	(4, 5) 
14 St & 7 Ave	(2, 3) 
Centre St & Worth St	(6, 11) 
1 Ave & E 94 St	(2, 3) 
Canal St & Rutgers St	(13, 7) 
Avenue D & E 3 St	(6, 6) 
E 55 St & Lexington Ave	(5, 8) 
Allen St & Hester St	(10, 14) 
MacDougal St & Prince St	(14, 22) 
Smith St & 3 St	(1, 2) 
3 Ave & 14 St	(1, 1) 
West Drive & Prospect Park West	(5, 4) 
Nostrand Ave & Myrtle Ave	(1, 0) 
S 5 Pl & S 5 St	(5, 5) 
E 60 St & York Ave	(1, 7) 
E 20 St & 2 Ave	(10, 19) 
7 St & 5 Ave	(4, 0) 
E 53 St & 3 Ave	(11, 7) 
Union Ave & Wallabout St	(2, 1) 
Central Park West & W 76 St	(4, 3) 
Mott St & Prince St	(25, 15) 
E 58 St & 3 Ave	(9, 9) 
Park Ave & E 124 St	(5, 3) 
St Marks Pl & 2 Ave	(11, 13) 
E 91 St & Park Ave	(1, 4) 
E 81 St & 2 Ave	(3, 5) 
3 Ave & E 71 St	(2, 0) 
Madison St & Clinton St	(2, 2) 
E 68 St & Madison Ave	(4, 3) 
Atlantic Ave & Furman St	(3, 5) 
Old Fulton St	(3, 9) 
37 St & 24 Ave	(0, 1) 
Broadway & Battery Pl	(17, 26) 
W 13 St & 5 Ave	(16, 11) 
W 54 St & 9 Ave	(5, 12) 
West End Ave & W 94 St	(1, 2) 
W 76 St & Columbus Ave	(2, 2) 
Front St & Gold St	(1, 1) 
W 116 St & Broadway	(0, 4) 
Underhill Ave & Lincoln Pl	(3, 3) 
Rogers Ave & Sterling St	(1, 0) 
E 10 St & 5 Ave	(12, 5) 
E 85 St & York Ave	(6, 1) 
W 113 St & Broadway	(1, 0) 
E 77 St & 3 Ave	(12, 17) 
Riverside Blvd & W 67 St	(6, 11) 
Carroll St & Bond St	(1, 4) 
5 Ave & E 88 St	(5, 0) 
E 75 St & 3 Ave	(0, 10) 
E 91 St & 2 Ave	(0, 5) 
Bergen St & Flatbush Ave	(5, 1) 
E 33 St & 1 Ave	(4, 9) 
E 88 St & 1 Ave	(3, 8) 
Congress St & Clinton St	(2, 0) 
Amsterdam Ave & W 82 St	(4, 5) 
St Johns Pl & Washington Ave	(2, 2) 
W 49 St & 8 Ave	(12, 4) 
E 106 St & 1 Ave	(0, 2) 
Waterbury St & Stagg St	(3, 0) 
W 100 St & Manhattan Ave	(2, 0) 
Graham Ave & Herbert St	(1, 1) 
Pitt St & Stanton St	(2, 2) 
DeKalb Ave & Vanderbilt Ave	(1, 3) 
Franklin Ave & St Marks Ave	(1, 0) 
W 89 St & Columbus Ave	(1, 1) 
E 16 St & 5 Ave	(16, 7) 
Broadway & W 60 St	(23, 17) 
11 Ave & W 41 St	(12, 9) 
Broadway & E 14 St	(20, 29) 
Greenwich Ave & Charles St	(11, 6) 
Broadway & W 29 St	(11, 13) 
E 11 St & 2 Ave	(8, 9) 
W 16 St & 8 Ave	(10, 21) 
Baltic St & 5 Ave	(0, 1) 
E 98 St & Park Ave	(0, 1) 
10 Hudson Yards	(2, 0) 
W 106 St & Central Park West	(2, 0) 
Dwight St & Van Dyke St	(1, 0) 
N 11 St & Kent Ave	(5, 3) 
8 Ave & W 31 St	(22, 24) 
Franklin Ave & Empire Blvd	(3, 2) 
Lawrence St & Willoughby St	(4, 7) 
E 48 St & 3 Ave	(5, 5) 
E 76 St & Park Ave	(6, 5) 
Cambridge Pl & Gates Ave	(1, 0) 
W 56 St & 10 Ave	(6, 15) 
Driggs Ave & N 9 St	(2, 2) 
Lefferts Pl & Franklin Ave	(2, 2) 
E 4 St & 2 Ave	(13, 12) 
Sullivan St & Washington Sq	(6, 5) 
Lexington Ave & E 29 St	(6, 8) 
Richardson St & N Henry St	(0, 3) 
William St & Pine St	(11, 11) 
Court St & State St	(1, 3) 
Washington St & Gansevoort St	(36, 33) 
24 St & 41 Ave	(1, 0) 
Vesey Pl & River Terrace	(389, 402) 
Coffey St & Conover St	(0, 3) 
Monroe St & Tompkins Ave	(1, 0) 
E 51 St & 1 Ave	(11, 7) 
LaGuardia Pl & W 3 St	(4, 5) 
Bergen St & Smith St	(6, 2) 
Great Jones St	(23, 23) 
Center Blvd & 51 Ave	(3, 3) 
Carroll St & Columbia St	(0, 1) 
Dean St & Franklin Ave	(1, 0) 
Kingston Ave & Herkimer St	(1, 0) 
