Washington Park	(1, 2) 
11 St & 43 Ave	(4, 0) 
Broadway & W 51 St	(10, 6) 
W 84 St & Broadway	(3, 3) 
Cathedral Pkwy & Broadway	(1, 3) 
1 Ave & E 44 St	(7, 6) 
W 24 St & 7 Ave	(8, 11) 
Fulton St & Waverly Ave	(2, 2) 
Avenue C & E 18 St	(7, 12) 
W 53 St & 10 Ave	(2, 7) 
Stanton St & Mangin St	(8, 1) 
1 Ave & E 18 St	(201, 196) 
E 15 St & 3 Ave	(10, 18) 
University Pl & E 14 St	(14, 10) 
Bus Slip & State St	(8, 5) 
Union Ave & N 12 St	(3, 2) 
Riverside Dr & W 72 St	(7, 12) 
W 20 St & 7 Ave	(10, 7) 
Emerson Pl & Myrtle Ave	(1, 2) 
6 St & 7 Ave	(1, 0) 
Pershing Square North	(24, 22) 
Clinton St & Joralemon St	(1, 0) 
W 33 St & 7 Ave	(7, 13) 
Hancock St & Bedford Ave	(1, 1) 
2 Ave & E 96 St	(2, 0) 
E 43 St & 5 Ave	(8, 9) 
Bayard St & Leonard St	(4, 2) 
Hudson St & Reade St	(5, 9) 
Market St & Cherry St	(2, 2) 
Dean St & Hoyt St	(1, 0) 
47 Ave & 31 St	(2, 1) 
W 67 St & Broadway	(7, 7) 
E 74 St & 1 Ave	(4, 4) 
Metropolitan Ave & Meeker Ave	(4, 2) 
Degraw St & Hoyt St	(3, 3) 
6 Ave & Canal St	(15, 16) 
Eastern Pkwy & Washington Ave	(0, 1) 
Plaza St West & Flatbush Ave	(0, 2) 
3 Ave & Carroll St	(0, 1) 
W 87 St & Amsterdam Ave	(1, 0) 
31 Ave & 30 St	(1, 0) 
E 115 St & Madison Ave	(0, 1) 
India St & West St	(2, 1) 
E 78 St & 2 Ave	(7, 3) 
W 88 St & West End Ave	(4, 2) 
Franklin Ave & Myrtle Ave	(0, 1) 
W 27 St & 7 Ave	(9, 8) 
W 15 St & 6 Ave	(8, 5) 
Franklin St & W Broadway	(11, 8) 
10 St & 2 Ave	(0, 1) 
Van Brunt St & Van Dyke St	(0, 2) 
Greene Av & Myrtle Av	(1, 1) 
Grand Army Plaza & Central Park S	(7, 11) 
Central Ave & Starr Street	(0, 1) 
E 30 St & Park Ave S	(8, 7) 
Kent Ave & S 11 St	(5, 1) 
Humboldt St & Varet St	(1, 0) 
Lexington Ave & E 63 St	(5, 1) 
Driggs Ave & Lorimer St	(5, 0) 
Dock 72 Way & Market St	(3, 5) 
Adam Clayton Powell Blvd & W 123 St	(1, 0) 
Pacific St & Classon Ave	(2, 0) 
Carlton Ave & Flushing Ave	(3, 3) 
Hicks St & Montague St	(4, 4) 
Washington Ave & Greene Ave	(5, 5) 
W 38 St & 8 Ave	(10, 10) 
W 84 St & Columbus Ave	(3, 5) 
S 3 St & Bedford Ave	(36, 22) 
Douglass St & 4 Ave	(3, 2) 
Underhill Ave & Pacific St	(29, 30) 
Pioneer St & Richards St	(0, 1) 
East End Ave & E 86 St	(2, 2) 
Sharon St & Olive St	(0, 1) 
Cooper Square & Astor Pl	(12, 23) 
Clinton St & Grand St	(6, 6) 
Atlantic Ave & Fort Greene Pl	(5, 4) 
E 20 St & FDR Drive	(30, 30) 
Lafayette Ave & Classon Ave	(0, 2) 
7 Ave & Park Pl	(12, 15) 
1 Ave & E 78 St	(186, 180) 
E 41 St & Madison Ave	(11, 7) 
Huron St & Franklin St	(6, 14) 
Pacific St & Nevins St	(3, 3) 
E 20 St & Park Ave	(18, 22) 
W 42 St & Dyer Ave	(7, 2) 
Lafayette Ave & St James Pl	(4, 5) 
E 65 St & 2 Ave	(4, 6) 
Duffield St & Willoughby St	(4, 8) 
E 81 St & 3 Ave	(5, 5) 
Maiden Ln & Pearl St	(10, 12) 
John St & William St	(11, 8) 
10 St & 7 Ave	(4, 3) 
Murray St & West St	(145, 165) 
W 104 St & Amsterdam Ave	(1, 1) 
9 Ave & W 28 St	(7, 4) 
9 Ave & W 45 St	(11, 10) 
W 43 St & 10 Ave	(174, 176) 
Cliff St & Fulton St	(17, 10) 
Crown St & Bedford Ave	(1, 0) 
E 2 St & Avenue C	(136, 131) 
Frost St & Meeker Ave	(2, 0) 
Kosciuszko St & Tompkins Ave	(0, 1) 
Centre St & Chambers St	(22, 19) 
Stagg St & Union Ave	(2, 3) 
Union Ave & Jackson St	(0, 1) 
1 Ave & E 62 St	(16, 11) 
Myrtle Ave & St Edwards St	(1, 5) 
28 St & 38 Ave	(1, 0) 
Berkeley Pl & 6 Ave	(2, 1) 
Eckford St & Engert Ave	(1, 5) 
E 12 St & 3 Ave	(7, 8) 
Degraw St & Smith St	(3, 1) 
Pier 40 - Hudson River Park	(20, 18) 
Lafayette St & E 8 St	(7, 10) 
Forsyth St & Broome St	(9, 12) 
Nassau Ave & Newell St	(3, 11) 
Cherry St	(1, 5) 
Mercer St & Bleecker St	(6, 8) 
5 Ave & E 63 St	(4, 14) 
E 39 St & 3 Ave	(13, 20) 
W 20 St & 8 Ave	(2, 9) 
Broadway & W 56 St	(4, 4) 
Murray St & Greenwich St	(11, 12) 
W 16 St & The High Line	(13, 10) 
Suffolk St & Stanton St	(165, 164) 
Wyckoff St & Bond St	(2, 0) 
E 97 St & Madison Ave	(1, 1) 
14 St & 5 Ave	(1, 0) 
Columbia St & W 9 St	(1, 1) 
E 2 St & 2 Ave	(15, 10) 
Clinton Ave & Flushing Ave	(1, 2) 
27 St & Hunter St	(1, 2) 
Johnson St & Gold St	(6, 3) 
W 35 St & Dyer Ave	(3, 6) 
Little West St & 1 Pl	(27, 22) 
Pershing Square South	(4, 7) 
Schermerhorn St & Bond St	(6, 3) 
Madison Ave & E 99 St	(0, 2) 
Greene Ave & Nostrand Ave	(0, 2) 
Greenwich St & W Houston St	(19, 17) 
E 25 St & 2 Ave	(9, 4) 
3 Ave & E 62 St	(5, 7) 
Liberty St & Broadway	(22, 20) 
Central Park West & W 102 St	(0, 1) 
E 11 St & Avenue B	(10, 5) 
W 92 St & Broadway	(4, 2) 
South St & Gouverneur Ln	(20, 19) 
Columbia St & Degraw St	(1, 2) 
6 Ave & W 33 St	(9, 9) 
W 13 St & 7 Ave	(6, 3) 
Avenue D & E 12 St	(3, 3) 
E 23 St & 1 Ave	(244, 243) 
W 25 St & 6 Ave	(7, 6) 
48 Ave & 30 Pl	(0, 2) 
E 11 St & 1 Ave	(198, 214) 
W 4 St & 7 Ave S	(10, 10) 
FDR Drive & E 35 St	(18, 13) 
Butler St & Court St	(1, 3) 
E 10 St & Avenue A	(2, 7) 
Tompkins Ave & Hopkins St	(1, 1) 
Avenue D & E 8 St	(3, 1) 
Central Park W & W 96 St	(2, 2) 
1 Pl & Clinton St	(2, 4) 
Graham Ave & Conselyea St	(1, 3) 
Adelphi St & Myrtle Ave	(1, 4) 
Fulton St & Grand Ave	(1, 1) 
E 59 St & Madison Ave	(137, 134) 
E 33 St & 5 Ave	(13, 11) 
W 37 St & 10 Ave	(5, 7) 
Madison St & Montgomery St	(1, 4) 
Grand St & Havemeyer St	(5, 3) 
Willoughby Ave & Hall St	(0, 1) 
Grand Ave & Bergen St	(3, 0) 
Dean St & 4 Ave	(4, 5) 
E 9 St & Avenue C	(11, 7) 
Amsterdam Ave & W 66 St	(1, 5) 
6 Ave & 12 St	(0, 1) 
Christopher St & Greenwich St	(16, 29) 
1 Ave & E 30 St	(8, 19) 
Broadway & W 25 St	(8, 12) 
W 11 St & 6 Ave	(7, 8) 
46 Ave & 5 St	(9, 10) 
28 St & 41 Ave	(1, 1) 
44 Dr & 21 St	(2, 1) 
Carmine St & 6 Ave	(17, 11) 
DeKalb Ave & Hudson Ave	(8, 5) 
Broadway & W 53 St	(5, 4) 
Hart St & Wyckoff Ave	(0, 1) 
Harrison St & Hudson St	(6, 7) 
Bushwick Ave & McKibbin St	(0, 1) 
Metropolitan Ave & Bedford Ave	(7, 7) 
White St & Moore St	(1, 1) 
Pike St & E Broadway	(6, 6) 
W 22 St & 8 Ave	(11, 7) 
W 44 St & 5 Ave	(13, 11) 
E 58 St &  1 Ave (NW Corner)	(7, 5) 
Kent Ave & N 7 St	(8, 15) 
E 5 St & Avenue C	(9, 2) 
Morningside Dr & Amsterdam Ave	(1, 0) 
Scholes St & Manhattan Ave	(2, 4) 
Bergen St & Vanderbilt Ave	(0, 1) 
W 116 St & Amsterdam Ave	(1, 0) 
W 70 St & Amsterdam Ave	(12, 7) 
Wyckoff St & 3 Ave	(1, 1) 
Marcus Garvey Blvd & Macon St	(0, 1) 
Watts St & Greenwich St	(13, 14) 
3 St & 3 Ave	(2, 3) 
Columbus Ave & W 72 St	(8, 5) 
Barclay St & Church St	(16, 16) 
E 123 St & Lexington Ave	(0, 1) 
DeKalb Ave & Franklin Ave	(2, 2) 
State St & Smith St	(1, 0) 
12 Ave & W 40 St	(17, 37) 
Prospect Pl & 6 Ave	(2, 1) 
N 12 St & Bedford Ave	(1, 8) 
Madison Ave & E 120 St	(1, 0) 
Powers St & Olive St	(1, 0) 
Railroad Ave & Kay Ave	(2, 2) 
Lafayette Ave & Fort Greene Pl	(2, 7) 
W 46 St & 11 Ave	(7, 6) 
Pierrepont St & Monroe Pl	(3, 3) 
Concord St & Bridge St	(0, 2) 
Leonard St & Nassau Ave	(3, 0) 
5 Ave & E 103 St	(0, 1) 
W 90 St & Amsterdam Ave	(2, 4) 
Bedford Ave & Bergen St	(1, 1) 
W 64 St & Thelonious Monk Circle	(99, 99) 
Henry St & Atlantic Ave	(3, 3) 
W 15 St & 7 Ave	(13, 8) 
Rivington St & Ridge St	(9, 7) 
Lewis Ave & Madison St	(3, 2) 
E 17 St & Broadway	(20, 26) 
5 Ave & E 93 St	(0, 1) 
3 Ave & Schermerhorn St	(2, 2) 
Allen St & Stanton St	(18, 18) 
W 18 St & 6 Ave	(20, 13) 
Vernon Blvd & 50 Ave	(108, 109) 
Pearl St & Hanover Square	(14, 4) 
Central Park West & W 85 St	(3, 5) 
W 74 St & Columbus Ave	(2, 2) 
Driggs Ave & N Henry St	(3, 6) 
14 St & 7 Ave	(4, 2) 
Centre St & Worth St	(7, 6) 
George St & Wilson Ave	(1, 0) 
1 Ave & E 94 St	(0, 5) 
Canal St & Rutgers St	(16, 7) 
Avenue D & E 3 St	(7, 3) 
E 55 St & Lexington Ave	(10, 10) 
Allen St & Hester St	(16, 7) 
MacDougal St & Prince St	(13, 18) 
Smith St & 3 St	(2, 1) 
West Drive & Prospect Park West	(2, 0) 
S 5 Pl & S 5 St	(2, 7) 
E 60 St & York Ave	(0, 4) 
E 20 St & 2 Ave	(9, 8) 
7 St & 5 Ave	(2, 1) 
E 53 St & 3 Ave	(10, 12) 
Union Ave & Wallabout St	(1, 0) 
39 St & 2 Ave - Citi Bike HQ at Industry City	(1, 1) 
Central Park West & W 76 St	(1, 2) 
Mott St & Prince St	(14, 13) 
E 58 St & 3 Ave	(11, 6) 
Park Ave & E 124 St	(2, 2) 
St Marks Pl & 2 Ave	(13, 13) 
E 91 St & Park Ave	(2, 3) 
E 81 St & 2 Ave	(0, 2) 
3 Ave & E 71 St	(2, 1) 
Madison St & Clinton St	(4, 4) 
Atlantic Ave & Furman St	(1, 1) 
Old Fulton St	(1, 1) 
Broadway & Battery Pl	(14, 14) 
W 13 St & 5 Ave	(6, 10) 
West End Ave & W 94 St	(1, 0) 
W 54 St & 9 Ave	(4, 7) 
W 76 St & Columbus Ave	(4, 2) 
W 116 St & Broadway	(3, 1) 
Underhill Ave & Lincoln Pl	(1, 1) 
Rogers Ave & Sterling St	(0, 1) 
E 10 St & 5 Ave	(8, 4) 
E 85 St & York Ave	(6, 1) 
W 113 St & Broadway	(2, 2) 
E 77 St & 3 Ave	(15, 17) 
Riverside Blvd & W 67 St	(6, 3) 
Carroll St & Bond St	(3, 3) 
5 Ave & E 88 St	(8, 0) 
E 75 St & 3 Ave	(4, 4) 
E 91 St & 2 Ave	(1, 2) 
Bergen St & Flatbush Ave	(0, 4) 
E 33 St & 1 Ave	(6, 12) 
E 88 St & 1 Ave	(10, 10) 
Congress St & Clinton St	(3, 1) 
Amsterdam Ave & W 82 St	(0, 3) 
St Johns Pl & Washington Ave	(1, 2) 
W 49 St & 8 Ave	(6, 5) 
E 106 St & 1 Ave	(0, 3) 
Waterbury St & Stagg St	(0, 1) 
W 100 St & Manhattan Ave	(1, 1) 
Pitt St & Stanton St	(0, 2) 
DeKalb Ave & Vanderbilt Ave	(4, 2) 
Franklin Ave & St Marks Ave	(2, 1) 
W 89 St & Columbus Ave	(0, 4) 
Broadway & E 14 St	(19, 25) 
Broadway & W 60 St	(21, 19) 
11 Ave & W 41 St	(9, 5) 
E 16 St & 5 Ave	(5, 6) 
Greenwich Ave & Charles St	(13, 9) 
Broadway & W 29 St	(6, 11) 
E 11 St & 2 Ave	(9, 4) 
Baltic St & 5 Ave	(0, 1) 
10 Hudson Yards	(1, 2) 
N 11 St & Kent Ave	(0, 1) 
Henry St & W 9 St	(1, 0) 
8 Ave & W 31 St	(20, 30) 
Lawrence St & Willoughby St	(9, 4) 
E 48 St & 3 Ave	(4, 4) 
E 76 St & Park Ave	(3, 3) 
Cambridge Pl & Gates Ave	(1, 3) 
Driggs Ave & N 9 St	(2, 2) 
Lefferts Pl & Franklin Ave	(2, 2) 
E 4 St & 2 Ave	(11, 12) 
Sullivan St & Washington Sq	(10, 3) 
Lexington Ave & E 29 St	(7, 11) 
Richardson St & N Henry St	(1, 2) 
Leonard St & Maujer St	(3, 0) 
William St & Pine St	(5, 9) 
Court St & State St	(2, 1) 
Washington St & Gansevoort St	(11, 26) 
Vesey Pl & River Terrace	(309, 311) 
Broadway & W 122 St	(1, 1) 
5 St & Market St	(0, 1) 
LaGuardia Pl & W 3 St	(11, 12) 
E 51 St & 1 Ave	(10, 7) 
Monroe St & Tompkins Ave	(1, 0) 
Bergen St & Smith St	(8, 10) 
Great Jones St	(25, 19) 
5 St & 51 Ave	(3, 0) 
Center Blvd & 51 Ave	(7, 3) 
Carroll St & Columbia St	(2, 2) 
Dean St & Franklin Ave	(2, 1) 
Kingston Ave & Herkimer St	(2, 2) 
